"","no_project","block","direction1","direction2","shape","division","work","long","width","height","total_weight","workday_plan","workday_record"
"5695","S1151","S","12","P","3","H","C",12.7,8.63,2.13,22.743,7,11
"5696","S1151","S","12","S","0","D","A",12.7,13.765,4.04,70.937,8,17
"5697","S1151","S","12","S","0","H","B",12.7,13.765,4.04,70.937,7,6
"5698","S1151","S","12","S","0","H","C",12.7,13.765,4.04,70.937,3,3
"5699","S1151","S","12","S","0","H","C",12.7,13.765,4.04,70.937,22,23
"5700","S1151","S","12","S","0","S","A",12.7,13.765,4.04,70.937,59,1
"5701","S1151","S","12","S","1","H","C",12.7,4.45,3.522,15.27,7,14
"5702","S1151","S","12","S","2","H","C",12.7,3.834,3.435,17.545,5,16
"5703","S1151","S","12","S","3","H","C",12.7,8.63,2.13,22.743,3,1
"5704","S1151","S","12","S","3","H","C",12.7,8.63,2.13,22.743,8,15
"5705","S1151","S","13","P","0","D","A",13.93,12.99,3.7,84.257,5,9
"5706","S1151","S","13","P","0","H","A",13.93,12.99,3.7,84.257,2,18
"5707","S1151","S","13","P","0","H","A",13.93,12.99,3.7,84.257,3,24
"5708","S1151","S","13","P","0","H","B",13.93,12.99,3.7,84.257,7,8
"5709","S1151","S","13","P","0","H","C",13.93,12.99,3.7,84.257,5,2
"5710","S1151","S","13","P","0","H","C",13.93,12.99,3.7,84.257,23,40
"5712","S1151","S","13","P","1","H","C",13.93,4.33,3.51,15.487,4,25
"5713","S1151","S","13","P","2","H","C",13.93,3.834,3.435,21.877,4,1
"5714","S1151","S","13","P","3","D","A",13.93,10.1,2.013,32.382,5,3
"5715","S1151","S","13","P","3","H","C",13.93,10.1,2.013,32.382,3,1
"5716","S1151","S","13","P","3","H","C",13.93,10.1,2.013,32.382,7,24
"5717","S1151","S","13","S","0","D","A",13.93,19.3,3.7,84.257,5,14
"5718","S1151","S","13","S","0","H","B",13.93,19.3,3.7,84.257,7,8
"5719","S1151","S","13","S","0","H","C",13.93,19.3,3.7,84.257,5,2
"5720","S1151","S","13","S","0","H","C",13.93,19.3,3.7,84.257,26,24
"5722","S1151","S","13","S","1","H","C",13.93,4.33,3.51,15.487,4,14
"5723","S1151","S","13","S","2","H","C",13.93,3.834,3.435,21.877,4,15
"5724","S1151","S","13","S","3","D","A",13.93,10.1,2.013,32.382,5,3
"5725","S1151","S","13","S","3","H","C",13.93,10.1,2.013,32.382,3,1
"5726","S1151","S","13","S","3","H","C",13.93,10.1,2.013,32.382,7,11
"5727","S1151","S","14","P","0","D","A",13.62,19.3,4.04,146.747,7,9
"5728","S1151","S","14","P","0","H","A",13.62,19.3,4.04,146.747,2,16
"5729","S1151","S","14","P","0","H","A",13.62,19.3,4.04,146.747,6,36
"5730","S1151","S","14","P","0","H","B",13.62,19.3,4.04,146.747,13,14
"5731","S1151","S","14","P","0","H","C",13.62,19.3,4.04,146.747,3,2
"5732","S1151","S","14","P","0","H","C",13.62,19.3,4.04,146.747,26,31
"5734","S1151","S","14","P","1","H","C",13.62,7.36,3.835,46.244,3,2
"5735","S1151","S","14","P","1","H","C",13.62,7.36,3.835,46.244,10,14
"5736","S1151","S","14","P","1","S","A",13.62,7.36,3.835,46.244,9,36
"5737","S1151","S","14","P","2","H","C",13.62,3.965,6.3,52.959,6,8
"5738","S1151","S","14","P","3","H","C",13.62,4.329,3.507,16.028,7,7
"5739","S1151","S","14","P","4","H","C",13.62,3.7,3.435,22.418,6,6
"5740","S1151","S","14","P","5","H","C",13.62,10.88,2.011,34.656,3,1
"5741","S1151","S","14","P","5","H","C",13.62,10.88,2.011,34.656,7,4
"5742","S1151","S","14","S","0","D","A",13.62,19.3,4.04,146.747,7,11
"5743","S1151","S","14","S","0","H","B",13.62,19.3,4.04,146.747,13,14
"5744","S1151","S","14","S","0","H","C",13.62,19.3,4.04,146.747,3,2
"5747","S1151","S","14","S","1","H","C",13.62,7.36,3.835,46.244,3,2
"5748","S1151","S","14","S","1","H","C",13.62,7.36,3.835,46.244,10,3
"5749","S1151","S","14","S","1","S","A",13.62,7.36,3.835,46.244,9,42
"5750","S1151","S","14","S","2","H","C",13.62,3.965,6.3,52.959,4,13
"5751","S1151","S","14","S","3","H","C",13.62,4.329,3.507,16.028,7,3
"5752","S1151","S","14","S","4","H","C",13.62,3.7,3.435,22.418,4,15
"5753","S1151","S","14","S","5","H","C",13.62,10.88,2.011,34.656,3,1
"5754","S1151","S","14","S","5","H","C",13.62,10.88,2.011,34.656,5,27
"5755","S1151","S","15","P","0","D","A",15,19.3,4.04,163.641,7,14
"5756","S1151","S","15","P","0","H","A",15,19.3,4.04,163.641,4,28
"5757","S1151","S","15","P","0","H","A",15,19.3,4.04,163.641,7,37
"5758","S1151","S","15","P","0","H","B",15,19.3,4.04,163.641,20,18
"5759","S1151","S","15","P","0","H","C",15,19.3,4.04,163.641,5,4
"5760","S1151","S","15","P","0","H","C",15,19.3,4.04,163.641,25,56
"5762","S1151","S","15","P","1","H","C",15,7.353,3.865,49.277,3,6
"5763","S1151","S","15","P","1","H","C",15,7.353,3.865,49.277,11,17
"5765","S1151","S","15","P","2","H","C",15,3.95,6.314,49.277,9,17
"5766","S1151","S","15","P","3","H","C",15,4.33,3.51,17.87,6,10
"5767","S1151","S","15","P","4","H","C",15,3.834,3.435,24.909,9,14
"5768","S1151","S","15","P","5","H","C",15,10.88,2.011,39.313,3,2
"5769","S1151","S","15","P","5","H","C",15,10.88,2.011,39.313,12,12
"5770","S1151","S","15","S","0","D","A",15,19.3,4.04,163.641,7,13
"5771","S1151","S","15","S","0","H","B",15,19.3,4.04,163.641,18,18
"5772","S1151","S","15","S","0","H","C",15,19.3,4.04,163.641,8,3
"5773","S1151","S","15","S","0","H","C",15,19.3,4.04,163.641,29,37
"5774","S1151","S","15","S","0","S","A",15,19.3,4.04,163.641,71,43
"5775","S1151","S","15","S","1","H","C",15,7.353,3.865,49.277,3,6
"5776","S1151","S","15","S","1","H","C",15,7.353,3.865,49.277,14,31
"5778","S1151","S","15","S","2","H","C",15,3.95,6.314,49.277,4,17
"5779","S1151","S","15","S","3","H","C",15,4.33,3.51,17.87,11,28
"5780","S1151","S","15","S","4","H","C",15,3.834,3.435,24.909,4,2
"5781","S1151","S","15","S","5","H","C",15,10.88,2.011,39.313,3,2
"5782","S1151","S","15","S","5","H","C",15,10.88,2.011,39.313,10,16
"5783","S1151","S","16","P","0","D","A",13.62,19.3,3.96,143.389,7,14
"5784","S1151","S","16","P","0","H","A",13.62,19.3,3.96,143.389,2,11
"5785","S1151","S","16","P","0","H","A",13.62,19.3,3.96,143.389,4,28
"5786","S1151","S","16","P","0","H","B",13.62,19.3,3.96,143.389,10,10
"5787","S1151","S","16","P","0","H","C",13.62,19.3,3.96,143.389,3,2
"5788","S1151","S","16","P","0","H","C",13.62,19.3,3.96,143.389,21,27
"5790","S1151","S","16","P","1","H","C",13.62,7.353,3.865,42.129,5,6
"5791","S1151","S","16","P","1","H","C",13.62,7.353,3.865,42.129,14,23
"5793","S1151","S","16","P","2","H","C",13.62,3.95,6.3,41.371,6,1
"5794","S1151","S","16","P","3","H","C",13.62,4.33,3.46,15.487,9,1
"5795","S1151","S","16","P","4","H","C",13.62,3.704,3.435,21.66,6,1
"5796","S1151","S","16","P","5","H","C",13.62,10.88,2.011,34.006,5,3
"5797","S1151","S","16","P","5","H","C",13.62,10.88,2.011,34.006,7,6
"5798","S1151","S","16","S","0","D","A",13.62,19.3,3.96,143.389,7,12
"5799","S1151","S","16","S","0","H","B",13.62,19.3,3.96,143.389,10,10
"5800","S1151","S","16","S","0","H","C",13.62,19.3,3.96,143.389,8,3
"5801","S1151","S","16","S","0","H","C",13.62,19.3,3.96,143.389,16,20
"5803","S1151","S","16","S","1","H","C",13.62,7.353,3.865,42.129,3,6
"5804","S1151","S","16","S","1","H","C",13.62,7.353,3.865,42.129,14,17
"5806","S1151","S","16","S","2","H","C",13.62,3.95,6.3,41.371,4,13
"5807","S1151","S","16","S","3","H","C",13.62,4.33,3.46,15.487,11,16
"5808","S1151","S","16","S","4","H","C",13.62,3.704,3.435,21.66,4,2
"5809","S1151","S","16","S","5","H","C",13.62,10.88,2.011,34.006,3,3
"5810","S1151","S","16","S","5","H","C",13.62,10.88,2.011,34.006,10,13
"5811","S1151","S","17","P","0","D","A",15.12,19.3,4.05,165.699,5,35
"5812","S1151","S","17","P","0","H","A",15.12,19.3,4.05,165.699,2,43
"5813","S1151","S","17","P","0","H","A",15.12,19.3,4.05,165.699,7,31
"5814","S1151","S","17","P","0","H","B",15.12,19.3,4.05,165.699,7,3
"5815","S1151","S","17","P","0","H","C",15.12,19.3,4.05,165.699,5,9
"5816","S1151","S","17","P","0","H","C",15.12,19.3,4.05,165.699,43,55
"5817","S1151","S","17","P","0","H","E",15.12,19.3,4.05,165.699,17,24
"5818","S1151","S","17","P","0","P","A",15.12,19.3,4.05,165.699,18,19
"5819","S1151","S","17","P","0","S","A",15.12,19.3,4.05,165.699,64,2
"5820","S1151","S","17","P","0","S","C",15.12,19.3,4.05,165.699,22,16
"5821","S1151","S","17","P","1","H","C",15.12,7.353,3.865,47.435,5,9
"5822","S1151","S","17","P","1","H","C",15.12,7.353,3.865,47.435,10,41
"5823","S1151","S","17","P","3","H","C",15.12,4.657,3.157,18.628,4,14
"5824","S1151","S","17","P","4","H","C",15.12,3.704,3.435,25.992,6,14
"5825","S1151","S","17","P","5","H","C",15.12,10.88,2.011,40.937,8,9
"5826","S1151","S","17","P","5","H","C",15.12,10.88,2.011,40.937,7,14
"5827","S1151","S","17","S","0","D","A",15.12,19.3,4.05,165.699,5,35
"5828","S1151","S","17","S","0","H","B",15.12,19.3,4.05,165.699,7,3
"5829","S1151","S","17","S","0","H","C",15.12,19.3,4.05,165.699,5,9
"5830","S1151","S","17","S","0","H","C",15.12,19.3,4.05,165.699,45,55
"5831","S1151","S","17","S","0","H","E",15.12,19.3,4.05,165.699,17,24
"5832","S1151","S","17","S","0","P","A",15.12,19.3,4.05,165.699,19,19
"5834","S1151","S","17","S","0","S","C",15.12,19.3,4.05,165.699,22,15
"5835","S1151","S","17","S","1","H","C",15.12,7.353,3.865,47.435,5,9
"5836","S1151","S","17","S","1","H","C",15.12,7.353,3.865,47.435,10,14
"5837","S1151","S","17","S","3","H","C",15.12,4.657,3.157,18.628,4,14
"5838","S1151","S","17","S","4","H","C",15.12,3.704,3.435,25.992,6,14
"5839","S1151","S","17","S","5","H","C",15.12,10.88,2.011,40.937,8,9
"5840","S1151","S","17","S","5","H","C",15.12,10.88,2.011,40.937,7,14
"5841","S1151","S","18","P","0","D","A",14.905,13.88,4.97,95.087,5,12
"5842","S1151","S","18","P","0","H","A",14.905,13.88,4.97,95.087,2,11
"5843","S1151","S","18","P","0","H","A",14.905,13.88,4.97,95.087,7,47
"5844","S1151","S","18","P","0","H","B",14.905,13.88,4.97,95.087,11,12
"5845","S1151","S","18","P","0","H","C",14.905,13.88,4.97,95.087,30,57
"5847","S1151","S","18","P","1","H","C",14.961,5.141,3.73,19.602,4,4
"5848","S1151","S","18","P","2","H","C",14.905,4.84,3.54,29.674,8,2
"5849","S1151","S","18","P","2","H","C",14.905,4.84,3.54,29.674,6,1
"5850","S1151","S","18","P","3","H","C",15.028,9.477,2.741,33.898,8,2
"5851","S1151","S","18","P","3","H","C",15.028,9.477,2.741,33.898,7,4
"5852","S1151","S","18","P","G","D","A",29.933,9.477,3.54,173.28,7,5
"5853","S1151","S","18","P","G","H","D",29.933,9.477,3.54,173.28,13,13
"5854","S1151","S","18","P","G","H","E",29.933,9.477,3.54,173.28,20,22
"5855","S1151","S","18","P","G","P","A",29.933,9.477,3.54,173.28,19,22
"5856","S1151","S","18","P","G","S","A",29.933,9.477,3.54,173.28,12,10
"5857","S1151","S","18","P","G","S","C",29.933,9.477,3.54,173.28,22,33
"5858","S1151","S","18","S","0","D","A",14.905,13.88,4.97,95.087,5,13
"5859","S1151","S","18","S","0","H","B",14.905,13.88,4.97,95.087,11,12
"5860","S1151","S","18","S","0","H","C",14.905,13.88,4.97,95.087,38,36
"5862","S1151","S","18","S","1","H","C",14.961,5.141,3.73,19.602,4,6
"5863","S1151","S","18","S","2","H","C",14.905,4.84,3.54,29.674,8,2
"5864","S1151","S","18","S","2","H","C",14.905,4.84,3.54,29.674,6,15
"5865","S1151","S","18","S","3","H","C",15.028,9.477,2.741,33.898,8,3
"5866","S1151","S","18","S","3","H","C",15.028,9.477,2.741,33.898,7,6
"5867","S1151","S","18","S","G","D","A",29.67,13.88,7.38,173.28,7,2
"5868","S1151","S","18","S","G","H","D",29.67,13.88,7.38,173.28,12,11
"5869","S1151","S","18","S","G","H","E",29.67,13.88,7.38,173.28,20,20
"5870","S1151","S","18","S","G","P","A",29.67,13.88,7.38,173.28,23,23
"5871","S1151","S","18","S","G","S","A",29.67,13.88,7.38,173.28,12,15
"5872","S1151","S","18","S","G","S","C",29.67,13.88,7.38,173.28,22,29
"5873","S1151","S","19","P","0","D","A",14.765,9.44,7.38,78.193,7,6
"5874","S1151","S","19","P","0","H","A",14.765,9.44,7.38,78.193,5,26
"5875","S1151","S","19","P","0","H","A",14.765,9.44,7.38,78.193,9,47
"5876","S1151","S","19","P","0","H","B",14.765,9.44,7.38,78.193,9,9
"5877","S1151","S","19","P","0","H","C",14.765,9.44,7.38,78.193,25,34
"5879","S1151","S","19","P","1","H","C",14.765,5.768,5.274,24.368,4,1
"5880","S1151","S","19","P","2","H","C",14.765,7.42,3.82,36.822,8,3
"5881","S1151","S","19","P","2","H","C",14.765,7.42,3.82,36.822,6,14
"5882","S1151","S","19","P","3","H","C",15.832,4.685,4.133,33.898,8,3
"5883","S1151","S","19","P","3","H","C",15.832,4.685,4.133,33.898,7,2
"5884","S1151","S","19","S","0","D","A",14.765,9.44,7.38,78.193,7,8
"5885","S1151","S","19","S","0","H","B",14.765,9.44,7.38,78.193,9,9
"5886","S1151","S","19","S","0","H","C",14.765,9.44,7.38,78.193,23,56
"5888","S1151","S","19","S","1","H","C",14.765,5.768,5.274,24.368,6,5
"5889","S1151","S","19","S","2","H","C",14.765,7.42,3.82,36.822,3,1
"5890","S1151","S","19","S","2","H","C",14.765,7.42,3.82,36.822,4,9
"5891","S1151","S","19","S","3","H","C",15.832,4.685,4.133,33.898,3,3
"5892","S1151","S","19","S","3","H","C",15.832,4.685,4.133,33.898,7,10
"5893","S1151","T","11","P","0","H","A",12.54,14.15,2.66,40.071,4,40
"5894","S1151","T","11","P","0","H","A",12.54,14.15,2.66,40.071,5,1
"5895","S1151","T","11","P","0","H","B",12.54,14.15,2.66,40.071,6,12
"5896","S1151","T","11","P","0","H","C",12.54,14.15,2.66,40.071,14,38
"5897","S1151","T","11","P","1","H","C",12.54,10.88,0.997,29.566,5,12
"5898","S1151","T","11","P","1","H","C",12.54,10.88,0.997,29.566,3,18
"5899","S1151","T","11","P","2","H","C",8.61,3.355,2.66,11.48,8,18
"5900","S1151","T","11","P","G","D","A",17.27,13.33,5.83,50.251,4,7
"5901","S1151","T","11","P","G","H","D",17.27,13.33,5.83,50.251,11,25
"5902","S1151","T","11","P","G","H","E",17.27,13.33,5.83,50.251,29,52
"5903","S1151","T","11","P","G","P","A",17.27,13.33,5.83,50.251,9,9
"5904","S1151","T","11","P","G","S","C",17.27,13.33,5.83,50.251,20,14
"5905","S1151","T","11","S","0","D","A",12.54,14.15,2.66,40.071,3,7
"5906","S1151","T","11","S","0","H","B",12.54,14.15,2.66,40.071,6,12
"5907","S1151","T","11","S","0","H","C",12.54,14.15,2.66,40.071,14,38
"5909","S1151","T","11","S","0","P","A",12.54,14.15,2.66,40.071,9,11
"5910","S1151","T","11","S","0","S","C",12.54,14.15,2.66,40.071,20,14
"5911","S1151","T","11","S","1","H","C",11.848,10.879,0.997,29.566,5,12
"5912","S1151","T","11","S","1","H","C",11.848,10.879,0.997,29.566,3,18
"5913","S1151","T","11","S","2","H","C",8.61,3.355,2.66,11.48,8,18
"5914","S1151","T","12","P","0","D","A",12.54,14.15,2.66,42.562,7,6
"5915","S1151","T","12","P","0","D","A",12.54,14.15,2.66,42.562,7,6
"5917","S1151","T","12","P","0","H","A",12.54,14.15,2.66,42.562,4,1
"5918","S1151","T","12","P","0","H","B",12.54,14.15,2.66,42.562,5,1
"5919","S1151","T","12","P","0","H","C",12.54,14.15,2.66,42.562,12,18
"5920","S1151","T","12","P","0","H","E",12.54,14.15,2.66,42.562,24,38
"5921","S1151","T","12","P","0","P","A",12.54,14.15,2.66,42.562,11,13
"5922","S1151","T","12","P","0","S","C",12.54,14.15,2.66,42.562,20,15
"5923","S1151","T","12","P","1","H","C",12.54,10.88,0.997,29.999,3,1
"5924","S1151","T","12","P","1","H","C",12.54,10.88,0.997,29.999,5,18
"5925","S1151","T","12","P","2","H","C",6.97,4.194,2.413,12.455,3,25
"5926","S1151","T","12","S","0","D","A",12.54,14.15,2.66,42.562,7,4
"5927","S1151","T","12","S","0","D","A",12.54,14.15,2.66,42.562,7,3
"5928","S1151","T","12","S","0","H","B",12.54,14.15,2.66,42.562,5,1
"5929","S1151","T","12","S","0","H","C",12.54,14.15,2.66,42.562,12,52
"5930","S1151","T","12","S","0","H","E",12.54,14.15,2.66,42.562,24,38
"5931","S1151","T","12","S","0","P","A",12.54,14.15,2.66,42.562,11,13
"5932","S1151","T","12","S","0","S","C",12.54,14.15,2.66,42.562,20,26
"5933","S1151","T","12","S","1","H","C",11.848,10.88,0.997,29.999,3,1
"5934","S1151","T","12","S","1","H","C",11.848,10.88,0.997,29.999,5,18
"5935","S1151","T","12","S","2","H","C",6.97,4.194,2.413,12.455,3,25
"5936","S1151","T","13","P","0","D","A",12.54,14.15,2.66,48.518,3,4
"5937","S1151","T","13","P","0","H","A",12.54,14.15,2.66,48.518,2,25
"5938","S1151","T","13","P","0","H","A",12.54,14.15,2.66,48.518,2,1
"5939","S1151","T","13","P","0","H","B",12.54,14.15,2.66,48.518,7,1
"5940","S1151","T","13","P","0","H","C",12.54,14.15,2.66,48.518,10,41
"5941","S1151","T","13","P","0","H","E",12.54,14.15,2.66,48.518,25,41
"5942","S1151","T","13","P","0","P","A",12.54,14.15,2.66,48.518,16,16
"5943","S1151","T","13","P","0","S","C",12.54,14.15,2.66,48.518,22,17
"5944","S1151","T","13","P","1","H","C",12.54,10.88,0.997,29.999,3,1
"5945","S1151","T","13","P","1","H","C",12.54,10.88,0.997,29.999,3,7
"5946","S1151","T","13","P","2","H","C",10.38,4.194,2.413,18.411,5,14
"5947","S1151","T","13","S","0","D","A",12.54,14.15,2.66,48.518,3,4
"5948","S1151","T","13","S","0","H","B",12.54,14.15,2.66,48.518,7,1
"5949","S1151","T","13","S","0","H","C",12.54,14.15,2.66,48.518,10,41
"5950","S1151","T","13","S","0","H","E",12.54,14.15,2.66,48.518,25,41
"5951","S1151","T","13","S","0","P","A",12.54,14.15,2.66,48.518,16,16
"5952","S1151","T","13","S","0","S","C",12.54,14.15,2.66,48.518,22,17
"5953","S1151","T","13","S","1","H","C",11.848,10.88,0.997,29.999,3,1
"5954","S1151","T","13","S","1","H","C",11.848,10.88,0.997,29.999,3,7
"5955","S1151","T","13","S","2","H","C",10.38,4.194,2.413,18.411,5,14
"5956","S1151","T","14","P","0","D","A",12.54,14.15,2.66,48.843,4,4
"5958","S1151","T","14","P","0","H","A",12.54,14.15,2.66,48.843,2,7
"5959","S1151","T","14","P","0","H","B",12.54,14.15,2.66,48.843,6,13
"5960","S1151","T","14","P","0","H","C",12.54,14.15,2.66,48.843,6,26
"5961","S1151","T","14","P","0","P","A",12.54,14.15,2.66,48.843,9,9
"5962","S1151","T","14","P","0","S","C",12.54,14.15,2.66,48.843,22,15
"5963","S1151","T","14","P","1","H","C",12.54,10.88,0.997,29.999,5,19
"5964","S1151","T","14","P","1","H","C",12.54,10.88,0.997,29.999,3,19
"5965","S1151","T","14","P","2","H","C",10.38,3.355,2.663,18.411,3,19
"5966","S1151","T","14","S","0","D","A",12.54,14.15,2.66,48.843,4,4
"5967","S1151","T","14","S","0","H","B",12.54,14.15,2.66,48.843,6,13
"5968","S1151","T","14","S","0","H","C",12.54,14.15,2.66,48.843,6,26
"5969","S1151","T","14","S","0","P","A",12.54,14.15,2.66,48.843,9,9
"5970","S1151","T","14","S","0","S","C",12.54,14.15,2.66,48.843,22,30
"5971","S1151","T","14","S","1","H","C",11.848,10.88,0.997,29.999,5,19
"5972","S1151","T","14","S","1","H","C",11.848,10.88,0.997,29.999,3,19
"5973","S1151","T","14","S","2","H","C",10.38,3.355,2.663,18.411,3,19
"5974","S1151","T","15","P","0","D","A",12.54,14.15,2.66,48.843,2,1
"5976","S1151","T","15","P","0","H","A",12.54,14.15,2.66,48.843,2,1
"5977","S1151","T","15","P","0","H","B",12.54,14.15,2.66,48.843,6,7
"5978","S1151","T","15","P","0","H","C",12.54,14.15,2.66,48.843,7,25
"5979","S1151","T","15","P","0","P","A",12.54,14.15,2.66,48.843,10,11
"5980","S1151","T","15","P","0","S","C",12.54,14.15,2.66,48.843,17,16
"5981","S1151","T","15","P","1","H","C",12.54,10.88,0.997,29.999,5,18
"5982","S1151","T","15","P","1","H","C",12.54,10.88,0.997,29.999,5,18
"5983","S1151","T","15","P","2","H","C",10.38,3.355,2.663,18.519,3,18
"5984","S1151","T","15","S","0","D","A",12.54,14.15,2.66,48.843,2,1
"5985","S1151","T","15","S","0","H","B",12.54,14.15,2.66,48.843,6,7
"5986","S1151","T","15","S","0","H","C",12.54,14.15,2.66,48.843,7,25
"5987","S1151","T","15","S","0","P","A",12.54,14.15,2.66,48.843,10,11
"5988","S1151","T","15","S","0","S","C",12.54,14.15,2.66,48.843,17,16
"5989","S1151","T","15","S","1","H","C",11.848,10.88,0.997,29.999,5,18
"5990","S1151","T","15","S","1","H","C",11.848,10.88,0.997,29.999,5,18
"5991","S1151","T","15","S","2","H","C",10.38,3.355,2.663,18.519,3,18
"5992","S1151","T","16","P","0","D","A",11.04,14.15,2.66,38.013,2,3
"5993","S1151","T","16","P","0","H","A",11.04,14.15,2.66,38.013,3,43
"5994","S1151","T","16","P","0","H","A",11.04,14.15,2.66,38.013,4,1
"5995","S1151","T","16","P","0","H","B",11.04,14.15,2.66,38.013,5,1
"5996","S1151","T","16","P","0","H","C",11.04,14.15,2.66,38.013,11,5
"5997","S1151","T","16","P","0","H","E",11.04,14.15,2.66,38.013,17,22
"5998","S1151","T","16","P","0","P","A",11.04,14.15,2.66,38.013,8,9
"5999","S1151","T","16","P","0","S","C",11.04,14.15,2.66,38.013,22,3
"6000","S1151","T","16","P","1","H","C",11.04,10.88,0.997,26.317,3,1
"6001","S1151","T","16","P","1","H","C",11.04,10.88,0.997,26.317,3,4
"6002","S1151","T","16","P","2","H","C",6.37,3.355,2.663,14.512,5,1
"6003","S1151","T","16","S","0","D","A",11.04,14.15,2.66,38.013,2,3
"6004","S1151","T","16","S","0","H","B",11.04,14.15,2.66,38.013,5,1
"6005","S1151","T","16","S","0","H","C",11.04,14.15,2.66,38.013,11,5
"6006","S1151","T","16","S","0","H","E",11.04,14.15,2.66,38.013,17,22
"6007","S1151","T","16","S","0","P","A",11.04,14.15,2.66,38.013,8,9
"6008","S1151","T","16","S","0","S","C",11.04,14.15,2.66,38.013,22,3
"6009","S1151","T","16","S","1","H","C",10.348,10.88,0.997,26.317,3,1
"6010","S1151","T","16","S","1","H","C",10.348,10.88,0.997,26.317,3,4
