"","Emergency","ApplyLeadTime","STG","Service","DIA","Length","Pass","Sch","Material","Weight","MemberCount","JointCount","Making_Co","MakingLT"
"1","1","정상","3B","FW",4,4006,"B","T-6.35","CN",3675,8,7,"부흥",18
"2","0","정상","3B","FW",4,597,"B","T-6.35","CN",11659,2,1,"부흥",30
"3","0","정상","50","FW",4,4735,"B","T-6.35","CN",6534,2,1,"부흥",26
"4","0","정상","3B","AU",2,1818,"B","S-80","CS",9833,5,4,"성일SIM함안공장",55
"5","0","정상","3B","AU",2,4638,"B","S-80","CS",18369,5,4,"성일SIM함안공장",30
"6","0","정상","50","AU",2,5266,"B","S-80","CS",1362,2,1,"성일SIM함안공장",37
"7","0","정상","50","AU",2,450,"B","S-80","CS",5243,4,2,"성일SIM함안공장",37
"8","1","정상","50","AU",1,5123,"A","S-80","CS",14316,4,3,"건일산업(주)",17
"9","1","정상","50","AU",1,3911,"A","S-80","CS",1118,1,0,"건일산업(주)",8
"10","1","정상","50","AU",2,4510,"A","S-80","CS",17146,4,3,"(주)성광테크",13
"11","0","정상","3B","WD",3,1710,"B","S-10S","SS",9557,5,4,"삼성중공업(주)거제",40
"12","0","정상","3B","WD",3,4638,"B","S-10S","SS",18447,8,7,"삼성중공업(주)거제",40
"13","0","정상","50","WD",3,5233,"B","S-10S","SS",2141,2,1,"삼성중공업(주)거제",67
"14","0","정상","50","WD",3,241,"B","S-10S","SS",19533,1,0,"삼성중공업(주)거제",40
"15","1","정상","50","WD",1,5123,"A","S-80S","SS",14338,4,3,"건일산업(주)",8
"16","1","정상","50","WD",1,3911,"A","S-80S","SS",1127,1,0,"건일산업(주)",8
"17","1","정상","50","WD",3,4638,"A","S-10S","SS",15774,4,3,"건일산업(주)",24
"18","1","준긴급","50","FW",4,886,"B","T-6.35","CN",11866,1,0,"부흥",16
"19","1","준긴급","50","FW",4,4464,"B","T-6.35","CN",2520,3,2,"부흥",22
"20","1","준긴급","50","FW",4,3393,"B","T-6.35","CN",21942,6,5,"부흥",22
"21","1","준긴급","50","FWH",6,885,"B","S-40","CS",17116,1,0,"건일산업(주)",9
"22","1","준긴급","50","CDW",2,886,"B","S-160","CS",7725,1,0,"건일산업(주)",9
"23","1","준긴급","50","AU",1,366,"B","S-80","CS",18099,3,1,"건일산업(주)",9
"24","1","준긴급","50","AI",2,679,"B","S-80","CS",13877,9,8,"건일산업(주)",11
"25","1","준긴급","50","AI",2,260,"B","S-80","CS",3989,3,1,"건일산업(주)",14
"26","1","정상","3B","AU",1,2756,"B","S-80","CS",7923,7,6,"건일산업(주)",12
"27","1","준긴급","50","N",2,260,"B","S-80","CS",3989,3,1,"건일산업(주)",9
"28","1","정상","3B","AU",1,1952,"B","S-80","CS",6424,8,7,"(주)성광테크",10
"29","1","준긴급","50","N",2,798,"B","S-80","CS",9475,6,5,"건일산업(주)",11
"30","1","준긴급","50","AI",2,1653,"B","S-80","CS",9427,9,8,"건일산업(주)",11
"31","1","준긴급","50","N",2,2984,"B","S-80","CS",14614,7,6,"건일산업(주)",11
"32","1","준긴급","3B","FWH",6,1880,"B","S-40","CS",21086,2,1,"건일산업(주)",22
"33","1","준긴급","3B","FWH",6,2881,"B","S-40","CS",1920,1,0,"건일산업(주)",18
"34","1","준긴급","3B","FWH",6,1036,"B","S-40","CS",12293,2,1,"건일산업(주)",21
"35","1","정상","3B","AU",2,3597,"B","S-80","CS",15664,6,5,"건일산업(주)",21
"36","1","정상","3B","AI",4,2086,"B","S-40","CS",18644,7,6,"건일산업(주)",25
"37","1","정상","3B","N",0.5,4950,"B","S-80","CS",182,2,1,"건일산업(주)",20
"38","1","정상","3B","AI",0.5,4917,"B","S-80","CS",179,2,1,"건일산업(주)",20
"39","1","정상","3B","N",2,2063,"B","S-80","CS",15940,10,9,"건일산업(주)",20
"40","1","정상","3B","N",2,4638,"B","S-80","CS",18331,6,5,"건일산업(주)",22
"41","1","정상","3B","AU",2,4638,"B","S-80","CS",18545,6,5,"건일산업(주)",20
"42","1","준긴급","3B","CDW",2,1516,"B","S-160","CS",15677,5,4,"건일산업(주)",23
"43","1","정상","3B","N",2,2782,"B","S-80","CS",12753,4,3,"건일산업(주)",27
"44","1","준긴급","3B","CDW",2,4638,"B","S-160","CS",19676,3,2,"건일산업(주)",21
"45","1","정상","3B","AU",2,2563,"B","S-80","CS",12260,4,3,"건일산업(주)",18
"46","1","정상","3B","AI",1,4917,"B","S-80","CS",1022,2,1,"건일산업(주)",20
"47","1","준긴급","3B","CDW",2,1409,"B","S-160","CS",9885,2,1,"건일산업(주)",18
"48","1","정상","3B","N",0.75,4961,"B","S-80","CS",958,2,1,"건일산업(주)",20
"49","1","정상","3B","AI",4,1042,"B","S-40","CS",7810,7,6,"건일산업(주)",28
"50","1","준긴급","3B","CDW",2,4095,"B","S-160","CS",17889,2,1,"건일산업(주)",23
"51","1","정상","3B","AU",0.75,1069,"B","S-80","CS",994,2,1,"건일산업(주)",20
"52","1","정상","50","AU",1,4280,"A","S-80","CS",9389,5,4,"(주)성광테크",17
"53","1","정상","50","AU",2,4638,"A","S-80","CS",16109,2,1,"건일산업(주)",27
"54","1","준긴급","50","MT",1.5,1274,"B","S-XXS","SS",16682,8,7,"건일산업(주)",15
"55","1","준긴급","50","CT",1.5,736,"B","S-XXS","SS",16162,8,7,"건일산업(주)",15
"56","1","정상","3B","CI",1.5,3539,"B","S-XXS","SS",18881,7,6,"건일산업(주)",32
"57","1","준긴급","50","WD",1,1952,"B","S-80S","SS",6585,10,9,"건일산업(주)",11
"58","1","정상","3B","CT",1.5,4638,"B","S-XXS","SS",19674,4,3,"건일산업(주)",25
"59","1","정상","3B","WD",1,2620,"B","S-80S","SS",7704,7,6,"건일산업(주)",11
"60","1","정상","3B","CI",1.5,1973,"B","S-XXS","SS",14746,4,3,"건일산업(주)",32
"61","1","정상","3B","MT",1.5,4638,"B","S-XXS","SS",19549,4,3,"건일산업(주)",25
"62","1","준긴급","50","CM",3,886,"B","S-XXS","SS",17091,1,0,"건일산업(주)",10
"63","1","정상","3B","CT",1.5,1973,"B","S-XXS","SS",14746,4,3,"건일산업(주)",32
"64","1","준긴급","50","CI",1.5,932,"B","S-XXS","SS",16833,8,7,"건일산업(주)",15
"65","1","정상","3B","CI",1.5,4638,"B","S-XXS","SS",19674,4,3,"건일산업(주)",25
"66","1","정상","3B","MT",1.5,1973,"B","S-XXS","SS",14450,4,3,"건일산업(주)",33
"67","1","정상","3B","CT",1.5,3539,"B","S-XXS","SS",19025,7,6,"건일산업(주)",32
"68","1","정상","3B","MT",1.5,3539,"B","S-XXS","SS",18538,7,6,"건일산업(주)",32
"69","1","준긴급","50","WD",1,366,"B","S-80S","SS",18054,3,1,"건일산업(주)",10
"70","1","준긴급","50","CM",3,1407,"B","S-XXS","SS",3613,6,5,"건일산업(주)",15
"71","1","준긴급","50","CM",3,1611,"B","S-XXS","SS",20250,3,2,"건일산업(주)",15
"72","1","준긴급","50","MT",1.5,886,"B","S-XXS","SS",5846,1,0,"건일산업(주)",10
"73","1","정상","3B","WD",2,2480,"B","S-10S","SS",5846,4,3,"건일산업(주)",25
"74","1","정상","3B","WD",2,4638,"B","S-10S","SS",14623,8,6,"건일산업(주)",25
"75","1","정상","3B","WD",0.75,4961,"B","S-80S","SS",959,2,1,"건일산업(주)",22
"76","1","준긴급","50","CI",1.5,886,"B","S-XXS","SS",5846,1,0,"건일산업(주)",10
"77","1","정상","3B","CM",3,4638,"B","S-XXS","SS",5664,3,2,"건일산업(주)",22
"78","1","정상","3B","CM",3,4274,"B","S-XXS","SS",4713,2,1,"건일산업(주)",22
"79","1","준긴급","50","CT",1.5,886,"B","S-XXS","SS",5846,1,0,"건일산업(주)",10
"80","1","정상","3B","WD",2,3961,"B","S-10S","SS",12333,8,7,"건일산업(주)",27
"81","1","정상","50","WD",1,1107,"A","S-80S","SS",1099,2,1,"건일산업(주)",17
"82","1","정상","50","WD",1,4280,"A","S-80S","SS",8779,4,2,"건일산업(주)",17
"83","1","정상","50","WD",3,4467,"A","S-10S","SS",15407,3,1,"건일산업(주)",24
"84","1","최소","70","WD",2,4717,"B","S-10S","SS",7194,1,0,"건일산업(주)",9
"85","1","정상","3B","FW",4,3262,"A","T-6.35","CN",19820,2,1,"부흥",22
"86","1","정상","3B","FW",4,1992,"A","T-6.35","CN",16980,2,1,"부흥",22
"87","1","정상","3B","FW",4,3445,"A","T-6.35","CN",19804,1,0,"부흥",11
"88","1","정상","3B","FW",4,4638,"A","T-6.35","CN",6671,2,1,"부흥",24
"89","1","정상","50","FW",4,214,"A","T-6.35","CN",10899,3,1,"부흥",16
"90","1","정상","50","FWH",1,2802,"A","S-160","CS",8883,6,5,"(주)성광테크",27
"91","1","정상","50","FWH",1,3008,"A","S-160","CS",9550,6,5,"(주)성광테크",27
"92","1","정상","50","FWH",1,3293,"A","S-160","CS",10180,6,5,"건일산업(주)",35
"93","1","정상","50","FWH",1,487,"A","S-160","CS",20418,3,1,"건일산업(주)",20
"94","1","정상","50","FWH",1,487,"A","S-160","CS",20418,3,1,"건일산업(주)",20
"95","1","정상","50","FWH",1,487,"A","S-160","CS",20418,3,1,"건일산업(주)",20
"96","1","정상","3B","CDW",2,3818,"A","S-160","CS",17305,1,0,"성일SIM함안공장",18
"97","1","정상","3B","CDW",2,2234,"A","S-160","CS",12901,2,1,"성일SIM함안공장",24
"98","1","정상","3B","CDW",2,4638,"A","S-160","CS",19024,2,1,"성일SIM함안공장",24
"99","1","정상","3B","CDW",2,3024,"A","S-160","CS",15216,1,0,"성일SIM함안공장",18
"100","1","정상","3B","CDW",2,4324,"A","S-160","CS",18513,1,0,"성일SIM함안공장",18
"101","1","정상","50","CDW",2,396,"A","S-160","CS",5003,2,1,"건일산업(주)",20
"102","1","정상","3B","FWH",6,4136,"A","S-40","CS",4708,2,1,"성일SIM함안공장",24
"103","1","정상","3B","FWH",6,1815,"A","S-40","CS",20983,2,1,"성일SIM함안공장",26
"104","1","정상","3B","FWH",6,1835,"A","S-40","CS",20146,4,3,"성일SIM함안공장",24
"105","1","정상","3B","FWH",6,4638,"A","S-40","CS",12815,5,4,"성일SIM함안공장",24
"106","1","정상","50","FWH",6,3861,"A","S-40","CS",7985,2,1,"건일산업(주)",14
"107","1","정상","3B","AI",2,4274,"A","S-80","CS",15952,3,2,"성일SIM함안공장",18
"108","1","정상","3B","AI",2,3305,"A","S-80","CS",14473,3,2,"성일SIM함안공장",18
"109","1","정상","3B","AI",2,4638,"A","S-80","CS",16640,3,2,"성일SIM함안공장",18
"110","1","정상","3B","AI",2,2234,"A","S-80","CS",10438,3,2,"성일SIM함안공장",18
"111","1","정상","50","AI",0.75,1023,"A","S-80","CS",977,2,1,"(주)성광테크",17
"112","1","정상","50","AI",2,329,"A","S-80","CS",4799,4,2,"건일산업(주)",17
"113","1","정상","3B","AU",2,4638,"A","S-80","CS",17285,4,3,"성일SIM함안공장",18
"114","1","정상","3B","AU",2,4638,"A","S-80","CS",16109,2,1,"성일SIM함안공장",18
"115","1","정상","3B","AU",2,1706,"A","S-80","CS",9218,3,2,"성일SIM함안공장",18
"116","1","정상","3B","AU",2,2194,"A","S-80","CS",10281,3,2,"성일SIM함안공장",18
"117","1","정상","3B","AU",2,4086,"A","S-80","CS",15590,3,2,"성일SIM함안공장",18
"118","1","정상","50","AU",2,396,"A","S-80","CS",3698,3,2,"건일산업(주)",17
"119","1","정상","3B","N",2,4638,"A","S-80","CS",17560,4,3,"성일SIM함안공장",18
"120","1","정상","3B","N",2,2895,"A","S-80","CS",12337,2,1,"성일SIM함안공장",18
"121","1","정상","3B","N",2,4638,"A","S-80","CS",16109,2,1,"성일SIM함안공장",18
"122","1","정상","3B","N",2,2234,"A","S-80","CS",10706,4,3,"성일SIM함안공장",19
"123","1","정상","3B","N",2,3456,"A","S-80","CS",14442,4,3,"성일SIM함안공장",18
"124","1","정상","50","N",0.75,1023,"A","S-80","CS",977,2,1,"(주)성광테크",17
"125","1","정상","50","N",2,396,"A","S-80","CS",3698,3,2,"건일산업(주)",17
"126","1","정상","3B","AI",2,3593,"A","S-80","CS",14742,4,3,"성일SIM함안공장",18
"127","1","정상","3B","WD",3,4638,"A","S-10S","SS",17247,6,5,"건일산업(주)",11
"128","1","정상","3B","WD",3,4638,"A","S-10S","SS",17085,5,4,"건일산업(주)",11
"129","1","정상","3B","WD",3,1834,"A","S-10S","SS",9635,4,3,"건일산업(주)",11
"130","1","정상","3B","WD",3,2026,"A","S-10S","SS",10141,4,3,"건일산업(주)",11
"131","1","정상","3B","WD",3,3984,"A","S-10S","SS",13925,3,2,"건일산업(주)",11
"132","1","정상","50","CI",0.5,439,"A","S-80S","SS",3827,4,2,"건일산업(주)",27
"133","1","정상","50","CT",0.5,5211,"A","S-80S","SS",3827,5,3,"건일산업(주)",21
"134","1","정상","50","CM",1,407,"A","S-160","SS",6551,4,2,"건일산업(주)",27
"135","1","정상","50","CM",1,407,"A","S-160","SS",6551,4,2,"건일산업(주)",27
"136","1","정상","50","CM",1,407,"A","S-160","SS",6551,4,2,"건일산업(주)",27
"137","1","정상","50","MT",1,407,"A","S-160","SS",8333,4,2,"건일산업(주)",27
"138","1","정상","3B","CI",1.5,4638,"A","S-XXS","SS",19799,7,6,"건일산업(주)",15
"139","1","최소","3B","CI",1.5,4342,"A","S-XXS","SS",18355,3,2,"건일산업(주)",9
"140","1","최소","3B","CI",1.5,4638,"A","S-XXS","SS",19040,3,2,"건일산업(주)",13
"141","1","정상","3B","CT",1.5,4638,"A","S-XXS","SS",19799,7,6,"건일산업(주)",19
"142","1","최소","3B","CT",1.5,4342,"A","S-XXS","SS",18355,3,2,"건일산업(주)",9
"143","1","최소","3B","CT",1.5,4638,"A","S-XXS","SS",19040,3,2,"건일산업(주)",13
"144","1","정상","3B","MT",1.5,4638,"A","S-XXS","SS",19982,7,6,"건일산업(주)",19
"145","1","최소","3B","MT",1.5,4336,"A","S-XXS","SS",18343,3,2,"건일산업(주)",9
"146","1","최소","3B","MT",1.5,4638,"A","S-XXS","SS",19040,3,2,"건일산업(주)",13
"147","1","정상","3B","CM",1,115,"A","S-160","SS",5336,7,6,"건일산업(주)",15
"148","1","정상","3B","CM",3,4195,"A","S-XXS","SS",6682,11,10,"건일산업(주)",19
"149","1","정상","3B","CM",1,4782,"A","S-160","SS",3148,7,6,"건일산업(주)",15
"150","1","정상","3B","CM",1,5185,"A","S-160","SS",4470,7,6,"건일산업(주)",15
"151","1","최소","3B","CM",3,4638,"A","S-XXS","SS",5664,3,2,"건일산업(주)",13
"152","1","최소","3B","CM",3,4274,"A","S-XXS","SS",5180,3,2,"건일산업(주)",9
"153","0","최소","40","AI",2,3844,"A","S-80","CS",15575,2,1,"(주)성광테크",28
"154","0","정상","3B","AI",2,4773,"A","S-80","CS",16543,2,1,"성일SIM함안공장",42
"155","0","최소","3B","AI",2,899,"A","S-80","CS",9019,4,3,"(주)성광테크",49
"156","0","최소","3B","AI",2,708,"A","S-80","CS",10474,5,4,"(주)성광테크",49
"157","1","정상","40","FGL",2,410,"A","S-160","CS",13432,6,3,"(주)성광테크",29
"158","0","정상","50","PL",2,1212,"A","S-160","CS",12363,4,2,"성일SIM함안공장",42
"159","0","정상","40","PL",2,196,"A","S-160","CS",7662,4,2,"성일SIM함안공장",42
"160","0","정상","40","WM",3,1661,"A","S-80","CS",15860,3,1,"성일SIM함안공장",30
"161","0","최소","40","WM",3,2086,"A","S-80","CS",17276,3,1,"(주)성광테크",75
"162","0","최소","40","AU",2,3952,"A","S-80","CS",15586,2,1,"해승케이피피",56
"163","0","최소","3B","AU",2,899,"A","S-80","CS",12371,6,5,"(주)성광테크",49
"164","0","최소","3B","AU",2,250,"A","S-80","CS",9277,5,4,"(주)성광테크",49
"165","0","정상","3B","CM",2,2533,"A","S-160","CS",17881,6,5,"성일SIM함안공장",42
"166","0","정상","40","CM",2,5062,"A","S-160","CS",9934,6,4,"성일SIM함안공장",30
"167","0","최소","40","HWR",2,2643,"A","S-80","CS",13099,3,1,"(주)성광테크",36
"168","0","최소","40","HWS",2,2643,"A","S-80","CS",13099,3,1,"(주)성광테크",36
"169","0","최소","40","N",2,3844,"A","S-80","CS",15575,2,1,"해승케이피피",56
"170","0","최소","3B","N",2,896,"A","S-80","CS",12733,8,7,"(주)성광테크",49
"171","0","최소","3B","N",2,250,"A","S-80","CS",9615,5,4,"(주)성광테크",49
"172","0","정상","40","PL",2,792,"A","S-160","CS",12766,4,3,"성일SIM함안공장",30
"173","0","최소","40","PL",2,3296,"A","S-160","CS",17428,2,1,"해승케이피피",56
"174","0","정상","3B","PL",2,5235,"A","S-160","CS",2370,2,1,"성일SIM함안공장",42
"175","0","최소","40","WM",2,201,"A","S-160","CS",7513,3,2,"(주)성광테크",48
"176","0","정상","50","WM",2,1212,"A","S-160","CS",15245,6,5,"성일SIM함안공장",45
"177","0","최소","40","CDM",3,4218,"A","S-80","CS",21607,3,1,"해승케이피피",66
"178","0","정상","40","CM",3,4929,"A","S-80","CS",12488,5,3,"성일SIM함안공장",38
"179","0","정상","40","CM",3,750,"A","S-80","CS",10799,2,1,"성일SIM함안공장",30
"180","0","최소","40","CM",3,3793,"A","S-80","CS",20897,2,1,"해승케이피피",56
"181","0","정상","40","WM",3,749,"A","S-80","CS",15411,4,3,"성일SIM함안공장",30
"182","0","최소","40","WM",3,3794,"A","S-80","CS",20898,2,1,"해승케이피피",56
"183","0","최소","40","CM",4,3777,"A","S-40","CS",21045,2,1,"해승케이피피",56
"184","0","정상","40","CM",4,700,"A","S-40","CS",15704,4,3,"성일SIM함안공장",42
"185","0","최소","40","CM",4,3777,"A","S-40","CS",21045,2,1,"해승케이피피",56
"186","0","정상","40","CM",4,700,"A","S-40","CS",11780,2,1,"성일SIM함안공장",42
"187","0","최소","40","CM",4,4818,"A","S-40","CS",13218,5,3,"해승케이피피",63
"188","0","정상","3B","CM",4,541,"A","S-40","CS",15967,5,4,"성일SIM함안공장",58
"189","0","정상","40","CM",4,1809,"A","S-40","CS",18707,5,4,"성일SIM함안공장",42
"190","0","정상","40","CM",4,4742,"A","S-40","CS",13425,6,4,"성일SIM함안공장",30
"191","0","최소","40","PA",6,4169,"A","S-40","CS",5165,3,2,"해승케이피피",66
"192","0","정상","40","PA",6,596,"A","S-40","CS",19990,4,3,"성일SIM함안공장",50
"193","1","정상","40","VA",4,1,"A","S-40","CS",16876,3,2,"(주)성광테크",24
"194","1","정상","40","VA",4,1,"A","S-40","CS",15509,6,5,"(주)성광테크",17
"195","1","최소","50","VA",6,1,"A","S-40","CS",19567,4,3,"건일산업(주)",13
"196","0","정상","40","VA",6,1,"A","S-40","CS",16839,7,6,"(주)성광테크",26
"197","1","정상","40","VA",6,1,"A","S-40","CS",20891,6,5,"(주)성광테크",27
"198","1","정상","40","VA",6,1,"A","S-40","CS",2467,4,2,"(주)성광테크",35
"199","1","정상","40","VA",4,1,"A","S-40","CS",18803,10,8,"(주)성광테크",35
"200","1","정상","40","WD",2,3844,"A","S-10S","SS",10669,3,2,"건일산업(주)",9
"201","0","정상","3B","WD",2,4773,"A","S-10S","SS",11169,2,1,"삼성중공업(주)거제",23
"202","0","최소","40","WD",3,4212,"A","S-10S","SS",15219,3,2,"삼성중공업(주)거제",72
"203","0","정상","40","WD",3,750,"A","S-10S","SS",2117,1,0,"삼성중공업(주)거제",24
"204","0","정상","40","WD",3,5034,"A","S-10S","SS",8833,7,5,"삼성중공업(주)거제",29
"205","0","최소","40","DM",2,1497,"A","S-10S","SS",2857,5,2,"성일",39
"206","0","정상","40","CM",3,739,"A","S-10S","SS",8401,5,3,"삼성중공업(주)거제",38
"207","0","최소","40","WD",3,4212,"A","S-10S","SS",15219,3,2,"삼성중공업(주)거제",72
"208","0","정상","40","WD",3,750,"A","S-10S","SS",2117,1,0,"삼성중공업(주)거제",24
"209","0","정상","40","WD",3,5034,"A","S-10S","SS",8833,7,5,"삼성중공업(주)거제",29
"210","0","최소","40","PL",4,2292,"A","S-10S","SS",18764,9,8,"삼성중공업(주)거제",51
"211","1","정상","40","PW",2,4537,"A","S-10S","SS",20538,5,4,"건일산업(주)",9
"212","0","최소","40","PL",4,652,"A","S-10S","SS",10451,4,3,"삼성중공업(주)거제",50
"213","0","정상","40","PL",4,2326,"A","S-10S","SS",15441,6,5,"건일산업(주)",18
"214","1","최소","30","CM",3,4890,"A","S-10S","SS",14300,1,0,"건일산업(주)",9
"215","1","정상","40","CM",3,1521,"A","S-10S","SS",8117,4,3,"삼성중공업(주)거제",27
"216","1","정상","40","CM",3,1093,"A","S-10S","SS",3494,5,4,"삼성중공업(주)거제",31
"217","1","정상","40","CM",3,3949,"A","S-10S","SS",8031,9,8,"삼성중공업(주)거제",37
"218","1","최소","40","CM",3,4890,"A","S-10S","SS",14300,1,0,"건일산업(주)",9
"219","0","정상","3B","AI",2,546,"A","S-80","CS",11668,7,6,"성일SIM함안공장",45
"220","0","정상","3B","AU",2,546,"A","S-80","CS",11668,7,6,"성일SIM함안공장",50
"221","0","정상","40","HWR",2,4638,"A","S-80","CS",16674,2,1,"(주)성광테크",36
"222","0","정상","40","HWS",2,4638,"A","S-80","CS",16674,2,1,"(주)성광테크",48
"223","0","정상","3B","N",2,546,"A","S-80","CS",11668,7,6,"성일SIM함안공장",30
"224","0","정상","3B","PL",2,1474,"A","S-160","CS",17586,8,5,"해승케이피피",63
"225","0","정상","3B","PL",2,2727,"A","S-160","CS",18660,5,4,"(주)성광테크",70
"226","0","정상","3B","PL",2,4638,"A","S-160","CS",19983,3,2,"성일SIM함안공장",30
"227","0","정상","3B","PL",2,4638,"A","S-160","CS",20169,3,2,"(주)성광테크",36
"228","0","정상","3B","WM",2,1850,"A","S-160","CS",17257,6,5,"성일SIM함안공장",58
"229","0","정상","3B","WM",2,4638,"A","S-160","CS",20637,4,3,"성일SIM함안공장",30
"230","0","정상","3B","WM",2,2357,"A","S-160","CS",17132,7,6,"성일SIM함안공장",42
"231","0","정상","40","WM",2,4176,"A","S-160","CS",17894,1,0,"성일SIM함안공장",23
"232","0","정상","3B","WM",2,1957,"A","S-160","CS",13701,4,3,"성일SIM함안공장",30
"233","0","정상","3B","WM",2,1564,"A","S-160","CS",10068,0,3,"성일SIM함안공장",36
"234","0","정상","3B","CDM",3,4475,"A","S-80","CS",21658,2,1,"성일SIM함안공장",48
"235","0","정상","3B","CDM",3,5035,"A","S-80","CS",9459,3,2,"성일SIM함안공장",48
"236","0","정상","3B","CDM",3,4638,"A","S-80","CS",21615,2,1,"성일SIM함안공장",48
"237","0","정상","3B","CDM",3,2882,"A","S-80","CS",18422,2,1,"성일SIM함안공장",48
"238","0","정상","3B","CDM",3,4638,"A","S-80","CS",21605,1,0,"성일SIM함안공장",23
"239","0","정상","3B","CDM",3,237,"A","S-80","CS",10185,4,3,"성일SIM함안공장",48
"240","0","정상","3B","CDW",3,2681,"A","S-80","CS",21644,3,2,"성일SIM함안공장",48
"241","0","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"성일SIM함안공장",23
"242","0","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"성일SIM함안공장",23
"243","0","정상","3B","CDW",3,2907,"A","S-80","CS",21034,5,4,"성일SIM함안공장",56
"244","0","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"성일SIM함안공장",23
"245","0","정상","3B","FGL",2,1227,"A","S-160","CS",16792,6,5,"성일SIM함안공장",42
"246","0","정상","40","PL",2,4181,"A","S-160","CS",18352,2,1,"성일SIM함안공장",48
"247","0","정상","3B","PL",2,390,"A","S-160","CS",10605,6,5,"성일SIM함안공장",63
"248","0","정상","3B","PL",2,1802,"A","S-160","CS",18970,8,7,"해승케이피피",64
"249","0","정상","3B","PL",2,4638,"A","S-160","CS",18923,1,0,"성일SIM함안공장",23
"250","0","정상","3B","CM",3,4638,"A","S-80","CS",21835,2,1,"성일SIM함안공장",36
"251","0","정상","3B","CM",3,4638,"A","S-80","CS",1794,3,2,"성일SIM함안공장",36
"252","0","정상","3B","PL",3,4638,"A","S-80","CS",1895,3,2,"(주)성광테크",48
"253","0","정상","3B","WM",3,1361,"A","S-80","CS",18554,5,4,"(주)성광테크",63
"254","0","정상","3B","WM",3,1552,"A","S-80","CS",21047,5,4,"(주)성광테크",36
"255","0","정상","3B","CM",4,4638,"A","S-40","CS",8137,5,4,"성일SIM함안공장",52
"256","0","정상","3B","DHW",4,1,"A","S-40","CS",3653,3,2,"(주)성광테크",38
"257","0","정상","3B","PL",4,3542,"A","S-40","CS",20975,3,2,"성일SIM함안공장",48
"258","0","정상","3B","CM",4,4638,"A","S-40","CS",8137,5,4,"해승케이피피",56
"259","0","정상","3B","WM",3,4638,"A","S-80","CS",21835,2,1,"성일SIM함안공장",36
"260","0","정상","3B","WM",3,4638,"A","S-80","CS",1895,3,2,"(주)성광테크",70
"261","0","정상","3B","PL",4,4638,"A","S-40","CS",7805,5,4,"성일SIM함안공장",48
"262","0","정상","3B","WM",4,3717,"A","S-40","CS",21652,5,4,"해승케이피피",62
"263","0","정상","3B","WM",4,4638,"A","S-40","CS",7819,5,4,"해승케이피피",65
"264","0","정상","3B","DF",6,4638,"A","S-40","CS",13323,5,4,"해승케이피피",65
"265","0","정상","40","PA",6,2583,"A","S-40","CS",3577,4,3,"성일SIM함안공장",58
"266","0","정상","3B","PL",4,4638,"A","S-40","CS",7820,5,4,"성일SIM함안공장",64
"267","0","정상","3B","PL",4,4196,"A","S-40","CS",21943,4,3,"성일SIM함안공장",48
"268","0","정상","40","VA",6,1,"A","S-40","CS",8984,6,5,"해승케이피피",66
"269","0","정상","50","VA",6,1,"A","S-40","CS",9362,6,5,"(주)성광테크",38
"270","0","정상","3B","CDW",3,4638,"A","S-80","CS",21605,1,0,"성일SIM함안공장",23
"271","0","정상","3B","PL",2,1775,"A","S-160","CS",15983,6,5,"해승케이피피",53
"272","1","정상","3B","WM",2,1564,"A","S-160","CS",15796,7,6,"성일SIM함안공장",18
"273","1","정상","3B","DHW",4,1,"A","S-40","CS",4655,11,9,"(주)성광테크",43
"274","1","정상","40","DM",2,356,"A","S-10S","SS",21467,7,6,"건일산업(주)",8
"275","0","정상","40","DM",2,4638,"A","S-10S","SS",8858,1,0,"삼성중공업(주)거제",21
"276","0","정상","40","FWL",2,2753,"A","S-10S","SS",9285,6,5,"삼성중공업(주)거제",37
"277","0","정상","40","PW",2,4143,"A","S-10S","SS",8827,2,1,"삼성중공업(주)거제",21
"278","0","정상","3B","WD",2,546,"A","S-10S","SS",8025,9,8,"삼성중공업(주)거제",63
"279","0","정상","3B","CM",3,2994,"A","S-XXS","SS",5102,6,2,"성일",44
"280","0","정상","3B","CM",3,3358,"A","S-XXS","SS",3049,2,1,"삼성중공업(주)거제",28
"281","0","정상","3B","CM",3,713,"A","S-XXS","SS",17075,3,2,"삼성중공업(주)거제",35
"282","0","정상","3B","CM",3,4638,"A","S-XXS","SS",5599,2,1,"삼성중공업(주)거제",28
"283","0","정상","3B","CM",3,4638,"A","S-XXS","SS",5620,2,1,"삼성중공업(주)거제",28
"284","0","정상","3B","CM",3,4638,"A","S-XXS","SS",5599,2,1,"삼성중공업(주)거제",28
"285","0","정상","3B","CM",3,4638,"A","S-XXS","SS",6173,3,2,"삼성중공업(주)거제",34
"286","0","정상","3B","CM",3,4638,"A","S-10S","SS",15267,3,2,"삼성중공업(주)거제",34
"287","0","정상","40","CM",3,3173,"A","S-10S","SS",9858,1,0,"삼성중공업(주)거제",21
"288","0","정상","3B","CM",3,4638,"A","S-10S","SS",17539,5,4,"삼성중공업(주)거제",76
"289","0","정상","40","WD",3,5034,"A","S-10S","SS",4010,5,4,"삼성중공업(주)거제",29
