"","block_group","block_location","ship_type","weight","business","workday_plan","workday_record"
"581","B","S","BC51",40,"2YARD",5,21
"582","B","P","BC51",180,"2YARD",5,20
"583","B","S","BC51",120,"2YARD",5,5
"584","B","P","BC51",78,"2YARD",5,24
"585","B","S","BC51",48,"2YARD",5,24
"586","B","P","BC51",200,"2YARD",5,12
"587","B","S","BC51",140,"2YARD",5,7
"588","B","P","BC51",66,"2YARD",5,9
"589","B","S","BC51",38,"2YARD",5,23
"590","B","P","BC51",200,"2YARD",5,23
"591","B","S","BC51",140,"2YARD",5,16
"592","B","P","BC51",64,"2YARD",5,20
"593","B","S","BC51",38,"2YARD",5,24
"594","B","P","BC51",200,"2YARD",5,24
"595","B","S","BC51",140,"2YARD",5,7
"596","B","P","BC51",57,"2YARD",5,19
"597","B","S","BC51",31,"2YARD",5,19
"598","B","P","BC51",205,"2YARD",5,15
"599","B","P","BC51",200,"2YARD",5,21
"600","B","S","BC51",58,"2YARD",5,24
"601","B","P","BC51",50,"2YARD",5,24
"602","B","S","BC51",112,"2YARD",5,8
"603","B","P","BC51",64,"2YARD",5,20
"604","B","S","BC51",32,"2YARD",5,20
"605","B","P","BC51",170,"2YARD",5,17
"606","B","S","BC51",120,"2YARD",5,5
"607","B","P","BC51",56,"2YARD",5,14
"608","B","S","BC51",32,"2YARD",5,14
"609","B","P","BC51",110,"2YARD",5,5
"610","B","S","BC51",60,"2YARD",5,8
"611","C","P","BC51",5,"CorpSDmasan",4,8
"612","C","S","BC51",5,"CorpSDmasan",4,8
"613","C","P","BC51",6,"CorpSDmasan",4,10
"614","C","S","BC51",6,"CorpSDmasan",4,10
"615","C","P","BC51",6,"CorpSDmasan",4,11
"616","C","S","BC51",6,"CorpSDmasan",4,11
"617","C","P","BC51",6,"CorpSDmasan",4,11
"618","C","S","BC51",6,"CorpSDmasan",4,11
"619","C","P","BC51",6,"CorpSDmasan",4,12
"620","C","S","BC51",6,"CorpSDmasan",4,12
"621","C","P","BC51",6,"CorpSDmasan",4,12
"622","C","S","BC51",6,"CorpSDmasan",4,12
"623","C","P","BC51",6,"CorpSDmasan",4,14
"624","C","S","BC51",6,"CorpSDmasan",4,14
"625","C","P","BC51",6,"CorpSDmasan",4,12
"626","C","S","BC51",6,"CorpSDmasan",4,12
"627","C","P","BC51",5,"CorpSDmasan",4,16
"628","C","S","BC51",5,"CorpSDmasan",4,16
"629","C","C","BC51",6,"CorpSDmasan",4,8
"630","C","C","BC51",6,"CorpSDmasan",4,8
"631","C","C","BC51",6,"CorpSDmasan",4,10
"632","C","C","BC51",6,"CorpSDmasan",4,10
"633","C","C","BC51",6,"CorpSDmasan",4,11
"634","C","C","BC51",6,"CorpSDmasan",4,11
"635","C","C","BC51",6,"CorpSDmasan",4,11
"636","C","C","BC51",6,"CorpSDmasan",4,11
"637","C","C","BC51",6,"CorpSDmasan",4,12
"638","C","C","BC51",6,"CorpSDmasan",4,12
"639","C","C","BC51",6,"CorpSDmasan",4,12
"640","C","C","BC51",6,"CorpSDmasan",4,12
"641","C","C","BC51",6,"CorpSDmasan",4,14
"642","C","C","BC51",6,"CorpSDmasan",4,14
"643","C","C","BC51",6,"CorpSDmasan",4,12
"644","C","C","BC51",6,"CorpSDmasan",4,12
"645","C","C","BC51",6,"CorpSDmasan",4,16
"646","C","C","BC51",6,"CorpSDmasan",4,16
"647","D","C","BC51",70,"CorpHYIndustry",5,37
"648","D","C","BC51",74,"CorpHYIndustry",6,33
"649","D","C","BC51",82,"CorpHYIndustry",5,27
"651","D","C","BC51",77,"CorpHYIndustry",5,22
"652","D","C","BC51",77,"CorpHYIndustry",5,18
"654","D","C","BC51",62,"CorpSDsacheon",5,3
"655","D","P","BC51",33,"2YARD",5,2
"656","D","S","BC51",33,"2YARD",5,2
"657","D","P","BC51",56,"2YARD",5,16
"658","D","S","BC51",56,"2YARD",5,3
"659","D","P","BC51",102,"2YARD",5,12
"660","D","S","BC51",102,"2YARD",5,8
"661","D","P","BC51",8,"2YARD",5,23
"662","D","S","BC51",8,"2YARD",5,23
"663","D","P","BC51",69,"2YARD",5,11
"664","D","S","BC51",72,"2YARD",5,11
"665","D","P","BC51",46,"2YARD",5,9
"666","D","S","BC51",46,"2YARD",5,9
"667","D","P","BC51",102,"2YARD",5,10
"668","D","S","BC51",102,"2YARD",5,10
"669","D","P","BC51",40,"2YARD",5,10
"670","D","S","BC51",40,"2YARD",5,10
"671","D","P","BC51",8,"2YARD",5,11
"672","D","S","BC51",8,"2YARD",5,9
"673","D","P","BC51",43,"CorpSDmasan",5,18
"674","D","S","BC51",43,"CorpSDmasan",5,18
"675","D","P","BC51",40,"CorpSDmasan",5,18
"676","D","S","BC51",40,"CorpSDmasan",5,18
"677","D","P","BC51",100,"CorpSDmasan",5,18
"678","D","S","BC51",100,"CorpSDmasan",5,18
"679","D","P","BC51",54,"CorpSDmasan",5,22
"680","D","S","BC51",54,"CorpSDmasan",5,22
"681","D","P","BC51",40,"CorpSDmasan",5,22
"682","D","S","BC51",40,"CorpSDmasan",5,22
"683","D","P","BC51",100,"CorpSDmasan",5,22
"684","D","S","BC51",100,"CorpSDmasan",5,22
"685","D","P","BC51",47,"1YARD",5,6
"686","D","S","BC51",47,"1YARD",5,6
"687","D","P","BC51",60,"1YARD",5,6
"688","D","S","BC51",60,"1YARD",5,6
"689","D","P","BC51",120,"1YARD",5,14
"690","D","S","BC51",120,"1YARD",5,14
"691","D","P","BC51",45,"1YARD",5,9
"692","D","S","BC51",45,"1YARD",5,9
"693","D","P","BC51",40,"1YARD",5,9
"694","D","S","BC51",40,"1YARD",5,9
"695","D","P","BC51",110,"1YARD",5,19
"696","D","S","BC51",110,"1YARD",5,19
"697","D","P","BC51",48,"2YARD",5,10
"698","D","S","BC51",48,"2YARD",5,13
"699","D","P","BC51",60,"2YARD",5,22
"700","D","S","BC51",60,"2YARD",5,27
"701","D","P","BC51",120,"2YARD",5,26
"702","D","S","BC51",120,"2YARD",5,7
"703","D","P","BC51",49,"2YARD",5,13
"704","D","S","BC51",49,"2YARD",5,13
"705","D","P","BC51",60,"2YARD",5,3
"706","D","S","BC51",60,"2YARD",5,17
"707","D","P","BC51",120,"2YARD",5,17
"708","D","S","BC51",120,"2YARD",5,2
"709","D","P","BC51",128,"CorpSDmasan",5,21
"710","D","S","BC51",41,"CorpSDmasan",6,21
"711","D","P","BC51",41,"CorpSDmasan",4,21
"712","D","S","BC51",58,"CorpSDmasan",6,21
"713","D","P","BC51",60,"CorpSDmasan",5,21
"714","D","S","BC51",130,"CorpSDmasan",5,21
"715","D","P","BC51",33,"CorpSDmasan",5,21
"716","D","S","BC51",33,"CorpSDmasan",5,21
"717","D","P","BC51",60,"CorpSDmasan",4,21
"718","D","S","BC51",60,"CorpSDmasan",5,21
"719","D","P","BC51",110,"CorpSDmasan",5,21
"720","D","S","BC51",110,"CorpSDmasan",5,21
"721","D","P","BC51",37,"CorpSDsacheon",5,11
"722","D","S","BC51",37,"CorpSDsacheon",5,11
"723","D","P","BC51",50,"CorpSDsacheon",5,11
"724","D","S","BC51",50,"CorpSDsacheon",5,11
"725","D","P","BC51",100,"CorpSDsacheon",5,11
"726","D","S","BC51",100,"CorpSDsacheon",5,11
"727","D","P","BC51",39,"CorpSDsacheon",5,31
"728","D","S","BC51",39,"CorpSDsacheon",5,31
"729","D","P","BC51",50,"CorpSDsacheon",5,31
"730","D","S","BC51",50,"CorpSDsacheon",6,31
"731","D","P","BC51",110,"CorpSDsacheon",6,31
"732","D","S","BC51",110,"CorpSDsacheon",6,31
"733","D","P","BC51",45,"CorpSDsacheon",5,31
"734","D","S","BC51",45,"CorpSDsacheon",6,31
"735","D","P","BC51",14,"CorpSDmasan",5,17
"736","D","S","BC51",14,"CorpSDmasan",5,17
"737","D","P","BC51",40,"CorpSDmasan",5,17
"738","D","S","BC51",40,"CorpSDmasan",5,17
"739","D","P","BC51",100,"CorpSDmasan",5,17
"740","D","S","BC51",100,"CorpSDmasan",5,17
"741","E","C","BC51",29,"2YARD",7,6
"742","E","C","BC51",168,"2YARD",7,3
"743","E","C","BC51",32,"2YARD",7,5
"744","E","C","BC51",90,"2YARD",7,5
"745","E","P","BC51",36,"2YARD",7,11
"746","E","S","BC51",33,"2YARD",7,11
"747","E","P","BC51",20,"2YARD",7,3
"748","E","S","BC51",20,"2YARD",7,3
"749","E","P","BC51",43,"2YARD",7,4
"750","E","S","BC51",39,"2YARD",7,5
"751","E","P","BC51",20,"2YARD",7,11
"752","E","S","BC51",29,"2YARD",7,5
"753","E","P","BC51",15,"2YARD",7,4
"754","E","S","BC51",10,"2YARD",7,5
"755","E","P","BC51",24,"2YARD",7,5
"756","E","S","BC51",30,"2YARD",7,5
"757","E","P","BC51",16,"2YARD",7,8
"758","E","S","BC51",20,"2YARD",7,11
"759","E","P","BC51",75,"2YARD",7,4
"760","E","S","BC51",94,"2YARD",7,4
"761","E","P","BC51",35,"2YARD",7,4
"762","E","S","BC51",30,"2YARD",7,4
"763","E","P","BC51",20,"2YARD",7,5
"764","E","S","BC51",15,"2YARD",7,5
"765","E","P","BC51",15,"2YARD",7,8
"766","E","P","BC51",15,"2YARD",7,5
"767","E","S","BC51",5,"2YARD",7,5
"768","E","P","BC51",10,"2YARD",7,8
"769","E","P","BC51",10,"2YARD",7,4
"770","E","S","BC51",5,"2YARD",7,9
"771","E","P","BC51",80,"2YARD",7,3
"772","E","S","BC51",77,"2YARD",7,3
"773","E","P","BC51",30,"2YARD",7,9
"774","E","S","BC51",30,"2YARD",7,9
"775","E","P","BC51",97,"2YARD",7,7
"776","E","S","BC51",94,"2YARD",7,7
"777","E","P","BC51",40,"2YARD",7,7
"778","E","S","BC51",40,"2YARD",7,7
"779","E","P","BC51",20,"2YARD",7,13
"780","E","S","BC51",15,"2YARD",7,19
"781","E","P","BC51",20,"2YARD",7,16
"782","E","S","BC51",10,"2YARD",7,19
"783","E","P","BC51",10,"2YARD",7,7
"784","E","P","BC51",56,"2YARD",7,4
"785","E","S","BC51",57,"2YARD",7,4
"786","E","P","BC51",20,"2YARD",7,4
"787","E","S","BC51",20,"2YARD",7,14
"788","E","P","BC51",15,"2YARD",7,14
"789","E","S","BC51",15,"2YARD",7,14
"790","E","P","BC51",10,"2YARD",7,14
"791","E","C","BC51",31,"2YARD",3,3
"792","F","C","BC51",73,"CorpSDsacheon",7,14
"793","F","C","BC51",100,"CorpSDsacheon",7,14
"794","F","P","BC51",35,"CorpSDsacheon",7,29
"795","F","S","BC51",36,"CorpSDsacheon",7,29
"796","F","P","BC51",20,"CorpSDsacheon",7,29
"797","F","S","BC51",15,"CorpSDsacheon",7,29
"798","F","P","BC51",33,"CorpSDsacheon",6,27
"799","F","S","BC51",34,"CorpSDsacheon",7,27
"800","F","P","BC51",20,"CorpSDsacheon",7,27
"801","F","S","BC51",15,"CorpSDsacheon",7,27
"802","F","C","BC51",61,"CorpSDsacheon",7,36
"803","F","C","BC51",30,"CorpSDsacheon",7,36
"804","F","C","BC51",30,"CorpSDsacheon",7,36
"805","F","P","BC51",40,"CorpSDsacheon",7,36
"806","F","S","BC51",40,"CorpSDsacheon",7,36
"807","F","P","BC51",45,"CorpSDsacheon",8,30
"808","F","S","BC51",37,"CorpSDsacheon",7,30
"809","F","P","BC51",15,"CorpSDsacheon",8,30
"810","F","S","BC51",15,"CorpSDsacheon",7,30
"811","F","P","BC51",5,"CorpSDsacheon",7,30
"812","F","S","BC51",5,"CorpSDsacheon",7,30
"813","F","P","BC51",42,"CorpWDHI",7,15
"814","F","S","BC51",37,"CorpWDHI",7,15
"815","F","P","BC51",15,"CorpWDHI",7,15
"816","F","S","BC51",10,"CorpWDHI",7,15
"817","F","P","BC51",5,"CorpWDHI",7,15
"818","F","S","BC51",10,"CorpWDHI",7,15
"819","F","P","BC51",16,"CorpSDmasan",7,18
"820","F","S","BC51",9,"CorpSDmasan",7,18
"821","F","P","BC51",35,"CorpSDmasan",7,18
"822","F","S","BC51",33,"CorpSDmasan",7,18
"823","F","P","BC51",10,"CorpSDmasan",7,18
"824","F","S","BC51",10,"CorpSDmasan",7,18
"825","F","P","BC51",50,"CorpSDmasan",7,18
"826","F","S","BC51",45,"CorpSDmasan",7,18
"827","F","P","BC51",27,"CorpSDmasan",7,19
"828","F","S","BC51",76,"CorpSDmasan",7,19
"829","F","P","BC51",33,"CorpSDmasan",7,19
"830","F","S","BC51",25,"CorpSDmasan",7,19
"831","F","P","BC51",10,"CorpSDmasan",7,19
"832","F","S","BC51",10,"CorpSDmasan",7,19
"833","F","P","BC51",5,"CorpSDmasan",7,19
"834","F","S","BC51",5,"CorpSDmasan",7,19
"835","F","P","BC51",45,"CorpSDmasan",7,19
"836","F","S","BC51",50,"CorpSDmasan",7,19
"837","F","C","BC51",57,"CorpKY",3,7
"838","F","C","BC51",3,"CorpSDmasan",3,8
"839","F","P","BC51",3,"CorpSDmasan",3,8
"840","F","S","BC51",3,"CorpSDmasan",3,8
"841","F","P","BC51",2,"CorpSDmasan",3,8
"842","F","S","BC51",2,"CorpSDmasan",3,8
"843","H","P","BC51",41,"CorpSDmasan",7,24
"844","H","S","BC51",41,"CorpSDmasan",7,24
"845","H","P","BC51",80,"CorpSDmasan",7,24
"846","H","S","BC51",80,"CorpSDmasan",7,24
"847","H","P","BC51",30,"CorpSDmasan",7,24
"848","H","S","BC51",30,"CorpSDmasan",7,24
"849","H","P","BC51",54,"CorpSDsacheon",7,23
"850","H","S","BC51",54,"CorpSDsacheon",7,23
"851","H","P","BC51",80,"CorpSDsacheon",6,23
"852","H","S","BC51",80,"CorpSDsacheon",6,23
"853","H","P","BC51",20,"CorpSDsacheon",6,23
"854","H","S","BC51",20,"CorpSDsacheon",6,23
"855","H","P","BC51",51,"1YARD",7,11
"856","H","S","BC51",51,"1YARD",7,11
"857","H","P","BC51",40,"1YARD",7,11
"858","H","S","BC51",40,"1YARD",7,11
"859","H","P","BC51",40,"1YARD",7,18
"860","H","S","BC51",40,"1YARD",7,18
"861","H","P","BC51",33,"1YARD",7,18
"862","H","S","BC51",33,"1YARD",7,18
"863","H","P","BC51",17,"CorpWDHI",7,34
"864","H","S","BC51",17,"CorpWDHI",8,34
"865","H","P","BC51",40,"CorpWDHI",7,34
"866","H","S","BC51",40,"CorpWDHI",7,34
"867","H","P","BC51",40,"CorpWDHI",7,34
"868","H","S","BC51",40,"CorpWDHI",7,34
"869","H","P","BC51",36,"CorpWDHI",7,34
"870","H","S","BC51",36,"CorpWDHI",7,34
"871","M","C","BC51",100,"CorpSK1",7,1
"872","M","P","BC51",10,"CorpSK1",7,3
"873","M","S","BC51",10,"CorpSK1",7,3
"874","M","C","BC51",36,"CorpSK1",7,6
"875","M","P","BC51",23,"CorpSK1",7,3
"876","M","C","BC51",77,"CorpSK1",7,8
"877","M","C","BC51",27,"CorpSK1",7,6
"878","M","C","BC51",63,"CorpSK1",7,7
"879","M","C","BC51",33,"CorpSK1",7,6
"880","M","C","BC51",52,"CorpSK1",7,7
"881","M","C","BC51",48,"CorpSK1",7,7
"882","M","C","BC51",48,"CorpSK1",7,7
"883","M","P","BC51",10,"CorpSK1",7,5
"884","M","S","BC51",10,"CorpSK1",7,5
"885","M","C","BC51",28,"CorpSK1",7,6
"886","R","P","BC51",36,"MACGREGORKAYABA",5,4
"887","R","S","BC51",36,"MACGREGORKAYABA",5,4
"888","R","P","BC51",41,"MACGREGORKAYABA",5,4
"889","R","S","BC51",41,"MACGREGORKAYABA",5,4
"890","R","P","BC51",33,"MACGREGORKAYABA",5,4
"891","R","S","BC51",33,"MACGREGORKAYABA",5,4
"892","R","P","BC51",33,"MACGREGORKAYABA",5,4
"893","R","S","BC51",33,"MACGREGORKAYABA",5,4
"894","R","P","BC51",33,"MACGREGORKAYABA",5,4
"895","R","S","BC51",33,"MACGREGORKAYABA",5,4
"896","R","P","BC51",41,"MACGREGORKAYABA",5,4
"897","R","S","BC51",41,"MACGREGORKAYABA",5,4
"898","R","P","BC51",33,"MACGREGORKAYABA",5,4
"899","R","S","BC51",33,"MACGREGORKAYABA",5,4
"900","R","P","BC51",33,"MACGREGORKAYABA",5,4
"901","R","S","BC51",33,"MACGREGORKAYABA",5,4
"902","R","P","BC51",28,"MACGREGORKAYABA",5,4
"903","R","S","BC51",28,"MACGREGORKAYABA",5,4
"904","S","P","BC51",70,"CorpSDmasan",5,29
"905","S","S","BC51",70,"CorpSDmasan",5,29
"906","S","P","BC51",110,"CorpSDmasan",5,29
"907","S","S","BC51",110,"CorpSDmasan",5,29
"908","S","P","BC51",89,"CorpSDmasan",5,22
"909","S","S","BC51",89,"CorpSDmasan",5,22
"910","S","P","BC51",100,"CorpSDmasan",5,22
"911","S","S","BC51",100,"CorpSDmasan",5,22
"912","S","P","BC51",33,"CorpSDmasan",5,22
"913","S","S","BC51",33,"CorpSDmasan",5,22
"914","S","P","BC51",90,"2YARD",5,5
"915","S","S","BC51",90,"2YARD",5,14
"916","S","P","BC51",120,"2YARD",5,5
"917","S","S","BC51",120,"2YARD",5,3
"918","S","P","BC51",57,"2YARD",5,21
"919","S","S","BC51",57,"2YARD",5,3
"920","S","P","BC51",81,"2YARD",5,21
"921","S","S","BC51",82,"2YARD",5,1
"922","S","P","BC51",120,"2YARD",5,21
"923","S","S","BC51",120,"2YARD",5,19
"924","S","P","BC51",93,"2YARD",5,3
"925","S","S","BC51",93,"2YARD",5,11
"926","S","P","BC51",130,"2YARD",5,11
"927","S","S","BC51",130,"2YARD",5,2
"928","S","P","BC51",42,"2YARD",5,15
"929","S","S","BC51",42,"2YARD",5,15
"930","S","P","BC51",79,"2YARD",5,5
"931","S","S","BC51",79,"2YARD",5,18
"932","S","P","BC51",130,"2YARD",5,5
"933","S","S","BC51",130,"2YARD",5,10
"934","S","P","BC51",46,"2YARD",5,24
"935","S","S","BC51",46,"2YARD",5,17
"936","S","P","BC51",88,"CorpSDsacheon",5,33
"937","S","S","BC51",88,"CorpSDsacheon",5,33
"938","S","P","BC51",130,"CorpSDsacheon",5,33
"939","S","S","BC51",130,"CorpSDsacheon",5,33
"940","S","P","BC51",48,"CorpSDsacheon",5,33
"941","S","S","BC51",48,"CorpSDsacheon",5,33
"942","S","P","BC51",70,"CorpSDsacheon",4,26
"943","S","S","BC51",70,"CorpSDsacheon",4,26
"944","S","P","BC51",140,"CorpSDsacheon",5,26
"945","S","S","BC51",140,"CorpSDsacheon",5,26
"946","T","P","BC51",20,"DHMC",5,8
"947","T","S","BC51",19,"DHMC",5,8
"948","T","P","BC51",56,"DHMC",5,8
"949","T","S","BC51",58,"DHMC",5,8
"950","T","P","BC51",57,"CorpCWHI",5,11
"951","T","S","BC51",34,"CorpCWHI",5,11
"952","T","P","BC51",36,"CorpCWHI",5,11
"953","T","S","BC51",60,"CorpCWHI",5,11
"954","T","P","BC51",68,"CorpCWHI",5,17
"955","T","S","BC51",69,"CorpCWHI",5,17
"956","T","P","BC51",36,"CorpCWHI",5,17
"957","T","S","BC51",38,"CorpCWHI",5,17
"958","T","P","BC51",50,"CorpCWHI",5,20
"959","T","S","BC51",63,"CorpCWHI",5,20
"960","T","P","BC51",46,"CorpCWHI",5,20
"961","T","S","BC51",48,"CorpCWHI",5,20
"962","T","P","BC51",48,"CorpCWHI",5,16
"963","T","S","BC51",49,"CorpCWHI",5,16
"964","T","P","BC51",46,"CorpCWHI",5,16
"965","T","S","BC51",48,"CorpCWHI",5,16
"966","T","P","BC51",48,"DHMC",6,16
"967","T","S","BC51",48,"DHMC",6,16
"968","T","P","BC51",46,"DHMC",6,16
"969","T","S","BC51",48,"DHMC",6,16
"970","T","P","BC51",48,"DHMC",6,15
"971","T","S","BC51",48,"DHMC",6,15
"972","T","P","BC51",46,"DHMC",6,15
"973","T","S","BC51",48,"DHMC",6,15
"974","T","P","BC51",51,"CorpSDsacheon",5,5
"975","T","S","BC51",55,"CorpSDsacheon",5,5
"976","T","P","BC51",46,"CorpSDsacheon",5,5
"977","T","S","BC51",48,"CorpSDsacheon",5,5
"978","W","P","BC51",1,"CorpSDmasan",3,10
"979","W","S","BC51",1,"CorpSDmasan",3,10
"980","W","P","BC51",1,"CorpSDmasan",3,10
"981","W","S","BC51",1,"CorpSDmasan",3,10
"982","W","P","BC51",1,"CorpSDmasan",3,10
"983","W","S","BC51",1,"CorpSDmasan",3,10
"984","W","P","BC51",1,"CorpSDmasan",3,10
"985","W","S","BC51",1,"CorpSDmasan",3,10
"986","W","P","BC51",1,"CorpSDmasan",3,1
"987","W","S","BC51",1,"CorpSDmasan",3,1
"988","W","P","BC51",1,"CorpSDmasan",3,1
"989","W","S","BC51",1,"CorpSDmasan",3,1
"990","W","P","BC51",1,"CorpSDmasan",3,4
"991","W","S","BC51",1,"CorpSDmasan",3,4
"992","W","P","BC51",1,"CorpSDmasan",3,4
"993","W","S","BC51",1,"CorpSDmasan",3,4
"994","W","P","BC51",1,"CorpSDmasan",3,4
"995","W","S","BC51",1,"CorpSDmasan",3,4
"996","W","P","BC51",1,"CorpSDmasan",3,4
"997","W","S","BC51",1,"CorpSDmasan",3,4
"998","W","P","BC51",1,"CorpSDmasan",3,3
"999","W","S","BC51",1,"CorpSDmasan",3,3
"1000","W","P","BC51",1,"CorpSDmasan",3,3
"1001","W","S","BC51",1,"CorpSDmasan",3,3
"1002","W","P","BC51",1,"CorpSDmasan",3,3
"1003","W","S","BC51",1,"CorpSDmasan",3,3
"1004","W","P","BC51",1,"CorpSDmasan",3,3
"1005","W","S","BC51",1,"CorpSDmasan",3,3
"1006","W","P","BC51",1,"CorpSDmasan",3,2
"1007","W","S","BC51",1,"CorpSDmasan",3,2
"1008","W","P","BC51",1,"CorpSDmasan",3,2
"1009","W","S","BC51",1,"CorpSDmasan",3,2
"1010","W","P","BC51",1,"CorpSDmasan",3,2
"1011","W","S","BC51",1,"CorpSDmasan",3,2
"1012","W","P","BC51",1,"CorpSDmasan",3,2
"1013","W","S","BC51",1,"CorpSDmasan",3,2
"1014","A","C","BC51",20,"CorpSDsacheon",7,19
"1015","A","C","BC51",30,"CorpSDsacheon",7,19
"1016","A","C","BC51",14,"CorpSDsacheon",7,19
"1017","A","P","BC51",88,"CorpSDsacheon",7,36
"1018","A","S","BC51",89,"CorpSDsacheon",7,36
"1019","A","C","BC51",67,"CorpSDsacheon",7,36
"1020","A","C","BC51",67,"CorpSDsacheon",7,36
"1021","A","P","BC51",28,"CorpSDmasan",7,20
"1022","A","S","BC51",51,"CorpSDmasan",7,20
"1023","A","P","BC51",23,"CorpSDmasan",7,20
"1024","A","S","BC51",45,"CorpSDmasan",7,20
"1025","A","P","BC51",21,"CorpSDmasan",7,20
"1026","A","S","BC51",41,"CorpSDmasan",7,20
"1027","A","P","BC51",73,"CorpSDmasan",7,25
"1028","A","S","BC51",61,"CorpSDmasan",7,25
"1029","A","P","BC51",25,"CorpSDmasan",7,25
"1030","A","S","BC51",30,"CorpSDmasan",7,25
"1031","A","P","BC51",15,"CorpSDmasan",7,25
"1032","A","S","BC51",15,"CorpSDmasan",7,25
"1033","A","C","BC51",91,"DHMC",7,10
"1034","B","P","BC51",42,"2YARD",5,15
"1035","B","S","BC51",14,"2YARD",5,15
"1036","B","P","BC51",80,"2YARD",5,5
"1037","B","S","BC51",40,"2YARD",5,5
"1038","B","P","BC51",62,"2YARD",5,8
"1039","B","S","BC51",32,"2YARD",5,6
"1040","B","P","BC51",110,"2YARD",5,12
"1041","B","S","BC51",70,"2YARD",5,17
"1042","B","P","BC51",54,"2YARD",5,6
"1043","B","S","BC51",35,"2YARD",5,6
"1044","B","P","BC51",150,"2YARD",5,6
"1045","B","S","BC51",100,"2YARD",5,13
"1046","B","P","BC51",66,"2YARD",5,5
"1047","B","S","BC51",45,"2YARD",5,5
"1048","B","P","BC51",157,"2YARD",5,13
"1049","B","S","BC51",105,"2YARD",5,10
"1050","B","P","BC51",80,"2YARD",5,2
"1051","B","S","BC51",43,"2YARD",5,5
"1052","B","P","BC51",190,"2YARD",5,16
"1053","B","S","BC51",140,"2YARD",5,2
"1054","B","P","BC51",57,"2YARD",5,15
"1055","B","S","BC51",40,"2YARD",5,4
"1056","B","P","BC51",180,"2YARD",5,4
"1057","B","S","BC51",120,"2YARD",5,15
"1058","B","P","BC51",78,"2YARD",5,12
"1059","B","S","BC51",48,"2YARD",5,13
"1060","B","P","BC51",200,"2YARD",5,5
"1061","B","S","BC51",140,"2YARD",5,20
"1062","B","P","BC51",66,"2YARD",5,6
"1063","B","S","BC51",38,"2YARD",5,7
"1064","B","P","BC51",200,"2YARD",5,15
"1065","B","S","BC51",140,"2YARD",5,17
"1066","B","P","BC51",64,"2YARD",5,15
"1067","B","S","BC51",38,"2YARD",5,15
"1068","B","P","BC51",200,"2YARD",5,3
"1069","B","S","BC51",140,"2YARD",5,9
"1070","B","P","BC51",57,"2YARD",5,11
"1071","B","S","BC51",31,"2YARD",5,11
"1072","B","P","BC51",205,"2YARD",5,16
"1073","B","S","BC51",145,"2YARD",5,6
"1074","B","P","BC51",200,"2YARD",5,6
"1075","B","S","BC51",58,"2YARD",5,16
"1076","B","P","BC51",50,"2YARD",5,16
"1077","B","S","BC51",112,"2YARD",5,11
"1078","B","P","BC51",64,"2YARD",5,17
"1079","B","S","BC51",32,"2YARD",5,17
"1080","B","P","BC51",170,"2YARD",5,6
"1081","B","S","BC51",120,"2YARD",5,12
"1082","B","P","BC51",56,"2YARD",5,4
"1083","B","S","BC51",32,"2YARD",5,7
"1084","B","P","BC51",110,"2YARD",5,4
"1085","B","S","BC51",60,"2YARD",5,12
"1086","C","P","BC51",5,"CorpSDmasan",4,14
"1087","C","S","BC51",5,"CorpSDmasan",4,14
"1088","C","P","BC51",6,"CorpSDmasan",4,13
"1089","C","S","BC51",6,"CorpSDmasan",4,13
"1090","C","P","BC51",6,"CorpSDmasan",4,19
"1091","C","S","BC51",6,"CorpSDmasan",4,19
"1092","C","P","BC51",6,"CorpSDmasan",4,20
"1093","C","S","BC51",6,"CorpSDmasan",4,20
"1094","C","P","BC51",6,"CorpSDmasan",4,17
"1095","C","S","BC51",6,"CorpSDmasan",4,17
"1096","C","P","BC51",6,"CorpSDmasan",4,8
"1097","C","S","BC51",6,"CorpSDmasan",4,8
"1098","C","P","BC51",6,"CorpSDmasan",4,12
"1099","C","S","BC51",6,"CorpSDmasan",4,12
"1100","C","P","BC51",6,"CorpSDmasan",4,8
"1101","C","S","BC51",6,"CorpSDmasan",4,8
"1102","C","P","BC51",5,"CorpSDmasan",4,10
"1103","C","S","BC51",5,"CorpSDmasan",4,10
"1104","C","C","BC51",6,"CorpSDmasan",4,14
"1105","C","C","BC51",6,"CorpSDmasan",4,14
"1106","C","C","BC51",6,"CorpSDmasan",4,13
"1107","C","C","BC51",6,"CorpSDmasan",4,13
"1108","C","C","BC51",6,"CorpSDmasan",4,19
"1109","C","C","BC51",6,"CorpSDmasan",4,19
"1110","C","C","BC51",6,"CorpSDmasan",4,20
"1111","C","C","BC51",6,"CorpSDmasan",4,20
"1112","C","C","BC51",6,"CorpSDmasan",4,17
"1113","C","C","BC51",6,"CorpSDmasan",4,17
"1114","C","C","BC51",6,"CorpSDmasan",4,8
"1115","C","C","BC51",6,"CorpSDmasan",4,8
"1116","C","C","BC51",6,"CorpSDmasan",4,12
"1117","C","C","BC51",6,"CorpSDmasan",4,12
"1118","C","C","BC51",6,"CorpSDmasan",4,8
"1119","C","C","BC51",6,"CorpSDmasan",4,8
"1120","C","C","BC51",6,"CorpSDmasan",4,10
"1121","C","C","BC51",6,"CorpSDmasan",4,10
"1124","D","C","BC51",82,"DHMC",5,22
"1125","D","C","BC51",86,"CorpHYIndustry",5,9
"1126","D","C","BC51",77,"DHMC",5,22
"1127","D","C","BC51",77,"DHMC",5,22
