,DIA,Length,Weight,MemberCount,JointCount,Emergency,ApplyLeadTime,BLOCK,STG,Service,NO_Serial,Problem,NO_Base,NO_SetPLT,Pass,Sch,Material,Making_Co,After2_Co,Distribution,PaintingLT
3494,2.0,2247,27.664,2,1,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP035,B,S-160,CS,건일산업(주),건일산업(주),조선물류,49.0
3495,2.0,770,14.67,4,3,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3496,3.0,1682,61.37,12,14,1,정상,P310B,30,DA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3497,3.0,1042,23.671,4,3,1,정상,P310B,30,DA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3498,3.0,800,43.003,16,15,1,정상,P310B,30,DA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,17.0
3499,3.0,3887,70.82,4,3,1,정상,P310B,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3500,3.0,6000,91.62,1,0,1,정상,P310B,30,DA,60.0,기타,SN2126TP310BPP0300,PP038,B,S-80,CS,건일산업(주),건일산업(주),조선물류,18.0
3501,3.0,5500,93.555,4,3,1,정상,P310B,30,DA,60.0,기타,SN2126TP310BPP0300,PP038,B,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
3502,3.0,547,17.99,4,2,1,정상,P310B,30,DA,60.0,기타,SN2126TP310BPP0300,PP035,B,S-80,CS,건일산업(주),하이에어,조선물류,40.0
3503,3.0,1337,31.756999999999998,6,5,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3504,3.0,6000,91.62,1,0,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3505,3.0,5500,83.985,1,0,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,17.0
3506,2.0,2219,41.567,5,4,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3507,2.0,1930,30.482,5,4,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,22.0
3508,3.0,1100,16.797,1,0,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,10.0
3509,3.0,836,17.266,2,1,1,정상,P310B,50,PA,60.0,기타,SN2126TP310BPP0300,PP05R,B,S-80,CS,건일산업(주),건일산업(주),조선물류,26.0
3510,3.0,3555,57.025,2,1,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3511,3.0,1101,29.504,5,4,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3512,3.0,1072,36.483000000000004,6,5,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3513,3.0,4872,89.259,8,10,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3514,3.0,5062,86.867,4,3,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP035,B,S-80,CS,건일산업(주),건일산업(주),조선물류,45.0
3515,3.0,6000,91.62,1,0,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP038,B,S-80,CS,건일산업(주),건일산업(주),조선물류,48.0
3516,3.0,5715,95.492,5,4,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3517,3.0,212,12.875,4,2,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP035,B,S-80,CS,건일산업(주),건일산업(주),조선물류,59.0
3518,2.0,148,9.205,6,5,1,정상,P310B,30,DH,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,삼녹,조선물류,17.0
3519,2.0,781,16.146,6,5,1,정상,P310B,30,DH,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,삼녹,조선물류,15.0
3520,4.0,389,65.557,10,9,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-40,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3521,3.0,3002,55.16,5,4,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3522,3.0,5772,96.09200000000001,4,3,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3523,3.0,2220,57.887,4,3,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP035,B,S-80,CS,건일산업(주),건일산업(주),조선물류,49.0
3524,6.0,1842,123.35600000000001,12,14,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-40,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3525,6.0,992,48.773999999999994,3,2,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-40,CS,(주)성광테크,(주)성광테크,조선물류,12.0
3526,6.0,1078,51.20399999999999,3,2,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-40,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3527,6.0,1692,136.256,17,16,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-40,CS,(주)성광테크,(주)성광테크,조선물류,21.0
3528,6.0,992,48.773999999999994,3,2,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP035,B,S-40,CS,건일산업(주),하이에어,조선물류,41.0
3529,1.5,2278,18.34,5,4,1,정상,P310B,40,AU,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3530,1.5,2433,33.271,7,6,1,정상,P310B,40,AU,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3531,1.5,184,0.995,1,0,1,정상,P310B,30,AU,60.0,제작지연,SN2126TP310BPP0300,PP038,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,15.0
3532,1.5,386,6.468,3,2,1,정상,P310B,30,AU,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,15.0
3533,2.0,1938,54.3,9,8,1,정상,P310B,30,CDW,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-160,CS,성일SIM함안공장,하이에어,조선물류,15.0
3534,2.0,2525,40.525999999999996,3,2,1,정상,P310B,40,CDW,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,12.0
3535,2.0,2648,46.5,4,3,1,정상,P310B,40,CDW,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3536,2.0,1802,40.332,9,8,1,정상,P310B,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3537,2.0,420,12.71,6,5,1,정상,P310B,30,DA,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,14.0
3538,2.0,1802,40.332,9,8,1,정상,P310B,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3539,2.0,420,12.71,6,5,1,정상,P310B,30,DA,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-80,CS,성일SIM함안공장,성일SIM함안공장,조선물류,14.0
3540,2.0,2813,43.318000000000005,7,6,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3541,2.0,2913,44.44,7,6,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3542,2.0,311,14.727,10,9,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,11.0
3543,0.5,370,7.979,4,3,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3544,0.5,0,1.2,2,1,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3545,2.0,475,20.656999999999996,6,5,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3546,2.0,2154,28.941,3,2,1,정상,P310B,30,PA,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,15.0
3547,2.0,529,16.660999999999998,11,10,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3548,0.5,400,8.027999999999999,4,3,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3549,0.5,0,1.2,2,1,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3550,2.0,506,17.362000000000002,6,5,1,정상,P310B,30,PA,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,15.0
3551,2.0,1338,43.056999999999995,19,18,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3552,0.5,400,8.027999999999999,4,3,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3553,0.5,0,1.2,2,1,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,22.0
3554,2.0,506,17.362000000000002,6,5,1,정상,P310B,30,PA,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,15.0
3555,2.0,893,21.299,7,6,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3556,2.0,507,22.555999999999997,15,14,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,17.0
3557,0.5,400,8.027999999999999,4,3,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3558,0.5,0,1.2,2,1,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3559,2.0,506,17.362000000000002,6,5,1,정상,P310B,30,PA,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,15.0
3560,2.0,272,8.422,3,2,1,정상,P310B,30,PA,60.0,자재문제,SN2126TP310BPP0300,PP038,A,S-160,CS,성일SIM함안공장,성일SIM함안공장,조선물류,15.0
3561,2.0,937,23.483,9,11,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP038,A,S-160,CS,건일산업(주),하이에어,조선물류,40.0
3562,2.0,177,7.3660000000000005,3,2,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3563,2.0,831,28.69,10,9,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3564,2.0,1398,28.21,5,4,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3565,2.0,2453,34.335,4,3,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3566,2.0,3398,40.412,3,2,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,18.0
3567,2.0,409,23.453000000000003,15,14,1,정상,P310B,30,PL,60.0,기타,SN2126TP310BPP0300,PP038,A,S-160,CS,건일산업(주),건일산업(주),조선물류,29.0
3568,0.5,420,8.07,4,3,1,정상,P310B,30,PL,60.0,기타,SN2126TP310BPP0300,PP038,A,S-80,CS,건일산업(주),하이에어,조선물류,29.0
3569,0.5,0,1.2,2,1,1,정상,P310B,30,PL,60.0,기타,SN2126TP310BPP0300,PP038,A,S-80,CS,건일산업(주),하이에어,조선물류,32.0
3570,2.0,526,17.584,6,5,1,정상,P310B,30,PL,60.0,기타,SN2126TP310BPP0300,PP038,A,S-160,CS,건일산업(주),건일산업(주),조선물류,45.0
3571,2.0,948,26.092,8,7,1,정상,P310B,30,PL,60.0,기타,SN2126TP310BPP0300,PP038,A,S-160,CS,건일산업(주),하이에어,조선물류,40.0
3572,3.0,3970,70.002,3,2,1,정상,P310B,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,12.0
3573,3.0,3392,90.77,6,5,1,정상,P310B,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,21.0
3574,3.0,2253,60.251999999999995,11,13,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3575,3.0,2252,54.688,9,11,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3576,3.0,6000,98.45,3,2,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3577,3.0,4380,66.883,1,0,1,정상,P310B,50,PA,40.0,제작지연,SN2126T3PM00PP0500,PP058,A,S-80,CS,건일산업(주),건일산업(주),조선물류,23.0
3578,3.0,2253,60.251999999999995,11,13,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3579,3.0,2252,54.688,9,11,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3580,3.0,3357,103.06200000000001,6,5,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,14.0
3581,3.0,451,15.887,3,2,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP038,A,S-80,CS,건일산업(주),하이에어,조선물류,40.0
3582,3.0,112,10.71,3,2,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP038,A,S-80,CS,건일산업(주),건일산업(주),조선물류,43.0
3583,3.0,2244,88.098,22,27,1,정상,P310B,30,PA,60.0,설계보류,SN2126TP310BPP0300,PP038,A,S-80,CS,건일산업(주),하이에어,조선물류,27.0
3584,2.0,485,12.661,5,4,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP038,A,S-80,CS,건일산업(주),하이에어,조선물류,40.0
3585,4.0,234,26.503,6,8,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,26.0
3586,4.0,306,38.452,8,7,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3587,4.0,3903,99.454,9,8,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3588,2.0,898,36.668,13,15,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP038,A,S-160,CS,건일산업(주),건일산업(주),조선물류,46.0
3589,6.0,3676,210.024,7,6,1,정상,P310B,50,PA,40.0,제작지연,SN2126T3PM00PP0500,PP058,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3590,6.0,1321,115.67399999999999,16,15,1,정상,P310B,30,PA,60.0,기타,SN2126TP310BPP0300,PP038,A,S-40,CS,건일산업(주),건일산업(주),조선물류,31.0
3591,6.0,3392,108.99799999999999,4,3,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3592,6.0,1582,138.928,8,7,1,정상,P310B,40,PA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-40,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3594,1.0,1294,8.0,4,3,1,정상,P310B,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3595,1.0,1924,15.929,8,7,1,정상,P310B,30,DA,60.0,기타,SN2126TP310BPP0300,PP032,B,S-160,CS,건일산업(주),건일산업(주),조선물류,24.0
3596,1.0,1294,8.0,4,3,1,정상,P310B,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3597,1.0,1499,12.442,6,5,1,정상,P310B,30,DA,60.0,기타,SN2126TP310BPP0300,PP032,B,S-160,CS,건일산업(주),건일산업(주),조선물류,25.0
3599,2.0,983,14.950999999999999,3,2,1,정상,P310B,30,DA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3600,2.0,1133,30.739,9,8,1,정상,P310B,30,DA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3601,2.0,1283,18.284000000000002,3,2,1,정상,P310B,30,DA,60.0,자재문제,SN2126TP310BPP0300,PP038,B,S-160,CS,건일산업(주),건일산업(주),조선물류,34.0
3602,2.0,654,13.237,4,3,1,정상,P310B,30,DA,60.0,자재문제,SN2126TP310BPP0300,PP038,B,S-160,CS,건일산업(주),건일산업(주),조선물류,33.0
3603,2.0,1398,18.232,2,1,1,정상,P310B,30,DA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3604,2.0,3578,42.948,5,4,1,정상,P310B,40,DH,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-80,CS,(주)성광테크,삼녹,조선물류,59.0
3605,2.0,3876,38.008,5,4,1,정상,P310B,30,DH,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,삼녹,조선물류,20.0
3606,2.0,4000,36.222,4,3,1,정상,P310B,30,DH,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,삼녹,조선물류,15.0
3607,2.0,2249,33.677,6,5,1,정상,P310B,30,DH,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,삼녹,조선물류,15.0
3608,2.0,1471,18.917,5,4,1,정상,P310B,30,DH,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,삼녹,조선물류,15.0
3609,2.0,4006,36.266999999999996,4,3,1,정상,P310B,30,DH,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,삼녹,조선물류,15.0
3610,2.0,1094,36.579,8,7,1,정상,P310B,50,PA,40.0,자재문제,SN2126T3PM00PP0500,PP058,B,S-160,CS,성일SIM함안공장,하이에어,조선물류,10.0
3611,2.0,1217,13.520999999999999,1,0,1,정상,P310B,50,PA,40.0,자재문제,SN2126T3PM00PP0500,PP058,B,S-160,CS,성일SIM함안공장,하이에어,조선물류,15.0
3612,2.0,1948,44.486000000000004,9,8,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3613,2.0,2057,36.841,9,8,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3614,2.0,1417,15.743,1,0,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,11.0
3615,2.0,1528,28.188000000000002,5,4,1,정상,P310B,50,PL,40.0,자재문제,SN2126T3PM00PP0500,PP058,B,S-160,CS,성일SIM함안공장,하이에어,조선물류,14.0
3616,2.0,2639,34.329,3,2,1,정상,P310B,30,PL,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3617,2.0,1448,33.839,7,6,1,정상,P310B,30,PL,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3618,2.0,1467,16.298,1,0,1,정상,P310B,50,PL,40.0,자재문제,SN2126T3PM00PP0500,PP058,B,S-160,CS,성일SIM함안공장,하이에어,조선물류,14.0
3619,2.0,2839,31.541,1,0,1,정상,P310B,40,PL,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-160,CS,(주)성광테크,(주)성광테크,조선물류,11.0
3620,3.0,688,21.636,4,3,1,정상,P310B,30,DA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3621,3.0,737,30.651999999999997,5,4,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,14.0
3622,3.0,2042,51.035,5,4,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3623,3.0,2217,38.354,2,1,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-80,CS,(주)성광테크,(주)성광테크,조선물류,22.0
3624,4.0,1808,36.073,2,1,1,정상,P310B,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,B,S-40,CS,(주)성광테크,(주)성광테크,조선물류,7.0
3625,6.0,4136,161.27200000000002,9,11,1,정상,P310B,30,PA,60.0,제작지연,SN2126TP310BPP0300,PP032,B,S-40,CS,(주)성광테크,(주)성광테크,조선물류,16.0
3626,1.0,2148,6.96,1,0,1,정상,P310A,40,AU,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3627,1.0,459,1.4869999999999999,1,0,1,정상,P310A,30,AU,61.0,기타,SN2126TP310APP0300,PP038,A,S-80,CS,건일산업(주),건일산업(주),조선물류,22.0
3628,1.0,500,4.621,5,4,1,정상,P310A,40,AU,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3629,1.0,285,2.418,3,2,1,정상,P310A,40,AU,40.0,기타,SN2126TP31PTPP0400,PP048,A,S-80,CS,건일산업(주),건일산업(주),조선물류,18.0
3630,1.0,1750,11.217,4,3,1,정상,P310A,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3631,1.0,1114,9.607999999999999,4,3,1,정상,P310A,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,13.0
3632,1.0,793,12.144,9,8,1,정상,P310A,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3633,1.0,2334,19.721,12,11,1,정상,P310A,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,15.0
3634,1.0,793,13.347999999999999,10,9,1,정상,P310A,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3635,1.0,2334,17.475,10,9,1,정상,P310A,40,DA,40.0,제작지연,SN2126TP31PTPP0400,PP048A1105,A,S-160,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3636,1.0,2148,6.96,1,0,1,정상,P310A,40,N,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,9.0
3637,1.0,286,1.9609999999999999,3,2,1,정상,P310A,30,N,61.0,기타,SN2126TP310APP0300,PP038,A,S-80,CS,건일산업(주),건일산업(주),조선물류,26.0
3638,0.75,75,1.065,2,1,1,정상,P310A,30,N,61.0,제작지연,SN2126TP310APP0300,PP038,A,S-80,CS,건일산업(주),하이에어,조선물류,28.0
3639,1.0,234,1.682,3,2,1,정상,P310A,40,N,40.0,제작지연,SN2126TP31PTPP0400,PP048,A,S-80,CS,(주)성광테크,(주)성광테크,조선물류,16.0
