,After2_Co,ApplyLeadTime,BLOCK,DIA,Distribution,Emergency,JointCount,Length,Making_Co,Material,MemberCount,NO_Base,NO_Serial,NO_SetPLT,No_row,PaintingLT,Pass,Problem,STG,Sch,Service,Weight
6978,하이에어,정상,P510B,0.5,조선물류,1.0,3.0,0.0,건일산업(주),CS,4.0,SN2126TP510BPP0300,60.0,PP038A1205,7575,30.0,A,제작지연,30,S-160,PL,4.03
6979,하이에어,정상,P510B,0.5,조선물류,1.0,3.0,0.0,건일산업(주),CS,4.0,SN2126TP510BPP0300,60.0,PP038A1205,7576,23.0,A,제작지연,30,S-160,PL,4.03
6980,(주)성광테크,정상,P510B,0.75,조선물류,1.0,4.0,924.0,(주)성광테크,CS,5.0,SN2126T5PM00PP0500,40.0,PP058A1105,7577,22.0,A,제작지연,50,S-80,AI,6.665
6981,(주)성광테크,정상,P510B,0.75,조선물류,1.0,1.0,5550.0,(주)성광테크,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7578,23.0,A,제작지연,50,S-80,AI,15.82
6982,건일산업(주),정상,P510B,0.75,조선물류,1.0,10.0,1336.0,건일산업(주),CS,11.0,SN2126TP51PTPP0400,40.0,PP048A1105,7579,27.0,A,제작지연,40,S-80,AI,18.581
6983,하이에어,정상,P510B,1.5,조선물류,1.0,4.0,342.0,건일산업(주),CS,5.0,SN2126TP510BPP0300,60.0,PP038A1105,7580,30.0,A,기타,30,S-80,N,8.89
6984,건일산업(주),정상,P510B,3.0,조선물류,1.0,28.0,1269.0,건일산업(주),CS,23.0,SN2126TP51PTPP0400,40.0,PP048A1204,7581,15.0,A,기타,40,S-80,PL,124.766
6985,(주)성광테크,정상,P510B,2.0,조선물류,1.0,1.0,0.0,(주)성광테크,CS,2.0,SN2126TP510BPP0300,60.0,PP038A1204,7582,13.0,A,제작지연,30,S-160,PL,15.5
6986,건일산업(주),정상,P510B,3.0,조선물류,1.0,28.0,1269.0,건일산업(주),CS,23.0,SN2126TP51PTPP0400,40.0,PP048A1204,7583,18.0,A,기타,40,S-80,PL,124.766
6987,(주)성광테크,정상,P510B,2.0,조선물류,1.0,1.0,0.0,(주)성광테크,CS,2.0,SN2126TP510BPP0300,60.0,PP038A1204,7584,13.0,A,제작지연,30,S-160,PL,15.5
6988,(주)성광테크,정상,P510B,3.0,조선물류,1.0,10.0,3372.0,(주)성광테크,CS,11.0,SN2126T5PM00PP0500,40.0,PP058A1204,7585,20.0,A,제작지연,50,S-80,PL,104.972
6989,(주)성광테크,정상,P510B,0.5,조선물류,1.0,3.0,75.0,(주)성광테크,CS,4.0,SN2126T5PM00PP0500,40.0,PP058A1205,7586,22.0,A,제작지연,50,S-160,PL,1.0590000000000002
6990,(주)성광테크,정상,P510B,0.5,조선물류,1.0,1.0,75.0,(주)성광테크,CS,2.0,SN2126TP510BPP0300,60.0,PP038A1205,7587,12.0,A,제작지연,30,S-160,PL,1.446
6991,하이에어,정상,P510B,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1205,7588,28.0,A,제작지연,50,S-160,PL,1.446
6992,건일산업(주),정상,P510B,3.0,조선물류,1.0,4.0,2800.0,건일산업(주),CS,5.0,SN2126TP51PTPP0400,40.0,PP048A1204,7589,28.0,A,제작지연,40,S-80,PL,81.243
6993,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,7.0,747.0,성일SIM함안공장,CS,8.0,SN2126TP510BPP0300,60.0,PP032B1204,7590,8.0,B,제작지연,30,S-80,DH,17.232
6994,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,3.0,3732.0,성일SIM함안공장,CS,4.0,SN2126TP510BPP0300,60.0,PP032B1204,7591,26.0,B,제작지연,30,S-80,DH,34.217
6995,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,2.0,3501.0,성일SIM함안공장,CS,3.0,SN2126TP510BPP0300,60.0,PP032B1204,7592,8.0,B,제작지연,30,S-80,DH,31.593000000000004
6996,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,4.0,3170.0,성일SIM함안공장,CS,5.0,SN2126TP510BPP0300,60.0,PP032B1204,7593,14.0,B,제작지연,30,S-80,DH,33.016
6997,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,2.0,3851.0,성일SIM함안공장,CS,3.0,SN2126TP510BPP0300,60.0,PP032B1204,7594,14.0,B,제작지연,30,S-80,DH,34.211
6998,삼녹,정상,P510B,2.0,조선물류,1.0,4.0,3863.0,건일산업(주),CS,5.0,SN2126TP51PTPP0400,40.0,PP048B1204,7595,12.0,B,설계문제,40,S-80,DH,37.911
6999,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,3.0,3733.0,성일SIM함안공장,CS,4.0,SN2126TP510BPP0300,60.0,PP032B1204,7596,14.0,B,제작지연,30,S-80,DH,34.224000000000004
7000,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,7.0,2247.0,성일SIM함안공장,CS,8.0,SN2126TP510BPP0300,60.0,PP032B1204,7597,8.0,B,제작지연,30,S-80,DH,28.462
7001,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,2.0,3500.0,성일SIM함안공장,CS,3.0,SN2126TP510BPP0300,60.0,PP032B1204,7598,8.0,B,제작지연,30,S-80,DH,31.585
7002,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,4.0,3173.0,성일SIM함안공장,CS,5.0,SN2126TP510BPP0300,60.0,PP032B1204,7599,8.0,B,제작지연,30,S-80,DH,33.039
7003,성일SIM함안공장,정상,P510B,2.0,조선물류,1.0,2.0,3851.0,성일SIM함안공장,CS,3.0,SN2126TP510BPP0300,60.0,PP032B1204,7600,14.0,B,제작지연,30,S-80,DH,34.211
7004,삼녹,정상,P510B,2.0,조선물류,1.0,4.0,3864.0,건일산업(주),CS,5.0,SN2126TP51PTPP0400,40.0,PP048B1204,7601,12.0,B,기타,40,S-80,DH,37.919
7005,삼녹,정상,P510B,8.0,조선물류,1.0,2.0,0.0,(주)성광테크,CS,3.0,SN2126TP510BPP0300,60.0,PP035B1204,7602,12.0,B,제작지연,30,S-20,DHW,206.6
7006,삼녹,정상,P510B,8.0,조선물류,1.0,2.0,0.0,(주)성광테크,CS,3.0,SN2126TP510BPP0300,60.0,PP035B1204,7603,12.0,B,제작지연,30,S-20,DHW,233.123
7007,삼녹,정상,P510B,8.0,조선물류,1.0,4.0,0.0,(주)성광테크,CS,5.0,SN2126TP510BPP0300,60.0,PP035B1104,7604,15.0,B,제작지연,30,S-20,DHW,195.978
7008,성일SIM함안공장,정상,P510B,8.0,조선물류,1.0,2.0,0.0,성일SIM함안공장,CS,3.0,SN2126TP510BPP0300,60.0,PP032B1104,7605,8.0,B,제작지연,30,S-20,DHW,233.123
7009,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7606,13.0,A,제작지연,50,S-160,PG,0.7659999999999999
7010,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7607,28.0,A,제작지연,50,S-160,PG,1.446
7011,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7608,28.0,A,제작지연,50,S-160,PG,1.446
7012,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7609,13.0,A,제작지연,50,S-160,PG,0.7659999999999999
7013,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7610,28.0,A,제작지연,50,S-160,PG,1.446
7014,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7611,28.0,A,제작지연,50,S-160,PG,1.446
7015,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7612,11.0,A,제작지연,50,S-160,PG,0.7659999999999999
7016,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7613,28.0,A,제작지연,50,S-160,PG,1.446
7017,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7614,28.0,A,제작지연,50,S-160,PG,1.446
7018,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7615,9.0,A,제작지연,50,S-160,PG,0.7659999999999999
7019,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7616,28.0,A,제작지연,50,S-160,PG,1.446
7020,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7617,28.0,A,제작지연,50,S-160,PG,1.446
7021,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7618,11.0,A,제작지연,50,S-160,PG,0.7659999999999999
7022,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7619,28.0,A,제작지연,50,S-160,PG,1.446
7023,하이에어,정상,P510A,0.5,조선물류,1.0,1.0,75.0,성일SIM함안공장,CS,2.0,SN2126T5PM00PP0500,40.0,PP058A1105,7620,28.0,A,제작지연,50,S-160,PG,1.446
7024,건일산업(주),정상,P510A,2.0,조선물류,1.0,3.0,190.0,건일산업(주),CS,4.0,SN2126TP510APP0300,60.0,PP038A1104,7621,24.0,A,제작지연,30,S-160,PG,11.441
7025,건일산업(주),정상,P510A,2.0,조선물류,1.0,5.0,602.0,건일산업(주),CS,6.0,SN2126TP510APP0300,60.0,PP038A1104,7622,24.0,A,제작지연,30,S-160,PG,25.459
7026,건일산업(주),정상,P510A,1.0,조선물류,1.0,7.0,560.0,건일산업(주),CS,8.0,SN2126TP510APP0300,60.0,PP038A1104,7623,15.0,A,제작지연,30,S-160,PG,14.532
7027,건일산업(주),정상,P510A,1.0,조선물류,1.0,7.0,209.0,건일산업(주),CS,8.0,SN2126TP510APP0300,60.0,PP038A1104,7624,15.0,A,제작지연,30,S-160,PG,11.629
7028,건일산업(주),정상,P510A,2.0,조선물류,1.0,3.0,0.0,건일산업(주),CS,4.0,SN2126TP510APP0300,60.0,PP038A1104,7625,19.0,A,제작지연,30,S-160,PG,11.779000000000002
7029,건일산업(주),정상,P510A,0.75,조선물류,1.0,1.0,100.0,건일산업(주),CS,2.0,SN2126TP510APP0300,60.0,PP038A1105,7626,15.0,A,제작지연,30,S-160,PG,1.59
7030,건일산업(주),정상,P510A,2.0,조선물류,1.0,1.0,222.0,건일산업(주),CS,2.0,SN2126TP510APP0300,60.0,PP038A1204,7627,20.0,A,제작지연,30,S-160,PL,3.796
7031,건일산업(주),정상,P510A,2.0,조선물류,1.0,2.0,213.0,건일산업(주),CS,3.0,SN2126TP510APP0300,60.0,PP038A1204,7628,20.0,A,제작지연,30,S-160,PL,3.706
7032,건일산업(주),정상,P510A,2.0,조선물류,1.0,10.0,353.0,건일산업(주),CS,11.0,SN2126TP510APP0300,60.0,PP038A1204,7629,10.0,A,제작지연,30,S-160,PL,16.408
7033,하이에어,정상,P510A,0.75,조선물류,1.0,0.0,0.0,건일산업(주),CS,1.0,SN2126TP510APP0300,60.0,PP038A1205,7630,26.0,A,제작지연,30,S-160,PL,1.8
7034,하이에어,정상,P510A,0.5,조선물류,1.0,0.0,0.0,건일산업(주),CS,1.0,SN2126TP510APP0300,60.0,PP038A1205,7631,26.0,A,제작지연,30,S-160,PL,1.5
7035,건일산업(주),정상,P510A,4.0,조선물류,1.0,4.0,196.0,건일산업(주),CS,5.0,SN2126TP51PTPP0400,40.0,PP048A1204,7632,20.0,A,제작지연,40,S-40,PL,17.632
7036,건일산업(주),정상,P510A,4.0,조선물류,1.0,21.0,4631.0,건일산업(주),CS,19.0,SN2126TP51PTPP0400,40.0,PP048A1204,7633,15.0,A,기타,40,S-40,PL,118.867
7037,하이에어,정상,P510A,0.75,조선물류,1.0,0.0,0.0,건일산업(주),CS,1.0,SN2126TP510APP0300,60.0,PP038A1205,7634,26.0,A,제작지연,30,S-160,PL,1.8
7038,건일산업(주),정상,P510A,2.0,조선물류,1.0,0.0,0.0,건일산업(주),CS,1.0,SN2126TP51PTPP0400,40.0,PP048A1204,7635,17.0,A,제작지연,40,S-160,PL,4.0
7039,건일산업(주),정상,P510A,0.5,조선물류,1.0,2.0,0.0,건일산업(주),CS,3.0,SN2126TP510APP0300,60.0,PP038A1204,7636,19.0,A,제작지연,30,S-160,PL,2.22
7040,하이에어,정상,P510A,6.0,조선물류,1.0,0.0,4535.0,성일SIM함안공장,CS,1.0,SN2126T5PM00PP0500,40.0,PP058A1104,7637,28.0,A,제작지연,50,S-40,PG,128.159
7041,건일산업(주),정상,P510A,1.0,조선물류,1.0,8.0,2174.0,건일산업(주),CS,9.0,SN2126TP51PTPP0400,40.0,PP048A1205,7638,18.0,A,기타,40,S-160,CDW,22.493
7042,하이에어,정상,P510A,1.0,조선물류,1.0,4.0,5000.0,성일SIM함안공장,CS,5.0,SN2126T5PM00PP0500,40.0,PP058A1205,7639,9.0,A,제작지연,50,S-160,CDW,27.335
7043,삼녹,정상,P510A,8.0,조선물류,1.0,5.0,0.0,건일산업(주),CS,6.0,SN2126TP51PTPP0400,40.0,PP048B1104,7640,15.0,B,자재문제,40,S-20,DHW,265.98900000000003
7044,삼녹,정상,P510A,8.0,조선물류,1.0,4.0,0.0,성일SIM함안공장,CS,5.0,SN2126T5PM00PP0500,40.0,PP05RB1104,7641,16.0,B,제작지연,50,S-20,DHW,139.134
7046,삼녹,정상,P510A,8.0,조선물류,1.0,4.0,0.0,건일산업(주),CS,5.0,SN2126T5PM00PP0500,40.0,PP05RB1104,7643,12.0,B,기타,50,S-20,DHW,297.6040000000001
7047,삼녹,정상,P510A,8.0,조선물류,1.0,4.0,0.0,성일SIM함안공장,CS,5.0,SN2126T5PM00PP0500,40.0,PP05RB1104,7644,16.0,B,제작지연,50,S-20,DHW,265.19
7048,삼녹,정상,P510A,8.0,조선물류,1.0,1.0,0.0,성일SIM함안공장,CS,3.0,SN2126T5PM00PP0500,40.0,PP05RB1104,7645,16.0,B,제작지연,50,S-20,DHW,74.42
7049,삼녹,정상,P510B,8.0,조선물류,1.0,2.0,0.0,성일SIM함안공장,CS,5.0,SN2126T5PM00PP0500,40.0,PP05RB1204,7646,16.0,B,제작지연,50,S-20,DHW,128.138
7050,하이에어,정상,P510A,1.0,조선물류,1.0,6.0,186.0,성일SIM함안공장,CS,7.0,SN2126T5PM00PP0500,40.0,PP05MA1205,7647,15.0,A,LT부족,50,S-160,PL,10.478
7052,건일산업(주),정상,P510B,20.0,조선물류,1.0,17.0,2558.0,건일산업(주),LTCS,18.0,SN2126TP51PTPP0400,90.0,PP048A1102,7649,14.0,A,기타,40,S-40,PG,791.1439999999999
7053,건일산업(주),정상,P510B,24.0,조선물류,1.0,4.0,3582.0,건일산업(주),LTCS,5.0,SN2126T5PM00PP0500,90.0,PP058A1102,7650,18.0,A,기타,50,S-40,PG,1769.07
7054,(주)성광테크,정상,P510B,24.0,조선물류,1.0,4.0,1464.0,(주)성광테크,LTCS,5.0,SN2126TP510BPP0300,70.0,PP038A1102,7651,12.0,A,제작지연,30,S-40,PG,869.306
7055,성일SIM함안공장,정상,P510B,24.0,조선물류,1.0,5.0,2110.0,성일SIM함안공장,LTCS,6.0,SN2126TP510BPP0300,70.0,PP038A1102,7652,15.0,A,자재문제,30,S-40,PG,1199.89
7056,건일산업(주),정상,P510B,24.0,조선물류,1.0,9.0,2126.0,건일산업(주),LTCS,10.0,SN2126TP51PTPP0400,90.0,PP048A1102,7653,13.0,A,기타,40,S-40,PG,1683.73
7057,건일산업(주),정상,P510B,24.0,조선물류,1.0,3.0,3437.0,건일산업(주),LTCS,4.0,SN2126TP51PTPP0400,90.0,PP048A1102,7654,22.0,A,제작지연,40,S-40,PG,1566.28
7058,하이에어,정상,P510B,24.0,조선물류,1.0,15.0,2084.0,성일SIM함안공장,LTCS,13.0,SN2126TP510BPP0300,70.0,PP038A1102,7655,12.0,A,자재문제,30,S-40,PG,1364.23
7059,건일산업(주),정상,P510B,24.0,조선물류,0.0,20.0,667.0,건일산업(주),LTCS,15.0,SN2126TP510BPP0300,12.0,PP038A1102,7656,13.0,A,자재문제,30,S-40,PG,553.349
7060,건일산업(주),정상,P510A,20.0,조선물류,1.0,11.0,2336.0,건일산업(주),LTCS,9.0,SN2126TP510APP0300,70.0,PP038A1102,7657,21.0,A,기타,30,S-40,PG,1021.45
7061,건일산업(주),정상,P510A,20.0,조선물류,1.0,5.0,1176.0,건일산업(주),LTCS,6.0,SN2126TP510APP0300,70.0,PP038A1102,7658,21.0,A,기타,30,S-40,PG,647.658
7062,건일산업(주),정상,P510A,20.0,조선물류,1.0,11.0,2275.0,건일산업(주),LTCS,9.0,SN2126TP51PTPP0400,90.0,PP048A1102,7659,17.0,A,기타,40,S-40,PG,854.558
7063,건일산업(주),정상,P510A,24.0,조선물류,1.0,39.0,1254.0,건일산업(주),LTCS,28.0,SN2126TP510APP0300,70.0,PP038A1102,7660,16.0,A,기타,30,S-80,PG,2788.44
7064,건일산업(주),정상,P510A,24.0,조선물류,1.0,1.0,3000.0,건일산업(주),LTCS,2.0,SN2126T5PM00PP0500,90.0,PP058A1102,7661,20.0,A,기타,50,S-80,PG,1960.27
7065,건일산업(주),정상,P510A,24.0,조선물류,1.0,2.0,1186.0,건일산업(주),LTCS,3.0,SN2126TP510APP0300,70.0,PP038A1102,7662,13.0,A,기타,30,S-80,PG,1551.76
7066,건일산업(주),정상,P510A,12.0,조선물류,1.0,4.0,3239.0,건일산업(주),LTCS,5.0,SN2126T5PM00PP0500,90.0,PP058A1102,7663,11.0,A,기타,50,S-80,PG,886.77
7067,건일산업(주),정상,P510A,24.0,조선물류,1.0,39.0,2731.0,건일산업(주),LTCS,22.0,SN2126T5PM00PP0500,90.0,PP058A1102,7664,6.0,A,기타,50,S-80,PG,1937.85
7068,건일산업(주),정상,P510A,24.0,조선물류,1.0,3.0,3142.0,건일산업(주),LTCS,4.0,SN2126T5PM00PP0500,90.0,PP058A1102,7665,6.0,A,기타,50,S-80,PG,2106.53
7069,건일산업(주),정상,P510B,20.0,조선물류,1.0,37.0,2701.0,건일산업(주),LTCS,23.0,SN2126TP51PTPP0400,90.0,PP048A1102,7666,15.0,A,기타,40,S-40,PG,990.721
7070,건일산업(주),정상,P510A,24.0,조선물류,1.0,30.0,2438.0,건일산업(주),LTCS,25.0,SN2126TP51PTPP0400,90.0,PP048A1102,7667,15.0,A,설계문제,40,S-40,PG,2190.3
7071,건일산업(주),정상,P510A,24.0,조선물류,1.0,5.0,3332.0,건일산업(주),LTCS,6.0,SN2126T5PM00PP0500,90.0,PP058A1102,7668,17.0,A,자재문제,50,S-40,PG,1745.15
7072,(주)성광테크,정상,P510A,24.0,조선물류,1.0,11.0,1687.0,(주)성광테크,LTCS,9.0,SN2126TP510APP0300,70.0,PP038A1102,7669,21.0,A,제작지연,30,S-80,PG,1416.01
7073,(주)성광테크,정상,P510A,24.0,조선물류,1.0,5.0,1886.0,(주)성광테크,LTCS,6.0,SN2126TP510APP0300,70.0,PP038A1102,7670,15.0,A,제작지연,30,S-80,PG,1498.01
7074,하이에어,정상,P510B,1.5,조선물류,0.0,4.0,733.0,성일SIM함안공장,LTCS,5.0,SN2126TP510BPP0300,14.0,PP038A1105,7671,16.0,A,제작지연,30,S-80,PG,7.497000000000001
7075,하이에어,정상,P510B,1.5,조선물류,0.0,1.0,592.0,성일SIM함안공장,LTCS,2.0,SN2126TP510BPP0300,14.0,PP038A1105,7672,13.0,A,제작지연,30,S-80,PG,5.903
7076,건일산업(주),정상,P510B,16.0,조선물류,1.0,5.0,1504.0,건일산업(주),LTCS,6.0,SN2126TP51PTPP0400,90.0,PP048A1103,7673,14.0,A,자재문제,40,S-40,PG,553.241
7077,건일산업(주),정상,P510B,2.0,조선물류,1.0,4.0,610.0,건일산업(주),LTCS,5.0,SN2126TP51PTPP0400,90.0,PP048A1204,7674,19.0,A,기타,40,S-80,DF,16.655
7078,하이에어,정상,P510B,2.0,조선물류,1.0,3.0,512.0,건일산업(주),LTCS,4.0,SN2126TP510BPP0300,70.0,PP038A1104,7676,32.0,A,제작지연,30,S-80,DF,8.089
7079,하이에어,정상,P510B,0.5,조선물류,1.0,1.0,75.0,건일산업(주),LTCS,2.0,SN2126TP510BPP0300,70.0,PP038A1105,7677,30.0,A,제작지연,30,S-160,DF,1.346
7080,하이에어,정상,P510B,1.0,조선물류,0.0,4.0,252.0,성일SIM함안공장,LTCS,5.0,SN2126TP510BPP0300,14.0,PP038A1205,7678,16.0,A,제작지연,30,S-80,DF,3.355
7081,(주)성광테크,정상,P510B,1.0,조선물류,0.0,1.0,739.0,(주)성광테크,LTCS,2.0,SN2126TP51PTPP0400,33.0,PP048A1205,7679,22.0,A,제작지연,40,S-80,DF,3.794
7082,하이에어,정상,P510B,2.0,조선물류,0.0,10.0,736.0,성일SIM함안공장,LTCS,11.0,SN2126TP510BPP0300,14.0,PP038A1204,7680,13.0,A,제작지연,30,S-80,PG,22.172
7083,하이에어,정상,P510B,0.75,조선물류,0.0,1.0,102.0,성일SIM함안공장,LTCS,2.0,SN2126TP510BPP0300,14.0,PP038A1205,7681,13.0,A,제작지연,30,S-160,PG,1.696
7084,건일산업(주),정상,P510B,2.0,조선물류,1.0,7.0,754.0,건일산업(주),LTCS,8.0,SN2126TP51PTPP0400,90.0,PP048A1104,7682,19.0,A,기타,40,S-80,PG,19.335
7085,건일산업(주),정상,P510B,2.0,조선물류,1.0,7.0,755.0,건일산업(주),LTCS,8.0,SN2126TP510BPP0300,70.0,PP038A1104,7683,31.0,A,기타,30,S-80,PG,19.342
7086,건일산업(주),정상,P510B,0.5,조선물류,1.0,1.0,75.0,건일산업(주),LTCS,2.0,SN2126TP510BPP0300,70.0,PP038A1105,7684,26.0,A,제작지연,30,S-160,PG,1.346
7087,하이에어,정상,P510B,0.5,조선물류,1.0,1.0,75.0,건일산업(주),LTCS,2.0,SN2126TP510BPP0300,70.0,PP038A1105,7685,28.0,A,제작지연,30,S-160,PG,1.346
7088,(주)성광테크,정상,P510A,2.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,2.0,SN2126TP510APP0300,70.0,PP038A1204,7686,7.0,A,설계보류,30,S-80,DH,3.132
7089,건일산업(주),정상,P510A,2.0,조선물류,1.0,0.0,0.0,건일산업(주),CS,2.0,SN2126TP51PTPP0400,40.0,PP048A1204,7687,20.0,A,설계보류,40,S-80,DH,2.758
7090,건일산업(주),정상,P510A,2.0,조선물류,1.0,0.0,0.0,건일산업(주),CS,2.0,SN2126TP51PTPP0400,40.0,PP048A1204,7688,20.0,A,설계보류,40,S-80,DH,2.758
7091,건일산업(주),정상,P510A,2.0,조선물류,1.0,0.0,0.0,건일산업(주),CS,10.0,SN2126TP51PTPP0400,40.0,PP048A1204,7689,8.0,A,설계보류,40,S-80,DH,19.697
7092,(주)성광테크,정상,P510A,2.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,2.0,SN2126TP510APP0300,70.0,PP038A1204,7690,7.0,A,설계보류,30,S-80,DH,3.132
7093,건일산업(주),정상,P510A,2.0,조선물류,1.0,0.0,0.0,건일산업(주),CS,10.0,SN2126TP51PTPP0400,40.0,PP048A1204,7691,8.0,A,설계보류,40,S-80,DH,19.697
7094,삼녹,정상,P510A,6.0,조선물류,1.0,4.0,0.0,건일산업(주),CS,5.0,SN2126TP51PTPP0400,40.0,PP048A1204,7692,12.0,A,설계보류,40,S-40,CWR,49.508
7095,삼녹,정상,P510A,6.0,조선물류,1.0,4.0,0.0,건일산업(주),CS,5.0,SN2126TP51PTPP0400,40.0,PP048A1204,7693,12.0,A,설계보류,40,S-40,CWR,49.508
7096,(주)성광테크,정상,P510A,1.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,2.0,SN2126TP510APP0300,70.0,PP032B1205,7694,16.0,B,설계보류,30,S-80,DH,2.26
7097,(주)성광테크,정상,P510A,1.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,8.0,SN2126TP510APP0300,70.0,PP032B1204,7695,12.0,B,설계보류,30,S-80,DH,9.269
7098,(주)성광테크,정상,P510A,2.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,4.0,SN2126TP510APP0300,70.0,PP032B1204,7696,16.0,B,설계보류,30,S-80,DH,15.473
7099,(주)성광테크,정상,P510A,2.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,4.0,SN2126TP510APP0300,70.0,PP038B1204,7697,16.0,B,설계보류,30,S-80,DH,17.455
7100,(주)성광테크,정상,P510A,2.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,4.0,SN2126TP510APP0300,70.0,PP032B1204,7698,10.0,B,설계보류,30,S-80,DH,15.787
7101,(주)성광테크,정상,P510A,2.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,4.0,SN2126TP510APP0300,70.0,PP038B1204,7699,18.0,B,설계보류,30,S-80,DH,17.769000000000005
7102,삼녹,정상,P510A,4.0,조선물류,1.0,6.0,0.0,(주)성광테크,CS,7.0,SN2126TP510APP0300,70.0,PP032B1104,7700,20.0,B,설계보류,30,S-40,DH,46.377
7103,(주)성광테크,정상,P510A,4.0,조선물류,1.0,4.0,0.0,(주)성광테크,CS,5.0,SN2126TP510APP0300,70.0,PP032B1104,7701,26.0,B,설계보류,30,S-40,DH,34.244
7104,(주)성광테크,정상,P510A,1.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,2.0,SN2126TP510APP0300,70.0,PP032B1205,7702,13.0,B,설계보류,30,S-80,DH,3.216
7105,(주)성광테크,정상,P510A,1.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,6.0,SN2126TP510APP0300,70.0,PP032B1205,7703,16.0,B,설계보류,30,S-80,DH,4.937
7106,건일산업(주),정상,P510A,1.0,조선물류,1.0,0.0,0.0,건일산업(주),CS,7.0,SN2126T5PM00PP0500,40.0,PP05RB1105,7704,17.0,B,기타,50,S-80,DH,10.353
7107,건일산업(주),정상,P510A,1.0,조선물류,1.0,0.0,0.0,건일산업(주),CS,6.0,SN2126TP51PTPP0400,40.0,PP048B1105,7705,20.0,B,설계보류,40,S-80,DH,20.304
7108,(주)성광테크,최소,P510A,1.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,4.0,SN2126TP510APP0300,70.0,PP035B1105,7706,7.0,B,설계보류,30,S-80,DH,11.269
7109,(주)성광테크,최소,P510A,1.0,조선물류,1.0,0.0,0.0,(주)성광테크,CS,6.0,SN2126TP510APP0300,70.0,PP035B1105,7707,7.0,B,설계보류,30,S-80,DH,12.418
7110,건일산업(주),정상,P510B,1.0,조선물류,1.0,0.0,0.0,건일산업(주),CS,2.0,SN2126TP510BPP0300,70.0,PP038A2205,7708,27.0,A,설계보류,30,S-80,DH,2.737
