,After2_Co,ApplyLeadTime,BLOCK,DIA,Distribution,Emergency,JointCount,Length,Making_Co,Material,MemberCount,NO_Base,NO_Serial,NO_SetPLT,No_row,PaintingLT,Pass,Problem,STG,Sch,Service,Weight
15771,하이에어,정상,S130A,2.0,조선물류,1.0,18.0,312.0,건일산업(주),CS,16.0,SN2126TS130APP0300,40.0,PP038A2204,16627,22.0,A,제작지연,30,S-80,HWR,22.296
15772,건일산업(주),정상,S130A,3.0,조선물류,1.0,16.0,350.0,건일산업(주),CS,17.0,SN2126TS13PTPP0400,40.0,PP048A2204,16628,12.0,A,제작지연,40,S-40,HWR,32.678000000000004
15773,하이에어,정상,S130A,4.0,조선물류,1.0,6.0,828.0,성일SIM함안공장,CS,7.0,SN2126TS13PTPP0400,40.0,PP048A2104,16629,19.0,A,제작지연,40,S-40,HWR,37.315
15774,건일산업(주),정상,S130A,0.5,조선물류,1.0,6.0,849.0,건일산업(주),CS,7.0,SN2126TS13PTPP0400,40.0,PP048A2205,16630,13.0,A,기타,40,S-XXS,WM,5.3210000000000015
15775,건일산업(주),정상,S130A,0.5,조선물류,1.0,4.0,619.0,건일산업(주),CS,5.0,SN2126TS13PTPP0400,40.0,PP048A2105,16631,14.0,A,기타,40,S-XXS,WM,3.054
15776,(주)성광테크,정상,S130A,4.0,조선물류,1.0,4.0,1057.0,(주)성광테크,CS,5.0,SN2126TS13PTPP0400,40.0,PP048A2104,16632,20.0,A,제작지연,40,S-40,HWR,36.412
15777,건일산업(주),정상,S130A,2.0,조선물류,1.0,1.0,2346.0,건일산업(주),CS,3.0,SN2126T1S200PP0500,40.0,PP05RB1104,16633,15.0,B,제작지연,50,S-80,AU,22.948
15778,건일산업(주),정상,S130A,2.0,조선물류,1.0,1.0,2446.0,건일산업(주),CS,3.0,SN2126T1S200PP0500,40.0,PP05RB1104,16634,11.0,B,제작지연,50,S-80,N,23.696
15779,건일산업(주),정상,S130A,3.0,조선물류,1.0,2.0,150.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048A2104,16635,14.0,A,제작지연,40,S-80,PL,9.531
15780,건일산업(주),정상,S130A,3.0,조선물류,1.0,2.0,150.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048A2104,16636,14.0,A,제작지연,40,S-80,PL,9.531
15781,건일산업(주),정상,S130A,3.0,조선물류,1.0,2.0,100.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048A2104,16637,14.0,A,제작지연,40,S-80,PL,8.767000000000001
15782,건일산업(주),정상,S130A,3.0,조선물류,1.0,2.0,150.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048A2104,16638,14.0,A,제작지연,40,S-80,PL,9.531
15783,건일산업(주),정상,S130A,3.0,조선물류,1.0,2.0,150.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048A2104,16639,14.0,A,제작지연,40,S-80,PL,9.531
15784,건일산업(주),정상,S130A,3.0,조선물류,1.0,2.0,100.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048A2104,16640,14.0,A,제작지연,40,S-80,PL,8.767000000000001
15785,하이에어,정상,S130A,2.0,조선물류,1.0,3.0,811.0,성일SIM함안공장,CS,4.0,SN2126TS130APP0300,40.0,PP038A2204,16641,13.0,A,제작지연,30,S-160,CDW,12.132
15786,(주)성광테크,정상,S130A,4.0,조선물류,1.0,14.0,3440.0,(주)성광테크,CS,12.0,SN2126TS13PTPP0400,40.0,PP048A2104,16642,15.0,A,제작지연,40,S-40,HWS,113.617
15787,하이에어,정상,S130A,4.0,조선물류,1.0,5.0,608.0,성일SIM함안공장,CS,6.0,SN2126TS13PTPP0400,40.0,PP048A2104,16643,19.0,A,제작지연,40,S-40,HWS,37.087
15788,하이에어,정상,S130A,4.0,조선물류,1.0,5.0,1249.0,성일SIM함안공장,CS,6.0,SN2126TS130APP0300,40.0,PP038A2104,16644,17.0,A,제작지연,30,S-40,HWS,48.701
15789,하이에어,정상,S130A,4.0,조선물류,1.0,6.0,1547.0,성일SIM함안공장,CS,7.0,SN2126TS13PTPP0400,40.0,PP048A2104,16645,19.0,A,제작지연,40,S-40,PM,60.6
15790,하이에어,정상,S130A,6.0,조선물류,1.0,4.0,1083.0,성일SIM함안공장,CS,5.0,SN2126TS130APP0300,40.0,PP038A2104,16646,9.0,A,제작지연,30,S-40,PM,78.531
15791,하이에어,정상,S130A,6.0,조선물류,1.0,6.0,2924.0,성일SIM함안공장,CS,7.0,SN2126TS13PTPP0400,40.0,PP048A2104,16647,17.0,A,제작지연,40,S-40,PM,134.507
15792,하이에어,정상,S130A,6.0,조선물류,1.0,4.0,574.0,성일SIM함안공장,CS,5.0,SN2126TS13PTPP0400,40.0,PP048A2104,16648,19.0,A,제작지연,40,S-40,PM,49.94600000000001
15793,건일산업(주),정상,S130A,2.0,조선물류,1.0,2.0,5102.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048B2104,16649,19.0,B,제작지연,40,S-80,AI,45.613
15794,하이에어,정상,S130A,2.0,조선물류,1.0,5.0,5312.0,성일SIM함안공장,CS,6.0,SN2126TS130APP0300,60.0,PP035B2104,16650,13.0,B,제작지연,30,S-80,AI,48.826
15795,(주)성광테크,정상,S130A,1.0,조선물류,1.0,1.0,100.0,(주)성광테크,CS,2.0,SN2126TS13PTPP0400,40.0,PP048B1105,16651,22.0,B,제작지연,40,S-80,AI,1.324
15796,삼녹,정상,S130A,2.0,조선물류,1.0,9.0,1796.0,성일SIM함안공장,CS,10.0,SN2126TS130APP0300,60.0,PP035B2104,16652,13.0,B,제작지연,30,S-80,DH,29.081
15797,삼녹,준긴급,S130A,2.0,조선물류,1.0,7.0,2274.0,건일산업(주),CS,8.0,SN2126TS130APP0300,60.0,PP032B2204,16653,17.0,B,기타,30,S-80,DH,31.385
15798,삼녹,준긴급,S130A,2.0,조선물류,1.0,3.0,4609.0,건일산업(주),CS,4.0,SN2126TS130APP0300,60.0,PP032B2204,16654,13.0,B,기타,30,S-80,DH,40.778
15799,삼녹,정상,S130A,2.0,조선물류,1.0,9.0,1796.0,성일SIM함안공장,CS,10.0,SN2126TS130APP0300,60.0,PP035B2104,16655,13.0,B,제작지연,30,S-80,DH,29.111
15801,삼녹,준긴급,S130A,2.0,조선물류,1.0,3.0,4559.0,건일산업(주),CS,4.0,SN2126TS130APP0300,60.0,PP032B2204,16657,13.0,B,기타,30,S-80,DH,40.404
15802,삼녹,준긴급,S130A,2.0,조선물류,1.0,7.0,3527.0,건일산업(주),CS,8.0,SN2126TS130APP0300,60.0,PP032B2204,16658,17.0,B,기타,30,S-80,DH,47.668
15803,삼녹,정상,S130A,2.0,조선물류,1.0,6.0,955.0,(주)성광테크,CS,7.0,SN2126T1S200PP0500,40.0,PP058B2204,16659,5.0,B,제작지연,50,S-80,DH,18.585
15804,삼녹,준긴급,S130A,2.0,조선물류,1.0,8.0,3194.0,건일산업(주),CS,9.0,SN2126TS130APP0300,60.0,PP032B2204,16660,13.0,B,기타,30,S-80,DH,37.945
15805,건일산업(주),준긴급,S130A,3.0,조선물류,1.0,2.0,4587.0,건일산업(주),CS,3.0,SN2126TS130APP0300,60.0,PP032B1204,16661,17.0,B,기타,30,S-80,CDM,73.163
15806,건일산업(주),준긴급,S130A,2.0,조선물류,1.0,4.0,2373.0,건일산업(주),CS,5.0,SN2126TS130APP0300,60.0,PP032B2204,16662,18.0,B,기타,30,S-160,CDW,36.99800000000001
15807,건일산업(주),준긴급,S130A,2.0,조선물류,1.0,5.0,4881.0,건일산업(주),CS,6.0,SN2126TS130APP0300,60.0,PP032B2204,16663,8.0,B,기타,30,S-160,CDW,62.559
15808,건일산업(주),정상,S130A,3.0,조선물류,1.0,5.0,1607.0,건일산업(주),CS,6.0,SN2126TS13PTPP0400,40.0,PP048B2104,16664,22.0,B,제작지연,40,S-80,CDM,39.958
15809,건일산업(주),정상,S130A,3.0,조선물류,1.0,5.0,964.0,건일산업(주),CS,6.0,SN2126TS13PTPP0400,40.0,PP048B1104,16665,17.0,B,기타,40,S-40,CDM,31.467
15810,건일산업(주),정상,S130A,3.0,조선물류,1.0,4.0,3624.0,건일산업(주),CS,5.0,SN2126TS13PTPP0400,40.0,PP048B1104,16666,18.0,B,기타,40,S-80,CDM,101.114
15811,건일산업(주),정상,S130A,3.0,조선물류,1.0,7.0,1514.0,건일산업(주),CS,8.0,SN2126TS13PTPP0400,40.0,PP048B2104,16667,17.0,B,기타,40,S-80,CDM,68.694
15812,하이에어,정상,S130A,4.0,조선물류,1.0,4.0,2214.0,성일SIM함안공장,CS,5.0,SN2126TS130APP0300,60.0,PP035B2104,16668,13.0,B,제작지연,30,S-40,HWS,66.058
15813,하이에어,정상,S130A,6.0,조선물류,1.0,1.0,1916.0,성일SIM함안공장,CS,2.0,SN2126T1S200PP0500,40.0,PP058B2104,16670,13.0,B,제작지연,50,S-40,HWR,64.086
15816,건일산업(주),준긴급,S130B,1.5,조선물류,1.0,8.0,938.0,건일산업(주),CS,9.0,SN2126TS130BPP0300,40.0,PP032B2105,16673,14.0,B,LT부족,30,S-XXS,MT,29.312
15817,하이에어,정상,S130B,1.5,조선물류,1.0,7.0,90.0,성일SIM함안공장,CS,8.0,SN2126TS13PTPP0400,40.0,PP048A2105,16674,15.0,A,제작지연,40,S-XXS,MT,23.745
15818,하이에어,정상,S130B,1.0,조선물류,1.0,6.0,2624.0,성일SIM함안공장,CS,7.0,SN2126T1S200PP0500,40.0,PP058A2105,16675,19.0,A,제작지연,50,S-XXS,MT,34.666
15819,건일산업(주),정상,S130B,2.0,조선물류,1.0,5.0,1300.0,건일산업(주),CS,6.0,SN2126TS13PTPP0400,40.0,PP048A2104,16676,15.0,A,제작지연,40,S-80,MT,16.829
15820,건일산업(주),준긴급,S130B,2.0,조선물류,1.0,9.0,3246.0,건일산업(주),CS,10.0,SN2126TS130BPP0300,40.0,PP048A2104,16677,15.0,A,LT부족,40,S-80,MT,51.011
15821,건일산업(주),정상,S130B,2.0,조선물류,1.0,3.0,1478.0,건일산업(주),CS,5.0,SN2126TS13PTPP0400,40.0,PP048A2104,16678,15.0,A,기타,40,S-80,MT,20.645
15822,하이에어,정상,S130B,2.0,조선물류,1.0,4.0,851.0,성일SIM함안공장,CS,5.0,SN2126TS13PTPP0400,40.0,PP048A1104,16679,15.0,A,제작지연,40,S-80,MT,13.147
15823,하이에어,정상,S130B,2.0,조선물류,1.0,3.0,2720.0,성일SIM함안공장,CS,4.0,SN2126TS13PTPP0400,40.0,PP048A2104,16680,15.0,A,제작지연,40,S-80,MT,27.406
15824,하이에어,정상,S130B,2.0,조선물류,1.0,1.0,2506.0,성일SIM함안공장,CS,2.0,SN2126T1S200PP0500,40.0,PP058A2104,16681,12.0,A,제작지연,50,S-80,MT,19.645
15825,건일산업(주),정상,S130B,3.0,조선물류,1.0,0.0,3358.0,건일산업(주),CS,1.0,SN2126T1S200PP0500,40.0,PP058A2204,16682,9.0,A,제작지연,50,S-80,PL,51.277
15826,하이에어,정상,S130B,2.0,조선물류,1.0,9.0,2973.0,건일산업(주),CS,10.0,SN2126TS130BPP0300,40.0,PP035B2104,16683,16.0,B,기타,30,S-160,CDW,48.71100000000001
15827,건일산업(주),정상,S130B,2.0,조선물류,1.0,3.0,2757.0,건일산업(주),CS,4.0,SN2126T1S200PP0500,40.0,PP058B1104,16684,15.0,B,기타,50,S-XXS,WM,40.583
15828,건일산업(주),정상,S130B,2.0,조선물류,1.0,1.0,5700.0,건일산업(주),CS,2.0,SN2126T1S200PP0500,40.0,PP058B2104,16685,16.0,B,기타,50,S-XXS,WM,78.218
15829,건일산업(주),정상,S130B,2.0,조선물류,1.0,5.0,2683.0,건일산업(주),CS,6.0,SN2126T1S200PP0500,40.0,PP058B2104,16686,15.0,B,기타,50,S-XXS,WM,54.047
15830,건일산업(주),정상,S130B,3.0,조선물류,1.0,4.0,2154.0,건일산업(주),CS,5.0,SN2126TS130BPP0300,40.0,PP035B2204,16687,13.0,B,기타,30,S-80,CDM,62.713
15831,건일산업(주),정상,S130B,3.0,조선물류,1.0,3.0,5900.0,건일산업(주),CS,4.0,SN2126TS130BPP0300,40.0,PP035B2104,16688,15.0,B,기타,30,S-80,CDM,95.743
15832,건일산업(주),정상,S130B,3.0,조선물류,1.0,2.0,4776.0,건일산업(주),CS,3.0,SN2126TS130BPP0300,40.0,PP035B2104,16689,15.0,B,기타,30,S-80,CDM,78.92
15833,건일산업(주),준긴급,S130B,3.0,조선물류,1.0,2.0,5900.0,건일산업(주),CS,3.0,SN2126TS130BPP0300,40.0,PP032B2104,16690,17.0,B,LT부족,30,S-80,CDM,99.843
15834,건일산업(주),준긴급,S130B,3.0,조선물류,1.0,1.0,5034.0,건일산업(주),CS,2.0,SN2126TS130BPP0300,40.0,PP032B1104,16691,17.0,B,LT부족,30,S-80,CDM,79.609
15835,건일산업(주),정상,S130B,3.0,조선물류,1.0,5.0,556.0,건일산업(주),CS,6.0,SN2126TS13PTPP0400,40.0,PP048B1104,16692,16.0,B,제작지연,40,S-80,CDM,29.766
15837,건일산업(주),정상,S130B,3.0,조선물류,1.0,2.0,5700.0,건일산업(주),CS,3.0,SN2126TS130BPP0300,40.0,PP035B2104,16694,13.0,B,기타,30,S-80,CDW,91.749
15838,건일산업(주),정상,S130B,3.0,조선물류,1.0,1.0,2966.0,건일산업(주),CS,2.0,SN2126TS130BPP0300,40.0,PP035B2104,16695,12.0,B,기타,30,S-80,CDW,46.091
15839,건일산업(주),준긴급,S130B,3.0,조선물류,1.0,1.0,4964.0,건일산업(주),CS,2.0,SN2126TS130BPP0300,40.0,PP032B2104,16696,16.0,B,LT부족,30,S-80,CDW,78.54
15841,건일산업(주),정상,S130B,3.0,조선물류,1.0,6.0,656.0,건일산업(주),CS,7.0,SN2126T1S200PP0500,40.0,PP05MB1104,16698,17.0,B,제작지연,50,S-80,CDW,34.033
15842,건일산업(주),정상,S130B,3.0,조선물류,1.0,6.0,1743.0,건일산업(주),CS,7.0,SN2126T1S200PP0500,40.0,PP058B2204,16699,15.0,B,기타,50,S-80,PL,60.23
15843,건일산업(주),정상,S130B,3.0,조선물류,1.0,5.0,3710.0,건일산업(주),CS,6.0,SN2126T1S200PP0500,40.0,PP058B2204,16700,13.0,B,기타,50,S-80,PL,78.82600000000002
15844,건일산업(주),정상,S130B,6.0,조선물류,1.0,3.0,5000.0,건일산업(주),CS,4.0,SN2126TS13PTPP0400,40.0,PP048B1104,16701,14.0,B,기타,40,S-80,WM,419.072
15845,건일산업(주),정상,S130B,6.0,조선물류,1.0,2.0,4162.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048B2104,16702,14.0,B,기타,40,S-80,WM,207.075
15846,건일산업(주),정상,S130B,6.0,조선물류,1.0,4.0,1090.0,건일산업(주),CS,5.0,SN2126TS13PTPP0400,40.0,PP048B2104,16703,21.0,B,기타,40,S-80,WM,94.11
15849,건일산업(주),정상,S130A,2.0,조선물류,1.0,5.0,510.0,건일산업(주),CS,6.0,SN2126TS13PTPP0400,40.0,PP048A2204,16706,14.0,A,설계보류,40,S-80,PL,14.811
15850,(주)성광테크,준긴급,S130A,4.0,조선물류,1.0,4.0,1746.0,(주)성광테크,CS,5.0,SN2126TS130APP0300,40.0,PP032A2204,16707,16.0,A,LT부족,30,S-40,PL,46.206
15851,하이에어,정상,S130A,8.0,조선물류,1.0,3.0,0.0,성일SIM함안공장,CS,4.0,SN2126TS13PTPP0400,40.0,PP048A2204,16708,23.0,A,제작지연,40,S-20,PL,57.24
15852,하이에어,정상,S130A,6.0,조선물류,1.0,4.0,373.0,성일SIM함안공장,CS,5.0,SN2126TS13PTPP0400,40.0,PP048A2204,16709,15.0,A,제작지연,40,S-40,PL,33.041
15853,건일산업(주),정상,S130A,3.0,조선물류,1.0,2.0,725.0,건일산업(주),CS,4.0,SN2126TS13PTPP0400,40.0,PP048A2204,16710,10.0,A,제작지연,40,S-80,PL,27.811
15854,삼녹,준긴급,S130A,2.0,조선물류,1.0,4.0,1159.0,(주)성광테크,CS,5.0,SN2126TS130APP0300,40.0,PP032B2204,16711,13.0,B,LT부족,30,S-80,DH,15.863
15855,삼녹,준긴급,S130A,2.0,조선물류,1.0,5.0,3517.0,(주)성광테크,CS,6.0,SN2126TS130APP0300,40.0,PP032B2204,16712,13.0,B,LT부족,30,S-80,DH,34.335
15856,(주)성광테크,준긴급,S130A,4.0,조선물류,1.0,2.0,1410.0,(주)성광테크,CS,3.0,SN2126TS130APP0300,40.0,PP032B2204,16713,15.0,B,LT부족,30,S-40,PL,30.353
15857,(주)성광테크,정상,S130A,6.0,조선물류,1.0,0.0,4004.0,(주)성광테크,CS,1.0,SN2126T1S200PP0500,40.0,PP058A2204,16714,15.0,A,제작지연,50,S-80,PM,170.41
15858,(주)성광테크,정상,S130A,6.0,조선물류,1.0,4.0,795.0,(주)성광테크,CS,5.0,SN2126T1S200PP0500,40.0,PP058B2204,16715,16.0,B,제작지연,50,S-80,PM,101.898
15859,건일산업(주),정상,S130A,6.0,조선물류,1.0,1.0,2000.0,건일산업(주),CS,2.0,SN2126T1S200PP0500,40.0,PP058B2204,16716,13.0,B,기타,50,S-80,PM,92.89
15860,하이에어,정상,S130A,2.0,조선물류,1.0,5.0,589.0,성일SIM함안공장,CS,6.0,SN2126TS13PTPP0400,40.0,PP048A2104,16717,17.0,A,제작지연,40,S-160,PL,17.096
15861,하이에어,정상,S130A,2.0,조선물류,1.0,5.0,455.0,성일SIM함안공장,CS,6.0,SN2126TS13PTPP0400,40.0,PP048A2104,16718,17.0,A,제작지연,40,S-80,PL,11.8
15862,하이에어,정상,S130B,1.0,조선물류,1.0,8.0,1849.0,성일SIM함안공장,CS,9.0,SN2126T1S200PP0500,40.0,PP058A2105,16719,8.0,A,제작지연,50,S-XXS,MT,23.596
15863,하이에어,정상,S130B,1.0,조선물류,1.0,1.0,2537.0,성일SIM함안공장,CS,2.0,SN2126T1S200PP0500,40.0,PP058A2105,16720,15.0,A,제작지연,50,S-XXS,MT,14.157
15864,건일산업(주),정상,S130B,2.0,조선물류,1.0,5.0,2224.0,건일산업(주),CS,6.0,SN2126T1S200PP0500,40.0,PP058A1204,16721,19.0,A,제작지연,50,S-80,AI,28.866
15865,(주)성광테크,정상,S130B,4.0,조선물류,1.0,3.0,1866.0,(주)성광테크,CS,4.0,SN2126TS13PTPP0400,40.0,PP048B1104,16722,11.0,B,LT부족,40,S-40,PL,41.682
15866,건일산업(주),정상,S130B,4.0,조선물류,1.0,3.0,1114.0,건일산업(주),CS,4.0,SN2126TS13PTPP0400,40.0,PP048B1104,16723,14.0,B,자재문제,40,S-40,PL,30.193
15867,하이에어,정상,S130B,4.0,조선물류,1.0,1.0,6000.0,성일SIM함안공장,CS,2.0,SN2126TS13PTPP0400,40.0,PP048B1104,16724,15.0,B,LT부족,40,S-40,PL,104.77
15868,건일산업(주),정상,S130B,4.0,조선물류,1.0,2.0,6000.0,건일산업(주),CS,3.0,SN2126TS13PTPP0400,40.0,PP048B2104,16725,10.0,B,LT부족,40,S-40,PL,105.55
15869,하이에어,정상,S130B,4.0,조선물류,1.0,2.0,5469.0,성일SIM함안공장,CS,3.0,SN2126TS13PTPP0400,40.0,PP048B2104,16726,10.0,B,제작지연,40,S-40,PL,96.962
15870,하이에어,정상,S130B,4.0,조선물류,1.0,5.0,1698.0,성일SIM함안공장,CS,6.0,SN2126TS13PTPP0400,40.0,PP048B2204,16727,19.0,B,제작지연,40,S-40,PL,56.709
15871,하이에어,정상,S130B,4.0,조선물류,1.0,6.0,1214.0,성일SIM함안공장,CS,7.0,SN2126T1S200PP0500,40.0,PP058B2204,16728,10.0,B,제작지연,50,S-40,PL,55.947
15872,하이에어,정상,S130B,20.0,조선물류,1.0,1.0,4044.0,성일SIM함안공장,LTCS,2.0,SN2126T1S200PP0500,90.0,PP058A1102,16729,18.0,A,제작지연,50,S-80,PG,1258.99
15873,(주)성광테크,정상,S130B,20.0,조선물류,1.0,8.0,2862.0,(주)성광테크,LTCS,9.0,SN2126TS130BPP0300,90.0,PP048A1102,16730,29.0,A,제작지연,40,S-80,PG,1530.74
15874,(주)성광테크,정상,S130B,20.0,조선물류,1.0,14.0,1106.0,(주)성광테크,LTCS,12.0,SN2126TS130BPP0300,90.0,PP048A1102,16731,30.0,A,제작지연,40,S-80,PG,839.382
15875,(주)성광테크,정상,S130B,20.0,조선물류,1.0,2.0,600.0,(주)성광테크,LTCS,3.0,SN2126TS130BPP0300,90.0,PP048A2102,16732,24.0,A,제작지연,40,S-80,PG,628.72
15876,(주)성광테크,정상,S130B,20.0,조선물류,1.0,9.0,1416.0,(주)성광테크,LTCS,10.0,SN2126TS130BPP0300,90.0,PP048A2102,16733,13.0,A,제작지연,40,S-80,PG,935.744
15877,(주)성광테크,정상,S130B,20.0,조선물류,1.0,15.0,300.0,(주)성광테크,LTCS,13.0,SN2126TS130BPP0300,90.0,PP048A2102,16734,16.0,A,제작지연,40,S-80,PG,1213.52
15878,건일산업(주),정상,S130B,20.0,조선물류,1.0,0.0,3958.0,건일산업(주),LTCS,1.0,SN2126T1S200PP0500,90.0,PP05RA2102,16735,21.0,A,기타,50,S-80,PG,1231.73
15879,건일산업(주),정상,S130A,14.0,조선물류,1.0,2.0,2019.0,건일산업(주),LTCS,3.0,SN2126T1S200PP0500,90.0,PP058B2203,16736,14.0,B,기타,50,S-80,PG,583.904
15880,하이에어,정상,S130A,14.0,조선물류,1.0,2.0,2341.0,성일SIM함안공장,LTCS,3.0,SN2126TS13PTPP0400,90.0,PP048B2203,16737,12.0,B,제작지연,40,S-80,PG,568.646
15881,하이에어,정상,S130A,14.0,조선물류,1.0,1.0,6000.0,성일SIM함안공장,LTCS,2.0,SN2126TS130APP0300,70.0,PP032B2203,16738,21.0,B,제작지연,30,S-80,PG,1334.29
15882,건일산업(주),준긴급,S130A,14.0,조선물류,1.0,2.0,3007.0,건일산업(주),LTCS,3.0,SN2126TS130APP0300,70.0,PP032B1203,16739,18.0,B,기타,30,S-80,PG,712.187
15883,건일산업(주),준긴급,S130A,14.0,조선물류,1.0,2.0,770.0,건일산업(주),LTCS,3.0,SN2126TS130APP0300,70.0,PP032B1203,16740,19.0,B,기타,30,S-80,PG,386.425
15884,(주)성광테크,정상,S130A,14.0,조선물류,1.0,3.0,6000.0,(주)성광테크,LTCS,4.0,SN2126TS13PTPP0400,90.0,PP048B1203,16741,17.0,B,제작지연,40,S-80,PG,1710.14
15885,하이에어,정상,S130A,14.0,조선물류,1.0,3.0,1791.0,성일SIM함안공장,LTCS,4.0,SN2126TS13PTPP0400,90.0,PP048B2203,16742,15.0,B,제작지연,40,S-80,PG,489.805
15886,건일산업(주),정상,S130A,14.0,조선물류,1.0,2.0,4430.0,건일산업(주),LTCS,3.0,SN2126T1S200PP0500,90.0,PP058B2203,16743,16.0,B,제작지연,50,S-80,PG,840.5369999999998
15887,(주)성광테크,정상,S130A,14.0,조선물류,1.0,1.0,1791.0,(주)성광테크,LTCS,2.0,SN2126TS13PTPP0400,90.0,PP048B2203,16744,20.0,B,제작지연,40,S-80,PG,415.515
15888,(주)성광테크,정상,S130A,14.0,조선물류,1.0,2.0,5424.0,(주)성광테크,LTCS,3.0,SN2126TS13PTPP0400,90.0,PP048B2203,16745,12.0,B,제작지연,40,S-80,PG,1056.1
15889,건일산업(주),정상,S130A,14.0,조선물류,1.0,2.0,4489.0,건일산업(주),LTCS,3.0,SN2126TS130APP0300,90.0,PP035B1203,16746,14.0,B,기타,30,S-80,PG,946.506
15890,(주)성광테크,정상,S130A,14.0,조선물류,1.0,2.0,348.0,(주)성광테크,LTCS,3.0,SN2126TS130APP0300,90.0,PP038B1203,16747,27.0,B,제작지연,30,S-80,PG,319.702
15891,건일산업(주),정상,S130A,14.0,조선물류,1.0,6.0,2945.0,건일산업(주),LTCS,7.0,SN2126TS130APP0300,90.0,PP035B1203,16748,14.0,B,기타,30,S-80,PG,966.923
15892,(주)성광테크,정상,S130A,14.0,조선물류,1.0,4.0,524.0,(주)성광테크,LTCS,5.0,SN2126TS130APP0300,90.0,PP038B1203,16749,29.0,B,제작지연,30,S-80,PG,532.836
15893,건일산업(주),정상,S130A,14.0,조선물류,1.0,3.0,2970.0,건일산업(주),LTCS,4.0,SN2126TS130APP0300,90.0,PP035B1203,16750,14.0,B,기타,30,S-80,PG,630.307
15894,(주)성광테크,정상,S130A,14.0,조선물류,1.0,3.0,537.0,(주)성광테크,LTCS,4.0,SN2126TS130APP0300,90.0,PP038B1203,16751,29.0,B,제작지연,30,S-80,PG,402.552
15895,건일산업(주),정상,S130A,14.0,조선물류,1.0,5.0,1649.0,건일산업(주),LTCS,6.0,SN2126TS130APP0300,90.0,PP035B1203,16752,19.0,B,기타,30,S-80,PG,572.597
15896,건일산업(주),정상,S130A,14.0,조선물류,1.0,3.0,3076.0,건일산업(주),LTCS,4.0,SN2126TS130APP0300,90.0,PP035B1203,16753,19.0,B,기타,30,S-80,PG,786.837
15897,건일산업(주),정상,S130A,14.0,조선물류,1.0,2.0,1509.0,건일산업(주),LTCS,3.0,SN2126TS130APP0300,90.0,PP035B1203,16754,16.0,B,기타,30,S-80,PG,475.338
15898,(주)성광테크,정상,S130A,14.0,조선물류,1.0,5.0,644.0,(주)성광테크,LTCS,6.0,SN2126TS130APP0300,90.0,PP038A1203,16755,30.0,A,제작지연,30,S-80,PG,461.323
15899,건일산업(주),정상,S130A,14.0,조선물류,1.0,4.0,5107.0,건일산업(주),LTCS,5.0,SN2126T1S200PP0500,90.0,PP058A1203,16756,10.0,A,기타,50,S-80,PG,1096.1
15900,(주)성광테크,정상,S130A,14.0,조선물류,1.0,5.0,654.0,(주)성광테크,LTCS,6.0,SN2126TS130APP0300,90.0,PP038A1203,16757,30.0,A,제작지연,30,S-80,PG,462.904
15901,(주)성광테크,정상,S130A,14.0,조선물류,1.0,4.0,5107.0,(주)성광테크,LTCS,5.0,SN2126T1S200PP0500,90.0,PP058A1203,16758,12.0,A,제작지연,50,S-80,PG,1096.1
15902,(주)성광테크,정상,S130A,14.0,조선물류,1.0,4.0,644.0,(주)성광테크,LTCS,5.0,SN2126TS130APP0300,90.0,PP038A1203,16759,30.0,A,제작지연,30,S-80,PG,367.98800000000006
15903,(주)성광테크,정상,S130A,14.0,조선물류,1.0,4.0,5107.0,(주)성광테크,LTCS,5.0,SN2126T1S200PP0500,90.0,PP058A1203,16760,12.0,A,제작지연,50,S-80,PG,1096.1
15904,(주)성광테크,정상,S130A,14.0,조선물류,1.0,4.0,644.0,(주)성광테크,LTCS,5.0,SN2126TS130APP0300,90.0,PP038A1203,16761,24.0,A,제작지연,30,S-80,PG,368.197
15905,하이에어,정상,S130A,14.0,조선물류,1.0,4.0,5082.0,성일SIM함안공장,LTCS,5.0,SN2126T1S200PP0500,90.0,PP058A1203,16762,9.0,A,제작지연,50,S-80,PG,1092.15
15906,하이에어,정상,S130A,14.0,조선물류,1.0,4.0,5107.0,성일SIM함안공장,LTCS,5.0,SN2126T1S200PP0500,90.0,PP058A1203,16764,9.0,A,제작지연,50,S-80,PG,1096.1
15907,건일산업(주),정상,S130B,12.0,조선물류,1.0,1.0,2063.0,건일산업(주),LTCS,2.0,SN2126T1S200PP0500,90.0,PP058B1103,16766,12.0,B,기타,50,T-36,PG,710.6239999999998
15908,건일산업(주),정상,S130B,12.0,조선물류,1.0,3.0,1483.0,건일산업(주),LTCS,4.0,SN2126T1S200PP0500,90.0,PP05RB1103,16767,16.0,B,기타,50,T-36,PG,700.1489999999999
