,Emergency,ApplyLeadTime,STG,Service,DIA,Length,Pass,Sch,Material,Weight,MemberCount,JointCount,Making_Co,MakingLT
4940,0.0,정상,30,CHS,16.0,1005.0,A,S-40,CS,427.864,7.0,6.0,성일SIM함안공장,45.0
4941,1.0,정상,30,CHS,0.5,132.0,A,S-80,CS,0.214,1.0,0.0,(주)성광테크,14.0
4942,1.0,정상,30,CHS,1.0,170.0,A,S-80,CS,1.951,2.0,1.0,성일SIM함안공장,17.0
4943,1.0,정상,50,AU,1.0,5202.0,A,S-80,CS,16.854,1.0,0.0,(주)성광테크,13.0
4944,1.0,정상,30,AU,1.0,381.0,A,S-80,CS,1.234,1.0,0.0,(주)성광테크,14.0
4945,1.0,정상,50,N,1.0,5202.0,A,S-80,CS,16.854,1.0,0.0,(주)성광테크,13.0
4946,1.0,정상,30,N,1.0,236.0,A,S-80,CS,1.709,3.0,2.0,(주)성광테크,23.0
4947,1.0,정상,30,N,0.75,75.0,A,S-80,CS,1.065,2.0,1.0,(주)성광테크,14.0
4948,1.0,정상,30,CHS,1.0,252.0,A,S-80,CS,3.089,5.0,4.0,(주)성광테크,18.0
4949,1.0,정상,40,FWL,1.0,206.0,A,S-160,CS,4.3210000000000015,5.0,4.0,성일SIM함안공장,32.0
4950,1.0,정상,50,FWL,1.0,4813.0,A,S-160,CS,26.164,4.0,3.0,건일산업(주),21.0
4951,1.0,최소,50,RN,0.75,75.0,A,S-160,CS,1.518,2.0,1.0,건일산업(주),6.0
4952,1.0,정상,40,RN,48.0,2171.0,A,T-30.18,LTCS,5777.81,6.0,5.0,(주)성광테크,51.0
4953,0.0,정상,30,RN,30.0,6000.0,A,S-30,LTCS,3161.73,6.0,5.0,성일SIM함안공장,45.0
4954,1.0,정상,30,RN,30.0,4097.0,A,S-30,LTCS,2402.73,6.0,5.0,(주)성광테크,25.0
4955,1.0,정상,40,RN,30.0,3405.0,A,S-30,LTCS,3452.0,18.0,23.0,(주)성광테크,50.0
4956,0.0,정상,30,RN,0.5,75.0,A,S-160,LTCS,1.346,2.0,1.0,성일SIM함안공장,37.0
4957,0.0,정상,30,RN,0.5,75.0,A,S-160,LTCS,1.346,2.0,1.0,성일SIM함안공장,37.0
4958,0.0,정상,30,RN,30.0,3586.0,A,S-30,LTCS,2081.21,6.0,5.0,성일SIM함안공장,50.0
4959,1.0,정상,40,RN,42.0,4325.0,A,T-37,LTCS,7611.11,24.0,38.0,(주)성광테크,56.0
4960,1.0,정상,50,RN,42.0,3673.0,A,T-37,LTCS,8130.08,5.0,4.0,성일SIM함안공장,44.0
4961,1.0,정상,40,RN,42.0,1295.0,A,T-37,LTCS,3539.65,4.0,3.0,(주)성광테크,39.0
4962,1.0,정상,50,RN,48.0,5302.0,A,T-23.83,LTCS,7982.37,5.0,4.0,건일산업(주),49.0
4963,1.0,정상,40,RN,30.0,1581.0,A,S-30,LTCS,915.575,10.0,12.0,성일SIM함안공장,39.0
4964,1.0,정상,30,RN,0.5,75.0,A,S-160,LTCS,1.346,2.0,1.0,(주)성광테크,21.0
4965,1.0,정상,40,RN,48.0,6000.0,A,T-23.83,LTCS,7347.04,6.0,5.0,(주)성광테크,42.0
4966,1.0,정상,40,RN,48.0,1855.0,A,T-23.83,LTCS,3461.26,4.0,3.0,(주)성광테크,32.0
4967,1.0,정상,40,RN,48.0,2008.0,A,T-23.83,LTCS,2110.38,2.0,1.0,(주)성광테크,39.0
4968,1.0,정상,40,RN,48.0,1004.0,A,T-23.83,LTCS,3489.1,6.0,5.0,(주)성광테크,32.0
4969,1.0,정상,40,RN,48.0,3278.0,A,T-23.83,LTCS,3042.22,7.0,9.0,(주)성광테크,32.0
4970,1.0,정상,30,RN,0.5,75.0,A,S-160,LTCS,1.346,2.0,1.0,(주)성광테크,21.0
4971,1.0,정상,40,RN,48.0,2347.0,A,T-23.83,LTCS,5024.76,10.0,12.0,(주)성광테크,49.0
4972,1.0,정상,40,RN,48.0,2478.0,A,T-23.83,LTCS,3905.54,4.0,3.0,(주)성광테크,49.0
4973,1.0,정상,40,RN,48.0,5500.0,A,T-23.83,LTCS,4457.74,17.0,19.0,(주)성광테크,39.0
4974,1.0,정상,40,RN,48.0,4087.0,A,T-23.83,LTCS,5035.68,4.0,3.0,성일SIM함안공장,25.0
4975,1.0,정상,40,RN,48.0,5429.0,A,T-30.18,LTCS,4842.42,9.0,8.0,성일SIM함안공장,32.0
4976,1.0,정상,40,RN,48.0,1712.0,A,T-30.18,LTCS,2600.24,7.0,9.0,(주)성광테크,32.0
4977,1.0,정상,30,RN,2.0,350.0,A,S-80,LTCS,8.418,4.0,3.0,(주)성광테크,23.0
4978,1.0,정상,30,RN,2.0,400.0,A,S-80,LTCS,14.097,5.0,4.0,(주)성광테크,21.0
4979,1.0,정상,50,DH,8.0,0.0,B,S-20,CS,142.47799999999995,5.0,4.0,건일산업(주),33.0
4980,0.0,정상,30,DH,6.0,0.0,B,S-40,CS,162.561,13.0,12.0,성일SIM함안공장,31.0
4981,1.0,정상,50,DH,8.0,0.0,B,S-20,CS,162.483,11.0,10.0,건일산업(주),32.0
4982,1.0,정상,50,DH,8.0,0.0,B,S-20,CS,163.984,3.0,2.0,건일산업(주),32.0
4983,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,36.556,9.0,8.0,성일SIM함안공장,30.0
4984,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,37.064,11.0,10.0,성일SIM함안공장,31.0
4985,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,36.631,9.0,8.0,성일SIM함안공장,30.0
4986,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,35.06,9.0,8.0,성일SIM함안공장,31.0
4987,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,35.3,9.0,8.0,성일SIM함안공장,30.0
4988,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,35.165,9.0,8.0,성일SIM함안공장,31.0
4989,0.0,정상,30,DH,6.0,0.0,B,S-40,CS,45.096,9.0,8.0,성일SIM함안공장,31.0
4990,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,47.457,9.0,8.0,성일SIM함안공장,31.0
4991,0.0,정상,30,DH,6.0,0.0,B,S-40,CS,40.383,10.0,9.0,성일SIM함안공장,31.0
4992,1.0,정상,50,DH,8.0,0.0,B,S-20,CS,143.569,5.0,4.0,건일산업(주),33.0
4993,1.0,정상,30,DN,2.0,0.0,A,S-80,CS,9.534,3.0,0.0,(주)성광테크,23.0
4994,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,33.152,8.0,7.0,성일SIM함안공장,30.0
4995,0.0,정상,30,DH,1.0,0.0,B,S-80,CS,4.8889999999999985,7.0,0.0,성일SIM함안공장,49.0
4996,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,63.75,13.0,12.0,성일SIM함안공장,49.0
4997,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,59.856,12.0,11.0,성일SIM함안공장,31.0
4998,1.0,정상,50,DH,1.0,0.0,B,S-80,CS,4.872,2.0,0.0,건일산업(주),31.0
4999,1.0,정상,30,DN,2.0,0.0,A,S-80,CS,9.534,3.0,0.0,(주)성광테크,23.0
5000,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,31.693,8.0,7.0,성일SIM함안공장,30.0
5001,0.0,정상,30,DH,1.0,0.0,B,S-80,CS,22.101,7.0,0.0,성일SIM함안공장,43.0
5002,0.0,정상,30,DH,4.0,0.0,B,S-40,CS,42.349,7.0,6.0,성일SIM함안공장,31.0
5003,1.0,정상,40,DN,2.0,0.0,A,S-80,CS,10.841,5.0,0.0,건일산업(주),31.0
5004,1.0,정상,40,DN,2.0,0.0,A,S-80,CS,10.841,5.0,0.0,건일산업(주),31.0
5005,0.0,정상,30,DH,1.0,0.0,B,S-80,CS,5.867000000000001,3.0,0.0,성일SIM함안공장,49.0
5006,1.0,정상,40,DH,0.75,101.0,A,S-80S,SS,0.992,2.0,1.0,삼성중공업(주)거제,56.0
5007,1.0,정상,40,DH,0.75,120.0,A,S-80S,SS,3.202,7.0,6.0,삼성중공업(주)거제,56.0
5008,1.0,정상,30,DH,0.75,222.0,A,S-80S,SS,1.7280000000000002,4.0,3.0,건일산업(주),24.0
5009,1.0,정상,40,DH,0.75,222.0,A,S-80S,SS,1.508,3.0,2.0,삼성중공업(주)거제,52.0
5010,1.0,정상,40,DH,0.75,428.0,A,S-80S,SS,3.588,7.0,6.0,삼성중공업(주)거제,52.0
5011,1.0,정상,30,DH,0.75,229.0,A,S-80S,SS,1.038,3.0,2.0,삼성중공업(주)거제,34.0
5012,1.0,정상,30,DH,0.75,229.0,A,S-80S,SS,1.038,3.0,2.0,삼성중공업(주)거제,34.0
5013,1.0,정상,40,DH,0.75,428.0,A,S-80S,SS,3.588,7.0,6.0,삼성중공업(주)거제,52.0
5014,1.0,정상,30,DH,0.75,229.0,A,S-80S,SS,1.038,3.0,2.0,삼성중공업(주)거제,38.0
5015,1.0,정상,30,DH,0.75,229.0,A,S-80S,SS,1.038,3.0,2.0,삼성중공업(주)거제,38.0
5016,1.0,정상,30,VA,2.0,3860.0,A,S-10S,SS,23.841,7.0,5.0,삼성중공업(주)거제,38.0
5017,0.0,정상,30,VA,2.0,5476.0,A,S-10S,SS,37.16,8.0,5.0,건일산업(주),20.0
5018,1.0,정상,30,VA,2.0,2349.0,A,S-10S,SS,24.822,7.0,5.0,삼성중공업(주)거제,45.0
5019,1.0,정상,30,VA,2.0,1598.0,A,S-10S,SS,17.307000000000002,8.0,6.0,삼성중공업(주)거제,38.0
5020,0.0,정상,30,VA,2.0,5678.0,A,S-10S,SS,37.762,8.0,5.0,건일산업(주),20.0
5022,1.0,정상,30,WD,1.0,501.0,A,S-80S,SS,1.649,1.0,0.0,삼성중공업(주)거제,45.0
5023,1.0,정상,40,FGH,4.0,3301.0,A,S-40S,SS,98.822,14.0,15.0,삼성중공업(주)거제,57.0
5024,1.0,정상,40,FGH,4.0,1811.0,A,S-40S,SS,71.654,6.0,5.0,삼성중공업(주)거제,56.0
5025,1.0,정상,40,FGH,4.0,170.0,A,S-40S,SS,33.761,4.0,3.0,삼성중공업(주)거제,50.0
5028,1.0,정상,50,WD,1.0,3770.0,A,S-80S,SS,13.51,3.0,2.0,삼성중공업(주)거제,37.0
5030,1.0,정상,30,WD,1.0,391.0,A,S-80S,SS,1.287,1.0,0.0,삼성중공업(주)거제,45.0
5031,1.0,정상,30,WD,1.0,401.0,A,S-80S,SS,1.32,1.0,0.0,삼성중공업(주)거제,45.0
5032,1.0,정상,30,WD,1.0,1232.0,A,S-80S,SS,8.964,4.0,2.0,삼성중공업(주)거제,51.0
5033,1.0,정상,50,WD,1.0,5202.0,A,S-80S,SS,17.119,1.0,0.0,건일산업(주),15.0
5034,1.0,정상,30,WD,1.0,381.0,A,S-80S,SS,1.254,1.0,0.0,삼성중공업(주)거제,45.0
5035,1.0,정상,30,FW,4.0,0.0,A,T-6.35,CN,13.0,2.0,1.0,부흥,26.0
5036,1.0,정상,30,FW,6.0,6000.0,A,T-6.35,CN,236.556,4.0,2.0,부흥,26.0
5037,1.0,정상,30,FW,6.0,2071.0,B,T-6.35,CN,85.234,5.0,3.0,부흥,21.0
5038,1.0,정상,30,FW,6.0,6000.0,B,T-6.35,CN,253.813,4.0,3.0,부흥,21.0
5039,1.0,정상,30,FW,6.0,2187.0,B,T-6.35,CN,103.493,4.0,3.0,부흥,21.0
5040,1.0,정상,30,FW,6.0,6000.0,A,T-6.35,CN,188.63,3.0,1.0,부흥,22.0
5041,1.0,정상,30,FW,4.0,0.0,A,T-6.35,CN,13.0,2.0,1.0,부흥,26.0
5042,1.0,정상,50,FW,6.0,3744.0,B,T-6.35,CN,166.393,5.0,3.0,부흥,18.0
5043,1.0,준긴급,30,FW,6.0,6000.0,B,T-6.35,CN,243.114,4.0,3.0,부흥,30.0
5044,1.0,준긴급,30,FW,6.0,1169.0,B,T-6.35,CN,55.606,5.0,3.0,부흥,11.0
5045,1.0,정상,50,CHS,28.0,6000.0,A,S-STD,CS,989.16,1.0,0.0,(주)성광테크,18.0
5046,1.0,정상,30,CHS,28.0,1766.0,B,S-STD,CS,528.933,2.0,1.0,성일SIM함안공장,17.0
5047,1.0,정상,30,CHS,28.0,3398.0,B,S-STD,CS,646.953,4.0,3.0,성일SIM함안공장,18.0
5048,1.0,정상,50,RN,0.5,75.0,B,S-160,CS,1.446,2.0,1.0,(주)성광테크,18.0
5049,1.0,정상,50,RN,0.5,75.0,B,S-160,CS,1.446,2.0,1.0,(주)성광테크,18.0
5050,1.0,정상,40,AI,0.75,1214.0,A,S-80,CS,3.537,4.0,3.0,성일SIM함안공장,11.0
5051,1.0,정상,40,AI,0.75,1518.0,A,S-80,CS,11.435,6.0,5.0,성일SIM함안공장,11.0
5052,1.0,정상,40,AI,0.75,1477.0,A,S-80,CS,5.029,6.0,5.0,성일SIM함안공장,11.0
5053,1.0,정상,40,VA,0.75,547.0,A,S-80,CS,8.613999999999999,10.0,9.0,성일SIM함안공장,15.0
5054,1.0,정상,40,AI,1.0,1261.0,A,S-80,CS,4.686,2.0,1.0,(주)성광테크,16.0
5055,1.0,정상,40,AI,1.0,1713.0,A,S-80,CS,18.762,9.0,8.0,(주)성광테크,14.0
5056,1.0,정상,40,AI,1.0,2155.0,A,S-80,CS,11.979,5.0,4.0,(주)성광테크,16.0
5057,1.0,정상,40,AI,1.0,522.0,A,S-80,CS,4.9060000000000015,6.0,5.0,(주)성광테크,16.0
5058,1.0,정상,30,AU,1.0,917.0,A,S-80,CS,7.039,5.0,4.0,성일SIM함안공장,17.0
5059,1.0,정상,30,AU,1.0,271.0,A,S-80,CS,2.155,3.0,2.0,성일SIM함안공장,51.0
5060,1.0,정상,30,N,1.0,535.0,A,S-80,CS,5.2120000000000015,5.0,4.0,성일SIM함안공장,17.0
5061,1.0,정상,30,N,1.0,100.0,A,S-80,CS,0.324,1.0,0.0,성일SIM함안공장,17.0
5062,1.0,정상,30,N,1.0,209.0,A,S-80,CS,2.629,5.0,4.0,성일SIM함안공장,32.0
5063,1.0,정상,30,N,0.75,75.0,A,S-80,CS,1.065,2.0,1.0,성일SIM함안공장,17.0
5064,1.0,정상,40,CWR,2.0,762.0,A,S-80,CS,26.556,18.0,17.0,(주)성광테크,25.0
5065,1.0,정상,40,CWR,0.75,75.0,A,S-80,CS,1.065,2.0,1.0,(주)성광테크,14.0
5066,1.0,정상,40,CWR,1.0,150.0,A,S-80,CS,3.173,6.0,5.0,(주)성광테크,39.0
5067,1.0,정상,40,CWR,0.75,78.0,A,S-80,CS,1.072,2.0,1.0,(주)성광테크,14.0
5068,1.0,정상,40,CWR,2.0,762.0,A,S-80,CS,24.692,18.0,17.0,(주)성광테크,37.0
5069,1.0,정상,40,CWR,0.75,75.0,A,S-80,CS,1.065,2.0,1.0,성일SIM함안공장,11.0
5070,1.0,정상,40,CWR,1.0,150.0,A,S-80,CS,3.173,6.0,5.0,성일SIM함안공장,18.0
5071,1.0,정상,40,CWR,0.75,78.0,A,S-80,CS,1.072,2.0,1.0,성일SIM함안공장,11.0
5072,1.0,정상,40,NH,2.0,2408.0,A,S-80,CS,37.204,6.0,5.0,건일산업(주),27.0
5073,1.0,정상,40,NH,2.0,1785.0,A,S-80,CS,16.052,3.0,2.0,건일산업(주),23.0
5074,1.0,정상,30,CHS,10.0,6546.0,A,S-20,CS,348.8730000000001,3.0,2.0,성일SIM함안공장,26.0
5075,1.0,정상,50,AU,2.0,5300.0,A,S-80,CS,39.644,1.0,0.0,(주)성광테크,17.0
5076,1.0,정상,30,AU,2.0,6000.0,A,S-80,CS,56.523,5.0,4.0,성일SIM함안공장,17.0
5077,1.0,정상,30,AU,2.0,4942.0,A,S-80,CS,44.87600000000001,6.0,5.0,성일SIM함안공장,18.0
5078,1.0,정상,30,CHS,2.0,5500.0,A,S-80,CS,41.14,1.0,0.0,성일SIM함안공장,18.0
5079,1.0,정상,30,CHS,2.0,6000.0,A,S-80,CS,51.527,4.0,3.0,성일SIM함안공장,26.0
5080,1.0,정상,50,CHS,2.0,5300.0,A,S-80,CS,39.644,1.0,0.0,(주)성광테크,17.0
5081,1.0,정상,30,CHS,2.0,6000.0,A,S-80,CS,44.88,1.0,0.0,성일SIM함안공장,18.0
5082,1.0,정상,50,N,2.0,5300.0,A,S-80,CS,39.644,1.0,0.0,(주)성광테크,17.0
5083,1.0,정상,30,N,2.0,6000.0,A,S-80,CS,55.437,5.0,4.0,성일SIM함안공장,17.0
5084,1.0,정상,30,N,2.0,4403.0,A,S-80,CS,38.9,5.0,4.0,성일SIM함안공장,18.0
5085,1.0,정상,30,FGH,4.0,5000.0,A,S-80,CS,116.34,3.0,2.0,(주)성광테크,24.0
5086,1.0,정상,40,AI,2.0,6000.0,B,S-80,CS,52.399,5.0,4.0,성일SIM함안공장,18.0
5087,1.0,정상,40,AI,2.0,2034.0,B,S-80,CS,33.644,9.0,8.0,성일SIM함안공장,21.0
5088,1.0,정상,40,AI,2.0,1043.0,B,S-80,CS,28.31,7.0,6.0,성일SIM함안공장,18.0
5089,1.0,정상,40,AI,2.0,5424.0,B,S-80,CS,53.188,8.0,7.0,성일SIM함안공장,21.0
5090,1.0,정상,30,AU,2.0,2391.0,B,S-80,CS,32.073,8.0,7.0,(주)성광테크,18.0
5091,1.0,정상,30,AU,2.0,1887.0,B,S-80,CS,18.585,2.0,1.0,(주)성광테크,22.0
5092,1.0,정상,30,AU,2.0,2410.0,B,S-80,CS,25.045,5.0,4.0,(주)성광테크,18.0
5093,1.0,정상,30,AU,2.0,4693.0,B,S-80,CS,54.842,12.0,11.0,(주)성광테크,18.0
5094,1.0,정상,30,CHS,2.0,3492.0,B,S-80,CS,31.75,4.0,3.0,(주)성광테크,18.0
5095,1.0,정상,30,CHS,2.0,2096.0,B,S-80,CS,26.753,5.0,4.0,(주)성광테크,22.0
5096,1.0,정상,30,CHS,2.0,2528.0,B,S-80,CS,34.378,7.0,6.0,(주)성광테크,18.0
5097,1.0,정상,40,CWR,2.0,3138.0,B,S-80,CS,38.063,6.0,5.0,성일SIM함안공장,24.0
5098,1.0,정상,30,CWR,2.0,2700.0,B,S-80,CS,20.196,1.0,0.0,(주)성광테크,15.0
5099,1.0,정상,40,CWS,2.0,2888.0,B,S-80,CS,34.697,6.0,5.0,성일SIM함안공장,18.0
5100,1.0,정상,30,CWS,2.0,2700.0,B,S-80,CS,20.196,1.0,0.0,(주)성광테크,15.0
5101,1.0,정상,30,N,2.0,2391.0,B,S-80,CS,31.693,7.0,6.0,(주)성광테크,18.0
5102,1.0,정상,30,N,2.0,2096.0,B,S-80,CS,21.328000000000007,2.0,1.0,(주)성광테크,22.0
5103,1.0,정상,30,N,2.0,2260.0,B,S-80,CS,23.923,5.0,4.0,(주)성광테크,18.0
5104,1.0,정상,30,N,2.0,4693.0,B,S-80,CS,48.006,9.0,8.0,(주)성광테크,22.0
5105,1.0,정상,30,N,1.0,418.0,B,S-80,CS,4.334,2.0,1.0,(주)성광테크,21.0
5106,1.0,정상,40,DH,2.0,1780.0,B,S-80,CS,27.078000000000007,6.0,5.0,성일SIM함안공장,21.0
5107,1.0,정상,40,DH,2.0,1633.0,B,S-80,CS,25.963,6.0,5.0,성일SIM함안공장,21.0
5108,1.0,정상,30,FGH,4.0,2246.0,B,S-80,CS,97.326,4.0,3.0,(주)성광테크,31.0
5109,1.0,정상,30,FGH,4.0,1785.0,B,S-80,CS,74.984,4.0,3.0,(주)성광테크,28.0
5110,1.0,정상,40,DH,2.0,950.0,B,S-80,CS,16.187,5.0,4.0,성일SIM함안공장,21.0
5111,1.0,정상,50,CHS,10.0,2026.0,A,S-20,CS,146.546,4.0,3.0,(주)성광테크,37.0
5112,1.0,정상,40,AI,2.0,1229.0,A,S-80,CS,22.598000000000006,10.0,9.0,(주)성광테크,25.0
5113,1.0,정상,40,AI,2.0,2318.0,A,S-80,CS,27.391,5.0,4.0,(주)성광테크,23.0
5114,1.0,정상,40,CWR,2.0,940.0,A,S-80,CS,13.444,6.0,5.0,(주)성광테크,32.0
5115,1.0,정상,40,CWR,2.0,1302.0,A,S-80,CS,16.846,5.0,4.0,(주)성광테크,23.0
5116,1.0,정상,40,CWR,2.0,938.0,A,S-80,CS,13.444,6.0,5.0,성일SIM함안공장,18.0
5117,1.0,정상,40,CWR,2.0,186.0,A,S-80,CS,4.0280000000000005,4.0,3.0,성일SIM함안공장,21.0
5118,1.0,정상,40,CWS,2.0,1061.0,A,S-80,CS,13.306,3.0,2.0,성일SIM함안공장,18.0
5119,1.0,정상,40,CWS,2.0,1083.0,A,S-80,CS,19.08,6.0,5.0,성일SIM함안공장,18.0
5120,1.0,정상,40,CWS,2.0,626.0,A,S-80,CS,19.256,9.0,8.0,성일SIM함안공장,21.0
5121,1.0,정상,50,CWS,0.75,75.0,A,S-80,CS,1.065,2.0,1.0,성일SIM함안공장,11.0
5122,1.0,정상,40,CWS,2.0,445.0,A,S-80,CS,4.229,2.0,1.0,성일SIM함안공장,15.0
5123,1.0,정상,40,CWS,2.0,1083.0,A,S-80,CS,19.08,6.0,5.0,성일SIM함안공장,18.0
5124,1.0,정상,40,CWS,2.0,626.0,A,S-80,CS,19.256,9.0,8.0,성일SIM함안공장,21.0
5125,1.0,정상,40,CWS,0.75,75.0,A,S-80,CS,1.065,2.0,1.0,성일SIM함안공장,11.0
5126,1.0,정상,50,DH,2.0,3141.0,A,S-80,CS,28.899,3.0,2.0,(주)성광테크,34.0
5127,1.0,정상,40,DH,2.0,2816.0,A,S-80,CS,43.168,10.0,9.0,성일SIM함안공장,23.0
5128,1.0,정상,30,DH,2.0,873.0,A,S-80,CS,19.354,9.0,8.0,성일SIM함안공장,45.0
5129,1.0,정상,50,DH,2.0,3356.0,A,S-80,CS,38.825,8.0,7.0,(주)성광테크,24.0
5130,1.0,정상,40,DH,2.0,2816.0,A,S-80,CS,44.649,10.0,9.0,성일SIM함안공장,21.0
5131,1.0,정상,30,DH,2.0,539.0,A,S-80,CS,15.951,9.0,8.0,성일SIM함안공장,26.0
5132,1.0,정상,40,CWR,3.0,4598.0,A,S-40,CS,71.581,9.0,8.0,성일SIM함안공장,18.0
5133,1.0,정상,40,CWR,3.0,3257.0,A,S-40,CS,61.911,7.0,6.0,성일SIM함안공장,18.0
5134,1.0,정상,50,CWR,3.0,3289.0,A,S-40,CS,44.332,4.0,3.0,성일SIM함안공장,28.0
5135,1.0,정상,50,CWS,3.0,3289.0,A,S-40,CS,44.332,4.0,3.0,성일SIM함안공장,28.0
5136,1.0,정상,40,CWS,3.0,3257.0,A,S-40,CS,64.733,7.0,6.0,성일SIM함안공장,18.0
5137,1.0,정상,40,CWS,3.0,4598.0,A,S-40,CS,71.016,9.0,8.0,성일SIM함안공장,18.0
5138,1.0,정상,40,VA,4.0,705.0,A,S-40,CS,35.576,6.0,4.0,성일SIM함안공장,32.0
5139,1.0,정상,50,CHS,14.0,2374.0,B,S-30,CS,408.447,3.0,2.0,(주)성광테크,14.0
5140,1.0,정상,40,AI,2.0,1085.0,B,S-80,CS,8.116,1.0,0.0,성일SIM함안공장,15.0
5141,1.0,정상,30,CHS,10.0,3079.0,A,S-20,CS,149.929,2.0,1.0,성일SIM함안공장,17.0
5142,1.0,정상,50,CHS,10.0,6000.0,A,S-20,CS,250.56,1.0,0.0,(주)성광테크,18.0
5143,1.0,정상,30,CHS,10.0,2590.0,B,S-20,CS,227.456,6.0,5.0,(주)성광테크,38.0
5144,1.0,정상,50,DH,2.0,950.0,B,S-80,CS,16.187,5.0,4.0,성일SIM함안공장,21.0
5145,1.0,정상,30,AI,0.75,1381.0,A,S-80,CS,8.181000000000001,5.0,4.0,(주)성광테크,15.0
5146,1.0,정상,40,AI,0.75,936.0,A,S-80,CS,3.885,4.0,3.0,성일SIM함안공장,11.0
5147,1.0,정상,50,AI,1.0,2279.0,A,S-80,CS,19.868,9.0,8.0,(주)성광테크,17.0
5148,1.0,정상,40,AI,1.0,1204.0,A,S-80,CS,6.606,4.0,3.0,성일SIM함안공장,15.0
5149,1.0,정상,50,AU,1.0,3000.0,A,S-80,CS,17.344,6.0,5.0,(주)성광테크,17.0
5150,1.0,정상,30,AU,1.0,392.0,A,S-80,CS,1.27,1.0,0.0,(주)성광테크,15.0
5151,1.0,정상,40,AU,1.0,4415.0,A,S-80,CS,14.305,1.0,0.0,성일SIM함안공장,15.0
5152,1.0,정상,40,AU,1.0,382.0,A,S-80,CS,1.238,1.0,0.0,성일SIM함안공장,25.0
5153,1.0,정상,40,DH,1.0,383.0,A,S-80,CS,5.394,6.0,5.0,성일SIM함안공장,18.0
5154,1.0,정상,30,DH,1.0,829.0,A,S-80,CS,5.825,6.0,5.0,(주)성광테크,19.0
5155,1.0,정상,40,DH,1.0,718.0,A,S-80,CS,9.926,10.0,9.0,성일SIM함안공장,15.0
5156,1.0,정상,40,DH,1.0,1249.0,A,S-80,CS,7.643,6.0,5.0,성일SIM함안공장,15.0
5157,1.0,정상,40,DH,0.75,690.0,A,S-80,CS,6.231,8.0,7.0,성일SIM함안공장,21.0
5158,1.0,정상,40,DH,1.0,199.0,A,S-80,CS,3.775,6.0,5.0,성일SIM함안공장,18.0
5159,1.0,정상,50,FWL,1.0,5500.0,A,S-160,CS,26.277,3.0,2.0,(주)성광테크,15.0
5160,1.0,정상,30,N,0.75,75.0,A,S-80,CS,1.065,2.0,1.0,(주)성광테크,15.0
5161,1.0,정상,30,N,1.0,236.0,A,S-80,CS,1.744,3.0,2.0,(주)성광테크,38.0
5162,1.0,정상,30,N,1.0,417.0,A,S-80,CS,2.285,3.0,2.0,(주)성광테크,15.0
5163,1.0,정상,50,N,1.0,3000.0,A,S-80,CS,14.79,4.0,3.0,성일SIM함안공장,24.0
5164,1.0,정상,50,N,1.0,500.0,A,S-80,CS,3.96,4.0,3.0,(주)성광테크,15.0
5165,1.0,정상,40,N,1.0,4415.0,A,S-80,CS,14.305,1.0,0.0,성일SIM함안공장,15.0
5166,1.0,정상,50,N,1.0,237.0,A,S-80,CS,1.712,3.0,2.0,성일SIM함안공장,24.0
5167,1.0,정상,40,N,0.75,75.0,A,S-80,CS,1.065,2.0,1.0,성일SIM함안공장,11.0
5168,1.0,정상,40,CHS,14.0,8000.0,A,S-30,CS,741.64,2.0,1.0,건일산업(주),32.0
5169,1.0,정상,50,CHS,0.5,0.0,A,S-80,CS,1.2,1.0,0.0,성일SIM함안공장,11.0
5170,1.0,정상,40,CHS,14.0,2787.0,A,S-30,CS,386.994,7.0,6.0,건일산업(주),43.0
5171,1.0,정상,50,CHS,14.0,2961.0,A,S-30,CS,346.593,6.0,5.0,성일SIM함안공장,35.0
5172,1.0,정상,30,CHS,0.75,520.0,A,S-80,CS,2.444,2.0,1.0,(주)성광테크,15.0
5173,1.0,정상,40,CHS,0.5,0.0,A,S-80,CS,1.2,1.0,0.0,(주)성광테크,10.0
5174,1.0,정상,50,AI,2.0,6000.0,A,S-80,CS,49.35,2.0,1.0,성일SIM함안공장,21.0
5175,1.0,정상,50,AU,2.0,6000.0,A,S-80,CS,44.88,1.0,0.0,(주)성광테크,12.0
5176,1.0,정상,40,CWR,2.0,2258.0,A,S-80,CS,22.21,4.0,3.0,성일SIM함안공장,18.0
5177,1.0,정상,40,CWS,2.0,2258.0,A,S-80,CS,22.21,4.0,3.0,성일SIM함안공장,18.0
5178,1.0,정상,40,DH,2.0,2364.0,A,S-80,CS,45.382,9.0,8.0,성일SIM함안공장,25.0
5179,1.0,정상,40,DH,2.0,687.0,A,S-80,CS,17.27,6.0,5.0,성일SIM함안공장,21.0
5180,1.0,정상,30,N,2.0,287.0,A,S-160,CS,11.066,5.0,4.0,(주)성광테크,26.0
