,MAE,MAPE,RMSE,RMSLE
making_regression,7.429217497461845,0.3136139383250637,9.377653157619772,0.3371050451781675
painting_regression,4.483777960254298,0.2965493887888771,5.6407993896042266,0.3119928304972042
